"n","q","B2","s2","x.mean.scale","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
8000,0.6,4,0.16,0.5,2,2,1,1,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539219234,1.00361153203158,4.06671055016401,1.99164306561281,-1.84128875906844,1.00039048567557,4.04177587784991,1.99012805157098,-1.83173494762178,1.00353351260697,4.06823266979797,1.99163002435257,-1.84128281854993
8000,0.7,4,0.16,0.5,2,2,1,1,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.8364253922165,0.994511206619826,4.16124752933018,1.98393473268417,-1.83070837194469,0.993979200127037,4.07891010996791,1.98859217364902,-1.83298072226464,0.994298416192572,4.16385465668295,1.98418952949434,-1.83072674441722
8000,0.8,4,0.16,0.5,2,2,1,1,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539221649,0.994370919058503,4.19600121123958,1.97651892355174,-1.80209662083397,0.996133551566605,4.01425753003884,1.9967067163389,-1.82488624300182,0.993251789666059,4.20075688176689,1.97767453724968,-1.80223602065429
8000,0.6,4,0.16,0.5,2,2,0,1,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539219234,1.00361153203158,4.06671055016401,1.99164306561281,-1.84128875906844,1.08876019644391,3.25265669321212,2.10872172180927,-1.78212720338763,1.003337968032,4.06856475585427,1.99153257794474,-1.8412596725119
8000,0.7,4,0.16,0.5,2,2,0,1,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.8364253922165,0.994511206619826,4.16124752933018,1.98393473268417,-1.83070837194469,1.12762446844688,2.8691004896143,2.13377732100846,-1.70538368138393,0.993828786181966,4.16554803145358,1.98374362859038,-1.83062808639053
8000,0.8,4,0.16,0.5,2,2,0,1,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539221649,0.994370919058503,4.19600121123958,1.97651892355174,-1.80209662083397,1.01305001794501,7.59127916635967,1.67148960699032,-45.1174997445425,0.992311313624189,4.20781725718481,1.97616666278531,-1.80188914312261
8000,0.6,4,0.16,0.5,2,2,1,0,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539219234,1.00361153203158,4.06671055016401,1.99164306561281,-1.84128875906844,1.00039048567557,4.04177587784991,1.99012805157098,-1.83173494762178,1.00355021394621,4.06822278120105,1.99167430285786,-1.84124769943709
8000,0.7,4,0.16,0.5,2,2,1,0,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.8364253922165,0.994511206619826,4.16124752933018,1.98393473268417,-1.83070837194469,0.993979200127037,4.07891010996791,1.98859217364902,-1.83298072226464,0.994302573639934,4.1638551718908,1.98419375609315,-1.83071825364265
8000,0.8,4,0.16,0.5,2,2,1,0,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539221649,0.994370919058503,4.19600121123958,1.97651892355174,-1.80209662083397,0.996133551566605,4.01425753003884,1.9967067163389,-1.82488624300182,0.993339971543014,4.20051576271386,1.97762458794467,-1.80223587819147
8000,0.6,4,0.16,0.5,2,2,0,0,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539219234,1.00361153203158,4.06671055016401,1.99164306561281,-1.84128875906844,1.08876019644391,3.25265669321212,2.10872172180927,-1.78212720338763,1.00326030900676,4.06884357979556,1.99154362273436,-1.84120684838192
8000,0.7,4,0.16,0.5,2,2,0,0,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.8364253922165,0.994511206619826,4.16124752933018,1.98393473268417,-1.83070837194469,1.12762446844688,2.8691004896143,2.13377732100846,-1.70538368138393,0.993705517830158,4.16612875299784,1.98373504998153,-1.8305856140803
8000,0.8,4,0.16,0.5,2,2,0,0,50,20,4,9000001,0.999474670458742,4.01330897605953,2.00119568630968,-1.83642539221649,0.994370919058503,4.19600121123958,1.97651892355174,-1.80209662083397,1.01305001794501,7.59127916635967,1.67148960699032,-45.1174997445425,0.992218452705444,4.20868775224348,1.97618600331571,-1.80183800045652
8000,0.6,4,0.16,0.5,2,2,1,1,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511084378,1.00478529911485,3.96895995108347,1.98743372639586,-1.8150796152574,1.00313087370176,3.95755847511306,1.99155745298254,-1.8207923816832,1.00457558199651,3.97075543531551,1.98734161831354,-1.81501362889751
8000,0.7,4,0.16,0.5,2,2,1,1,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511030307,1.0054066441667,3.93056527135083,1.99433026065426,-1.81306090156556,0.998185008920847,3.91743912082705,2.00476360774443,-1.82824620377269,1.00495313915214,3.93325140053971,1.99453378199384,-1.81298184965197
8000,0.8,4,0.16,0.5,2,2,1,1,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.8229951108523,0.999756275091217,3.90158235259027,2.01229893231917,-1.82173648220962,0.993853614125414,3.90888977660294,2.01592285490395,-1.83222991321454,0.998387666962743,3.90716997273637,2.01330420259558,-1.82194634503059
8000,0.6,4,0.16,0.5,2,2,0,1,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511084378,1.00478529911485,3.96895995108347,1.98743372639586,-1.8150796152574,1.0679651858026,3.30551873512798,2.0985306340572,-1.78615465211799,1.00442849666974,3.97091704596591,1.98732483273185,-1.81503275343309
8000,0.7,4,0.16,0.5,2,2,0,1,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511030307,1.0054066441667,3.93056527135083,1.99433026065426,-1.81306090156556,1.08422357970329,2.9649004278304,2.13889514650919,-1.73704213492578,1.00457339576636,3.93428205586741,1.99438193378955,-1.81295808707855
8000,0.8,4,0.16,0.5,2,2,0,1,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.8229951108523,0.999756275091217,3.90158235259027,2.01229893231917,-1.82173648220962,0.503241876210806,4.2841329821194,2.11490987681764,-11.639286914757,0.997467381454831,3.91062779611834,2.0128864051396,-1.82157525486114
8000,0.6,4,0.16,0.5,2,2,1,0,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511084378,1.00478529911485,3.96895995108347,1.98743372639586,-1.8150796152574,1.00313087370176,3.95755847511306,1.99155745298254,-1.8207923816832,1.00465306018286,3.97073849233326,1.98729312849689,-1.81498449252554
8000,0.7,4,0.16,0.5,2,2,1,0,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511030307,1.0054066441667,3.93056527135083,1.99433026065426,-1.81306090156556,0.998185008920847,3.91743912082705,2.00476360774443,-1.82824620377269,1.00513850175931,3.93304499716391,1.99442817655254,-1.81294554999839
8000,0.8,4,0.16,0.5,2,2,1,0,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.8229951108523,0.999756275091217,3.90158235259027,2.01229893231917,-1.82173648220962,0.993853614125414,3.90888977660294,2.01592285490395,-1.83222991321454,0.998764847584184,3.90620381266721,2.0130819234632,-1.82192431382356
8000,0.6,4,0.16,0.5,2,2,0,0,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511084378,1.00478529911485,3.96895995108347,1.98743372639586,-1.8150796152574,1.0679651858026,3.30551873512798,2.0985306340572,-1.78615465211799,1.00438999661985,3.97107922813257,1.9873301116875,-1.81498639170336
8000,0.7,4,0.16,0.5,2,2,0,0,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.82299511030307,1.0054066441667,3.93056527135083,1.99433026065426,-1.81306090156556,1.08422357970329,2.9649004278304,2.13889514650919,-1.73704213492578,1.00456439233118,3.9347110717388,1.99431541856718,-1.81290254560072
8000,0.8,4,0.16,0.5,2,2,0,0,50,20,4,9000002,0.997227562416889,4.02466754806339,1.98736967541825,-1.8229951108523,0.999756275091217,3.90158235259027,2.01229893231917,-1.82173648220962,0.503241876210806,4.2841329821194,2.11490987681764,-11.639286914757,0.997592193464473,3.91123570996604,2.01267053166116,-1.82152882960299
8000,0.6,4,0.16,0.5,2,2,1,1,50,20,4,9000003,1.006684872699,3.98374630478671,2.0016064831785,-1.84063824326422,1.01165965464936,3.93874715937478,1.99778764724324,-1.82402545299549,1.01685086231278,3.91385285908802,2.00132889765654,-1.82632083188693,1.01159003672821,3.94038866038057,1.99756188323242,-1.82401805664865
