"n","q","B2","s2","x.mean.scale","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
8000,0.6,4,0.16,0.5,2,2,1,1,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360703,1.0188166356611,3.95523403596356,1.99005372257766,-1.82339164763649,1.00646745219304,4.01228909253604,1.98776326476044,-1.81154431439642,1.01910694003621,3.95574343676655,1.9898655373577,-1.8234132053708
8000,0.7,4,0.16,0.5,2,2,1,1,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360801,1.0162278115532,4.00048239985309,1.98747186436965,-1.8330785999081,1.01550560992779,3.99968352717286,1.98056635810401,-1.80609472728481,1.01657011265382,4.00217365944683,1.98707474988791,-1.83323366328496
8000,0.8,4,0.16,0.5,2,2,1,1,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.8419125236076,1.02694679783429,3.99290404688816,1.97561915633431,-1.85159976494454,1.01306450050841,4.00572635733892,1.98434691054144,-1.81034671751388,1.02954447261414,3.99176050244539,1.97366159987569,-1.85243901928392
8000,0.6,4,0.16,0.5,2,2,0,1,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360703,1.0188166356611,3.95523403596356,1.99005372257766,-1.82339164763649,1.07342859725533,3.33228150992052,2.09841672565538,-1.78786769655736,1.01873616174028,3.95620843654879,1.98993967379125,-1.82338337675681
8000,0.7,4,0.16,0.5,2,2,0,1,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360801,1.0162278115532,4.00048239985309,1.98747186436965,-1.8330785999081,1.10294517991787,3.00898043133103,2.12204578990607,-1.74552033472039,1.01588159057889,4.00314011486343,1.98727145149625,-1.83309900308785
8000,0.8,4,0.16,0.5,2,2,0,1,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.8419125236076,1.02694679783429,3.99290404688816,1.97561915633431,-1.85159976494454,1.10178722517172,2.73158032515048,2.14252615593135,-1.68836287619805,1.02692217119844,3.99738140886379,1.9747132755292,-1.85177732719805
8000,0.6,4,0.16,0.5,2,2,1,0,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360703,1.0188166356611,3.95523403596356,1.99005372257766,-1.82339164763649,1.00646745219304,4.01228909253604,1.98776326476044,-1.81154431439642,1.01912325571054,3.95570883928846,1.98991935123831,-1.82338414524847
8000,0.7,4,0.16,0.5,2,2,1,0,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360801,1.0162278115532,4.00048239985309,1.98747186436965,-1.8330785999081,1.01550560992779,3.99968352717286,1.98056635810401,-1.80609472728481,1.01663209675514,4.00185837792402,1.98713610497417,-1.83317868052503
8000,0.8,4,0.16,0.5,2,2,1,0,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.8419125236076,1.02694679783429,3.99290404688816,1.97561915633431,-1.85159976494454,1.01306450050841,4.00572635733892,1.98434691054144,-1.81034671751388,1.02904752192774,3.99212788050638,1.97421109824498,-1.85246825980887
8000,0.6,4,0.16,0.5,2,2,0,0,50,20,4,1000001,1.00370300799032,4.0027958016444,1.99594260452068,-1.84191252360703,1.0188166356611,3.95523403596356,1.99005372257766,-1.82339164763649,1.07342859725533,3.33228150992052,2.09841672565538,-1.78786769655736,1.01866025090386,3.95644566464657,1.98996842734442,-1.82333735051363
