"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","x.correct","c.correct","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000001,1.08005609299975,9.93006212535419,1.93678520388427,0.0142403025962706,0.963352114435845,10.1269875646053,2.0233971081167,0.0554035840775869,1.04418812776652,9.99220069705785,1.95554078573125,0.037047239818116,0.972934243286576,10.0941782264969,2.01708665860072,0.055907042285979
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000001,1.08005609299975,9.93006212535419,1.93678520388427,0.0142403025962706,0.963352114435845,10.1269875646053,2.0233971081167,0.0554035840775869,2.07801962335951,8.14398327491935,0.794720801823338,0.27176308855306,0.972177510539094,10.0720225294399,2.02628363081819,0.0558764046277928
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000001,1.08005609299975,9.93006212535419,1.93678520388427,0.0142403025962706,0.963352114435845,10.1269875646053,2.0233971081167,0.0554035840775869,1.04418812776652,9.99220069705785,1.95554078573125,0.037047239818116,0.972579634564608,10.0953932980982,2.01798107836913,0.0557814029963775
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000001,1.08005609299975,9.93006212535419,1.93678520388427,0.0142403025962706,0.963352114435845,10.1269875646053,2.0233971081167,0.0554035840775869,2.07801962335951,8.14398327491935,0.794720801823338,0.27176308855306,0.973624810517843,10.067999133004,2.02677661997556,0.0557771657482147
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000002,1.07409766683808,9.88353762853519,1.97166514261045,0.00362270948157585,1.05981892800285,9.84853307768106,2.00578054875836,0.00218704256161707,1.06707870066789,9.84586646366195,1.9770741853864,0.0456503799069492,1.0460162564758,9.8941319165932,2.01361454792411,0.00279767037538985
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000002,1.07409766683808,9.88353762853519,1.97166514261045,0.00362270948157585,1.05981892800285,9.84853307768106,2.00578054875836,0.00218704256161707,2.11141492853535,7.90405220126935,0.840814468218879,0.276440180150551,1.06126407063534,9.81990840957942,2.01274450608644,0.00199861481163861
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000002,1.07409766683808,9.88353762853519,1.97166514261045,0.00362270948157585,1.05981892800285,9.84853307768106,2.00578054875836,0.00218704256161707,1.06707870066789,9.84586646366195,1.9770741853864,0.0456503799069492,1.04655507904884,9.89248219944069,2.01251458415058,0.00300318221836576
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000002,1.07409766683808,9.88353762853519,1.97166514261045,0.00362270948157585,1.05981892800285,9.84853307768106,2.00578054875836,0.00218704256161707,2.11141492853535,7.90405220126935,0.840814468218879,0.276440180150551,1.0620697073217,9.81715080822739,2.01275754195591,0.00196279473946735
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000003,0.967243440062415,10.0177998537689,2.01841464755123,0.00655122827358105,0.930740125792677,10.0672617127673,2.03302549081032,0.0510659219001037,0.990141707036522,10.0522061957718,1.94318472502032,0.0289429560240941,0.929048300589784,10.0734264102541,2.0324380622235,0.0504540276510223
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000003,0.967243440062415,10.0177998537689,2.01841464755123,0.00655122827358105,0.930740125792677,10.0672617127673,2.03302549081032,0.0510659219001037,1.94712719660417,8.2498313310186,0.923019230632035,0.245475658966439,0.940304995179847,10.0125659217058,2.03490075168734,0.0514247747922278
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000003,0.967243440062415,10.0177998537689,2.01841464755123,0.00655122827358105,0.930740125792677,10.0672617127673,2.03302549081032,0.0510659219001037,0.990141707036522,10.0522061957718,1.94318472502032,0.0289429560240941,0.929394600968687,10.0736319667391,2.03278272120302,0.0503588766184297
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000003,0.967243440062415,10.0177998537689,2.01841464755123,0.00655122827358105,0.930740125792677,10.0672617127673,2.03302549081032,0.0510659219001037,1.94712719660417,8.2498313310186,0.923019230632035,0.245475658966439,0.942145730467199,10.0076709466891,2.03487300027469,0.0513741800314135
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000004,1.00466770536174,10.0168486890049,1.99682859235019,-0.00277890903326899,0.882786167450927,10.3535282318907,2.05713311499313,-0.0210067566182799,1.0462250262548,10.0023055705688,1.91171504745518,-0.0323208489506659,0.893429956317226,10.3167652571389,2.0488904986825,-0.021781003235518
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000004,1.00466770536174,10.0168486890049,1.99682859235019,-0.00277890903326899,0.882786167450927,10.3535282318907,2.05713311499313,-0.0210067566182799,1.99363426458261,8.12784996771524,0.911041774129048,0.192642986336579,0.895841410900951,10.288329393174,2.05616279950414,-0.0209727073339251
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000004,1.00466770536174,10.0168486890049,1.99682859235019,-0.00277890903326899,0.882786167450927,10.3535282318907,2.05713311499313,-0.0210067566182799,1.0462250262548,10.0023055705688,1.91171504745518,-0.0323208489506659,0.893457660089912,10.3167870811419,2.04997977678653,-0.0218745221065658
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000004,1.00466770536174,10.0168486890049,1.99682859235019,-0.00277890903326899,0.882786167450927,10.3535282318907,2.05713311499313,-0.0210067566182799,1.99363426458261,8.12784996771524,0.911041774129048,0.192642986336579,0.897603980305349,10.2830072758754,2.05618846254715,-0.0210469279668207
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000005,1.01061378745431,9.99409029138084,1.9847958302809,-0.00710717860573154,0.957321247442384,10.1475314889702,2.00097900173556,-0.0287221415260387,1.08003626811056,9.95840870433052,1.87087080511085,-0.0422831552902413,0.957840788139012,10.1463406314374,1.99834635763002,-0.0292562394429334
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000005,1.01061378745431,9.99409029138084,1.9847958302809,-0.00710717860573154,0.957321247442384,10.1475314889702,2.00097900173556,-0.0287221415260387,1.96752147130134,8.26119960820671,0.896554074575357,0.178808057838675,0.962014203263297,10.1105901418767,2.00485836591595,-0.0288574505394398
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000005,1.01061378745431,9.99409029138084,1.9847958302809,-0.00710717860573154,0.957321247442384,10.1475314889702,2.00097900173556,-0.0287221415260387,1.08003626811056,9.95840870433052,1.87087080511085,-0.0422831552902413,0.957455124233064,10.1471989922291,1.99961040149474,-0.0293424649788604
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000005,1.01061378745431,9.99409029138084,1.9847958302809,-0.00710717860573154,0.957321247442384,10.1475314889702,2.00097900173556,-0.0287221415260387,1.96752147130134,8.26119960820671,0.896554074575357,0.178808057838675,0.962693196399648,10.1080606067473,2.0055092304863,-0.0288896728895302
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000006,1.00645062014347,9.9599868438447,1.99907743332416,-0.00144262765608018,0.990392250102595,10.0087663758754,2.0129060742839,-0.0240028276040824,1.02627115320338,10.0030584243137,1.93827394883823,0.00587554646285776,0.987576252983523,10.020022787704,2.0137456084487,-0.0235810865789957
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000006,1.00645062014347,9.9599868438447,1.99907743332416,-0.00144262765608018,0.990392250102595,10.0087663758754,2.0129060742839,-0.0240028276040824,1.91119242540463,8.40023002345753,0.925018044919108,0.202233996336982,1.001519287751,9.96050691852535,2.01107486528827,-0.0228897909075497
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000006,1.00645062014347,9.9599868438447,1.99907743332416,-0.00144262765608018,0.990392250102595,10.0087663758754,2.0129060742839,-0.0240028276040824,1.02627115320338,10.0030584243137,1.93827394883823,0.00587554646285776,0.988702386473126,10.0176890564975,2.01347738881204,-0.0237844792276767
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000006,1.00645062014347,9.9599868438447,1.99907743332416,-0.00144262765608018,0.990392250102595,10.0087663758754,2.0129060742839,-0.0240028276040824,1.91119242540463,8.40023002345753,0.925018044919108,0.202233996336982,1.00275707256812,9.95743966543966,2.01140561389313,-0.022996043738468
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000007,1.01080152705721,10.0192062679429,1.98758116854092,0.00601978298723095,1.01633078809245,10.0403558412469,1.99603689275076,0.014169979775591,1.09505086797912,9.92888624790445,1.9006463076046,0.01054751708965,1.01561235267188,10.0473882542879,1.99437166677055,0.0119356529721682
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000007,1.01080152705721,10.0192062679429,1.98758116854092,0.00601978298723095,1.01633078809245,10.0403558412469,1.99603689275076,0.014169979775591,2.00098179126296,8.19150489639877,0.908561544162415,0.218616673393736,1.02263481384141,9.99907656099888,1.99852701208981,0.0130969796341003
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000007,1.01080152705721,10.0192062679429,1.98758116854092,0.00601978298723095,1.01633078809245,10.0403558412469,1.99603689275076,0.014169979775591,1.09505086797912,9.92888624790445,1.9006463076046,0.01054751708965,1.01405575845219,10.0507535560058,1.99527201618264,0.0122493433547663
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000007,1.01080152705721,10.0192062679429,1.98758116854092,0.00601978298723095,1.01633078809245,10.0403558412469,1.99603689275076,0.014169979775591,2.00098179126296,8.19150489639877,0.908561544162415,0.218616673393736,1.02233370611504,9.99871093704727,1.99968403367466,0.0131167024030922
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000008,0.952908762956487,10.045330960697,2.01462979480939,-0.00346242077745129,0.952213703574109,10.0328110121194,2.02756018032038,0.0051853565101511,0.977160686946469,9.98905955175287,2.00025405406096,0.00812389530639235,0.953464467574759,10.023243033488,2.02805181626131,0.00597222888245729
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000008,0.952908762956487,10.045330960697,2.01462979480939,-0.00346242077745129,0.952213703574109,10.0328110121194,2.02756018032038,0.0051853565101511,1.97761658654118,8.20804364471914,0.890612408183923,0.238960702232817,0.955334792451189,9.99578421414837,2.03417009054228,0.00617104126919823
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,3000008,0.952908762956487,10.045330960697,2.01462979480939,-0.00346242077745129,0.952213703574109,10.0328110121194,2.02756018032038,0.0051853565101511,0.977160686946469,9.98905955175287,2.00025405406096,0.00812389530639235,0.953739861522515,10.0228092649014,2.0279706818191,0.00592996209297213
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,3000008,0.952908762956487,10.045330960697,2.01462979480939,-0.00346242077745129,0.952213703574109,10.0328110121194,2.02756018032038,0.0051853565101511,1.97761658654118,8.20804364471914,0.890612408183923,0.238960702232817,0.957037243507927,9.99129159344257,2.03411544066296,0.00609929984453041
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,3000009,1.00197364392678,10.0065623439178,2.00631858132714,-0.027193620256727,0.988922932035071,9.99590967009124,2.05841492801122,-0.0941237143513592,1.0637263481976,9.9161636339981,1.9042889359385,-0.0709742720697762,0.989856778953968,10.0018258406033,2.05466171922781,-0.0950570202552716
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,3000009,1.00197364392678,10.0065623439178,2.00631858132714,-0.027193620256727,0.988922932035071,9.99590967009124,2.05841492801122,-0.0941237143513592,1.98177486605072,8.17431557785503,0.89189421268593,0.180969100869805,0.999572526003144,9.94639889287694,2.05894238661418,-0.0941397589942719
