"n","q","B2","s2","x.mean","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
4000,0.5,0.2,0.09,0.5,2,2,1,1,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988788536,1.00004762934167,0.173777948875051,-2.3898247903119,0.993878060138098,0.215386584643439,-2.41010748413533,0.999826323616028,0.174576620549033,-2.38981590486918
4000,0.7,0.2,0.09,0.5,2,2,1,1,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988200342,1.00152649359323,0.191192513794858,-2.40582972136784,1.00162941196429,0.20308928698581,-2.39928976597991,1.00088007906604,0.194280824986569,-2.40589328684938
4000,0.5,0.2,0.09,0.5,2,2,0,1,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988788536,1.00004762934167,0.173777948875051,-2.3898247903119,1.00485953411388,0.159101671514673,-2.4222096252498,1.00023861537595,0.173245517164342,-2.3898156066792
4000,0.7,0.2,0.09,0.5,2,2,0,1,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988200342,1.00152649359323,0.191192513794858,-2.40582972136784,1.01476640934429,0.124223664341789,-2.4074732354445,1.00477121605239,0.178563517816227,-2.40585398868507
4000,0.5,0.2,0.09,0.5,2,2,1,0,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988788536,1.00004762934167,0.173777948875051,-2.3898247903119,0.993878060138098,0.215386584643439,-2.41010748413533,0.999892628169951,0.174453993707488,-2.38980625859995
4000,0.7,0.2,0.09,0.5,2,2,1,0,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988200342,1.00152649359323,0.191192513794858,-2.40582972136784,1.00162941196429,0.20308928698581,-2.39928976597991,1.00090560900023,0.194342281955667,-2.4058785630286
4000,0.5,0.2,0.09,0.5,2,2,0,0,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988788536,1.00004762934167,0.173777948875051,-2.3898247903119,1.00485953411388,0.159101671514673,-2.4222096252498,1.00016931055574,0.173519052436181,-2.38979140422643
4000,0.7,0.2,0.09,0.5,2,2,0,0,100,15,3,8000001,1.00362692272756,0.193215207604372,-2.40133988200342,1.00152649359323,0.191192513794858,-2.40582972136784,1.01476640934429,0.124223664341789,-2.4074732354445,1.00485350424176,0.177912847431757,-2.40583913705108
4000,0.5,0.2,0.09,0.5,2,2,1,1,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019632,0.985412392851661,0.205261974503217,-2.4219970506983,0.990126229389827,0.209011918772448,-2.43126177701906,0.985352844496568,0.205489323739248,-2.42197805297461
4000,0.7,0.2,0.09,0.5,2,2,1,1,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019644,0.965429147850879,0.288666541187215,-2.45279000682229,0.984749904414685,0.221404411847583,-2.43741948187975,0.966114483295989,0.286005745636154,-2.45272190536747
4000,0.5,0.2,0.09,0.5,2,2,0,1,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019632,0.985412392851661,0.205261974503217,-2.4219970506983,1.00043658418055,0.157269120813351,-2.44137817551285,0.985807690840199,0.204098358382621,-2.42197408932647
4000,0.7,0.2,0.09,0.5,2,2,0,1,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019644,0.965429147850879,0.288666541187215,-2.45279000682229,0.999146907252337,0.140199557503042,-2.44453695452277,0.969279752929904,0.274117645180201,-2.4527216825933
4000,0.5,0.2,0.09,0.5,2,2,1,0,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019632,0.985412392851661,0.205261974503217,-2.4219970506983,0.990126229389827,0.209011918772448,-2.43126177701906,0.985351238503076,0.205547196094998,-2.42197777838074
4000,0.7,0.2,0.09,0.5,2,2,1,0,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019644,0.965429147850879,0.288666541187215,-2.45279000682229,0.984749904414685,0.221404411847583,-2.43741948187975,0.965959551875638,0.286522492925629,-2.45273565337497
4000,0.5,0.2,0.09,0.5,2,2,0,0,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019632,0.985412392851661,0.205261974503217,-2.4219970506983,1.00043658418055,0.157269120813351,-2.44137817551285,0.98572176452794,0.204374607832429,-2.42195637221271
4000,0.7,0.2,0.09,0.5,2,2,0,0,100,15,3,8000002,1.0009675366829,0.188910183772238,-2.41978019019644,0.965429147850879,0.288666541187215,-2.45279000682229,0.999146907252337,0.140199557503042,-2.44453695452277,0.969380221054065,0.272983326480584,-2.45269565156564
4000,0.5,0.2,0.09,0.5,2,2,1,1,100,15,3,8000003,1.00229778858551,0.181202436315745,-2.41628715015538,1.00234440881841,0.204046042620152,-2.41030768496151,1.00522337992781,0.175506296233486,-2.41168646005734,1.00232257492305,0.204224626352392,-2.41027240491478
4000,0.7,0.2,0.09,0.5,2,2,1,1,100,15,3,8000003,1.00229778858551,0.181202436315745,-2.41628715015782,1.00805057389113,0.162214776677591,-2.39249544381945,0.998027117428497,0.189640316353116,-2.41843833340922,1.00745587075378,0.165150536611445,-2.39238558662949
4000,0.5,0.2,0.09,0.5,2,2,0,1,100,15,3,8000003,1.00229778858551,0.181202436315745,-2.41628715015538,1.00234440881841,0.204046042620152,-2.41030768496151,1.01720587619211,0.12778572241274,-2.4127723710557,1.00264785116229,0.203269229803008,-2.4102816941792
4000,0.7,0.2,0.09,0.5,2,2,0,1,100,15,3,8000003,1.00229778858551,0.181202436315745,-2.41628715015782,1.00805057389113,0.162214776677591,-2.39249544381945,1.01150999226097,0.120770833183486,-2.41992832898179,1.00953803375854,0.156624501937332,-2.3924487138779
