"n","q","B2","s2","x.mean","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
4000,0.5,0.2,0.09,0.5,2,2,1,1,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827842665,0.98468957584938,0.262154414248288,-2.41078289119422,0.995902970578973,0.219094873192137,-2.39547538398534,0.984887685605475,0.26158564585792,-2.41077986427222
4000,0.7,0.2,0.09,0.5,2,2,1,1,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827763868,1.00243874608299,0.210586410270736,-2.40347050785432,0.994810626704026,0.226666240708405,-2.39439315889134,1.00222342283866,0.212077105494186,-2.40353495768316
4000,0.5,0.2,0.09,0.5,2,2,0,1,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827842665,0.98468957584938,0.262154414248288,-2.41078289119422,1.00934985971403,0.160105353398448,-2.40296326676696,0.985439534148132,0.26002586662062,-2.41078206911195
4000,0.7,0.2,0.09,0.5,2,2,0,1,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827763868,1.00243874608299,0.210586410270736,-2.40347050785432,1.01155610604422,0.138931732470827,-2.40043196078569,1.00549775851765,0.199385608888437,-2.40347706350327
4000,0.5,0.2,0.09,0.5,2,2,1,0,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827842665,0.98468957584938,0.262154414248288,-2.41078289119422,0.995902970578973,0.219094873192137,-2.39547538398534,0.984784852665132,0.261948301372923,-2.41076236191392
4000,0.7,0.2,0.09,0.5,2,2,1,0,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827763868,1.00243874608299,0.210586410270736,-2.40347050785432,0.994810626704026,0.226666240708405,-2.39439315889134,1.00223749599009,0.212169133510602,-2.40352462774078
4000,0.5,0.2,0.09,0.5,2,2,0,0,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827842665,0.98468957584938,0.262154414248288,-2.41078289119422,1.00934985971403,0.160105353398448,-2.40296326676696,0.985346385204082,0.260240633209067,-2.41074716591406
4000,0.7,0.2,0.09,0.5,2,2,0,0,100,15,3,5000001,1.00471058160619,0.201317597936656,-2.38560827763868,1.00243874608299,0.210586410270736,-2.40347050785432,1.01155610604422,0.138931732470827,-2.40043196078569,1.00564652422356,0.198465845181702,-2.40345902654
4000,0.5,0.2,0.09,0.5,2,2,1,1,100,15,3,5000002,0.993152273802599,0.20264156372014,-2.39012398967001,0.997599631461689,0.175747050905706,-2.38382242179343,0.990229411057654,0.20839165371796,-2.39376297873975,0.99742478891581,0.176398684455951,-2.38380254947862
4000,0.7,0.2,0.09,0.5,2,2,1,1,100,15,3,5000002,0.993152273802599,0.20264156372014,-2.39012398967139,1.00356820156387,0.175166522808335,-2.35060475690418,1.00188381540905,0.182131624213182,-2.38197285523703,1.00316157609355,0.177123485672244,-2.35049699110537
4000,0.5,0.2,0.09,0.5,2,2,0,1,100,15,3,5000002,0.993152273802599,0.20264156372014,-2.39012398967001,0.997599631461689,0.175747050905706,-2.38382242179343,0.999255681944597,0.163257385797745,-2.39971779991082,0.997584487399749,0.175900416967492,-2.38380724810748
4000,0.7,0.2,0.09,0.5,2,2,0,1,100,15,3,5000002,0.993152273802599,0.20264156372014,-2.39012398967139,1.00356820156387,0.175166522808335,-2.35060475690418,1.01238645006993,0.124063319588358,-2.38307641421084,1.00519499215487,0.168809940515577,-2.35053606171502
