"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
200,0.1,10,1,0.5,1,2,40,40,5,8000001,0.846561419650654,10.1893223495993,2.21644932489714,-0.0575319068381233,0.801199658579365,10.1650223830181,2.29636692609465,-0.0497553208990957,0.869868517340067,10.1281293237196,2.21302838630598,-0.0502974863510419,0.801255400337183,10.1649307263656,2.29632668303873,-0.049756105471026
800,0.1,10,1,0.5,1,2,40,40,5,8000001,1.14507253844194,9.67173009214075,1.89221460053072,0.0624002454651513,1.08600403440635,9.82750021387398,1.91770465131607,0.0746198400998977,1.08963396968156,9.79039787665949,1.92923640765604,0.0688713731287529,1.08593894411264,9.82761259271621,1.91777369902717,0.0746221710410183
8000,0.1,10,1,0.5,1,2,40,40,5,8000001,0.98216054825876,10.0875484799693,1.96091710931726,0.000577774787643783,0.973447992309932,10.0946816898742,1.97181197019758,-0.00290302820952662,0.998457950769864,10.0619718514293,1.94734529755777,0.000289214505474801,0.973442594842244,10.094691226553,1.97181359531104,-0.0029035183827779
200,0.2,10,1,0.5,1,2,40,40,5,8000001,1.288036160785,9.66895101347379,1.8396509989596,-0.111898572334193,1.35178042043638,9.62985655666985,1.80076856753512,-0.136602976536169,1.41934272259685,9.54248010502547,1.71449601245733,-0.115821078568138,1.35129100455487,9.63111076167657,1.80085371601401,-0.136755812786995
800,0.2,10,1,0.5,1,2,40,40,5,8000001,1.06567417103909,9.88186341998035,1.90695101563985,-0.00882238562492417,0.975461339719903,10.1303638956448,1.92326952191345,0.0218317583162799,1.02269495510637,9.99156362593707,1.92566766065413,0.022190760503295,0.975397774946549,10.1303450222479,1.92334683408229,0.0218234183237117
8000,0.2,10,1,0.5,1,2,40,40,5,8000001,1.01571917824668,9.99126396077159,1.9762065628084,0.0220691614637748,0.995906502680333,10.0019933359844,2.00356831694975,0.0133556431121671,1.01852623722777,9.9745020342461,1.98148276342565,0.0146335422033664,0.995871574580146,10.0021784155468,2.00351924150154,0.0133716418885833
200,0.3,10,1,0.5,1,2,40,40,5,8000001,0.974041241292466,10.208402518073,1.89023424580205,-0.10086590712111,1.15276122415799,9.96231376695659,1.74890843198507,-0.123614340007485,1.04912112428633,10.0858396731756,1.85437208557151,-0.0927604801269178,1.15227824850621,9.96449147891358,1.74887964287586,-0.123489596786729
800,0.3,10,1,0.5,1,2,40,40,5,8000001,0.938570106710951,10.0827080532875,1.95455869699334,-0.00769659903113254,1.01695065345721,9.92763854100939,1.92856115252276,0.0139698098216148,0.957327980040483,10.0709302730772,1.94911637785927,0.043105718380201,1.01475910152637,9.93289731516218,1.92974994601674,0.0139960377562266
8000,0.3,10,1,0.5,1,2,40,40,5,8000001,0.970454420225671,10.0510027794814,1.99628318830342,0.0147256075137832,1.0369348619505,9.94318238431771,1.93270771572235,0.0003764430290908,0.988240806954417,10.0198816831829,1.98133125592107,0.00771533615352816,1.03628972492511,9.94501502526398,1.93286769678069,0.000417789022223939
200,0.4,10,1,0.5,1,2,40,40,5,8000001,1.0128601228188,9.96530243788413,2.0253732910577,-0.0488857866075937,1.18502678746132,9.79096475766298,1.8805025222024,-0.0121319494247815,1.20869337607602,9.73801573875203,1.86899654035834,-0.0213750303789679,1.18682434970736,9.79032721874324,1.87811679115168,-0.0121417690246893
800,0.4,10,1,0.5,1,2,40,40,5,8000001,0.872380840419733,10.0519220966992,2.10437341573305,0.000561548165096795,0.748300548511328,10.2954143265084,2.17469720694357,-0.00584031800736563,0.672640050854257,10.4004772162968,2.24428267065572,0.00771938909950612,0.74948571365742,10.290161691606,2.17553871914823,-0.00559472857348839
8000,0.4,10,1,0.5,1,2,40,40,5,8000001,0.950284411275226,10.0526071360797,2.04296068913391,0.0171177175124511,0.910647892399065,10.109808738824,2.07262413970376,0.0196374735376342,0.957087784409521,10.0627038568969,2.02038137345272,0.0144289125558888,0.911622621011276,10.1078925386297,2.07176510908216,0.0196275496117701
200,0.5,10,1,0.5,1,2,40,40,5,8000001,1.00073140403006,9.93161303740562,2.09898192354466,-0.0751438050065006,0.550217950520185,10.9178466751749,2.45480166834556,0.0439959467286931,0.959833574260826,10.0142147901929,2.19208232311071,0.0346409923028065,0.554616682143635,10.8980518236553,2.45416427671253,0.0447285519155832
800,0.5,10,1,0.5,1,2,40,40,5,8000001,0.739690047811036,10.2940005971803,2.126502001754,-0.025116969066365,0.817154832992572,10.3314684335434,1.92947788880858,-0.00261094077990365,0.795184960428957,10.2041989513938,2.01348432676859,-0.00275847340540689,0.812381691786534,10.3373710057533,1.93454317248252,-0.00193024480899826
8000,0.5,10,1,0.5,1,2,40,40,5,8000001,1.05261233485297,9.92530591150578,1.96746265502504,0.016156012101401,1.04305236494237,9.92864063870384,1.98134357493057,0.000166567615913925,1.02309067678195,10.0119002761081,1.97973053201019,0.00171772111558261,1.04135025214999,9.93472951469395,1.98146240909214,0.000197221093387484
200,0.6,10,1,0.5,1,2,40,40,5,8000001,0.442579037471707,10.7937392174677,2.35096760340701,-0.0795437700433392,0.58460982844112,10.5975775769095,2.16029785872606,-0.146038655186278,0.491825469807378,10.7443006280242,2.31834461099976,-0.176815434397289,0.576677372966975,10.6257955698052,2.16264802249164,-0.147521426908446
800,0.6,10,1,0.5,1,2,40,40,5,8000001,0.965562523157968,9.96349303016698,2.00667308762918,0.000545973001197339,1.0956813754315,9.7067289532503,1.95289507823676,-0.0546960034428281,0.873962042048302,10.1717955718776,2.08387235931451,-0.0408349873971566,1.09085468497656,9.71892583688749,1.95838462050692,-0.0552387789838799
8000,0.6,10,1,0.5,1,2,40,40,5,8000001,1.0283093027424,9.95885824298816,1.97947604949543,0.017293987977268,1.02721166864918,9.95920474950785,1.96998978711414,0.0082149434634879,1.04253648662886,9.98861015975791,1.92860873950253,0.00352908019134288,1.0263515969209,9.96452359805919,1.96926768082904,0.00769500108847918
