"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
200,0.1,10,1,0.5,1,2,40,40,5,2000001,0.812593254836386,10.2947082474287,1.99093106734782,-0.0583814577192422,0.804358807659237,10.2726753230796,2.02576652117088,0.0299137985774954,0.799480038062593,10.318031664545,2.01399855150622,-0.00318756962450559,0.804954915970321,10.2716823866265,2.02526731091129,0.029915073468614
800,0.1,10,1,0.5,1,2,40,40,5,2000001,0.956742342269037,10.1613501646292,1.98460964538383,0.0718930989984315,0.900021821533716,10.316168051566,1.98364146432261,0.0736557467716074,0.975066346252173,10.1356094505912,1.95430740991718,0.0676305188916348,0.900185914903329,10.3158972673028,1.98349368486119,0.0736670926338153
8000,0.1,10,1,0.5,1,2,40,40,5,2000001,0.994829515833025,10.0073948747351,1.98981519967073,-0.0125935175695545,1.01650525659498,9.96141778760091,1.97823869505243,-0.00793257404618015,1.00594272405457,9.9874160363186,1.98132592590988,-0.0136649453355161,1.01647733084739,9.96146610130244,1.9782603797217,-0.00793238479638388
200,0.2,10,1,0.5,1,2,40,40,5,2000001,0.997987611800327,9.97436618535997,2.14581170055511,0.0271855609040163,0.905967400159212,10.1060350549461,2.24598205318858,0.06839428492406,0.94910276519476,10.0083980623397,2.23291377513371,0.0565293650719587,0.905999302279419,10.1061758224049,2.2456873136269,0.0684024176005142
800,0.2,10,1,0.5,1,2,40,40,5,2000001,0.97595159027297,10.0888247611613,2.07682079406251,0.0573838994731315,0.989017474923818,10.0462913752618,2.06881457631324,0.0574033303665915,0.995612863627251,10.0462708685351,2.05344018836182,0.05927893606947,0.989118003489678,10.0460405757426,2.06872518691367,0.0574091089056601
8000,0.2,10,1,0.5,1,2,40,40,5,2000001,0.971425687815586,10.0260246008895,2.01689601607397,-0.028618019177964,0.981589360958428,10.0164216112281,2.00930861545229,-0.0261245642226719,0.979592741924571,10.0146762365112,2.01369424373666,-0.0266650837491969,0.981337302597211,10.0168171028809,2.00950172430617,-0.0261017862284657
200,0.3,10,1,0.5,1,2,40,40,5,2000001,0.996047483137415,10.028567604392,1.98438704119819,0.0862152024400628,1.03198495151912,9.88684667088945,2.01024760071975,0.0626954581329656,0.912703338083933,10.1747364429542,2.06249838207912,0.125032054111911,1.02935303565279,9.89440573224657,2.0112985057818,0.0626040093604005
800,0.3,10,1,0.5,1,2,40,40,5,2000001,0.986624090454985,10.1449210370749,2.03530282769467,-0.00752000207844066,1.0773850640514,9.97229395296271,1.98299871469177,-0.0545039111792764,1.03451514874501,10.0542283599145,2.00220926290465,-0.0444316428514527,1.07683186021542,9.97527990448684,1.98266793864406,-0.0543359653368663
8000,0.3,10,1,0.5,1,2,40,40,5,2000001,1.02937289521604,9.94708531578746,1.98810753019443,-0.0249902980782107,1.04369563342074,9.94238061107029,1.98682637747153,-0.0305142118471765,1.04791874023468,9.93243215638003,1.97551694640107,-0.026716698993899,1.04324219179838,9.943423361844,1.98711842034001,-0.0305268011085463
200,0.4,10,1,0.5,1,2,40,40,5,2000001,0.62006695302838,10.610475806078,2.14727663573527,0.0743545561243222,0.777272513487536,10.3614597094564,1.94616267583543,0.148445826698048,0.547583741667337,10.6793697582548,2.24901813781088,0.154889302020278,0.776340560089808,10.3611555815842,1.95003721072856,0.147813761556186
