"n","q","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
10000,0.8,1,1,100,15,3,1000001,1.01655351708662,2.0027429382899,0.0904192299689447,1.01773743037152,2.11983940368558,0.132725683921867,1.03023071820037,1.95997740528943,0.102699221866803,1.0207300238696,2.03631565259076,0.134297989801632
10000,0.8,0,1,100,15,3,1000001,1.01655351708662,2.0027429382899,0.0904192299689447,1.01773743037152,2.11983940368558,0.132725683921867,1.09098928547655,0.609362244565337,0.175746098683889,1.07709223039102,2.09616835839744,0.125193357753546
10000,0.8,1,0,100,15,3,1000001,1.01655351708662,2.0027429382899,0.0904192299689447,1.01773743037152,2.11983940368558,0.132725683921867,1.03023071820037,1.95997740528943,0.102699221866803,1.01910490574589,2.04517985950018,0.134683318339027
10000,0.8,0,0,100,15,3,1000001,1.01655351708662,2.0027429382899,0.0904192299689447,1.01773743037152,2.11983940368558,0.132725683921867,1.09098928547655,0.609362244565337,0.175746098683889,1.06934753439911,2.15140340120981,0.123467924094753
10000,0.8,1,1,100,15,3,1000002,1.02224746535993,1.91759724813825,0.0891772797976548,1.07165811558093,1.29144485563805,0.0995694738950639,1.03887336362307,1.83148759292837,0.102317182176441,1.04842523245366,1.72067021602602,0.0993332836527537
10000,0.8,0,1,100,15,3,1000002,1.02224746535993,1.91759724813825,0.0891772797976548,1.07165811558093,1.29144485563805,0.0995694738950639,-0.574056935252996,26.3048789580659,-4.38332633812651,1.1744085225085,1.12950522113515,0.104260999771971
10000,0.8,1,0,100,15,3,1000002,1.02224746535993,1.91759724813825,0.0891772797976548,1.07165811558093,1.29144485563805,0.0995694738950639,1.03887336362307,1.83148759292837,0.102317182176441,1.04873947094714,1.73246171697186,0.0991072230611439
10000,0.8,0,0,100,15,3,1000002,1.02224746535993,1.91759724813825,0.0891772797976548,1.07165811558093,1.29144485563805,0.0995694738950639,-0.574056935252996,26.3048789580659,-4.38332633812651,1.16911187267263,1.1524470258163,0.102716809050959
10000,0.8,1,1,100,15,3,1000003,0.990189506074846,1.99853309733359,0.0783326790112663,0.98607542248795,1.90577030478822,0.0959226898562724,0.987769894842712,1.99545931484495,0.0787162602085383,0.978978448746097,1.97015753269142,0.0975304235836418
10000,0.8,0,1,100,15,3,1000003,0.990189506074846,1.99853309733359,0.0783326790112663,0.98607542248795,1.90577030478822,0.0959226898562724,1.06852004104451,-1.14151066207063,-4.7541484271865,1.08415596322517,1.42561016383427,0.0954268385878214
10000,0.8,1,0,100,15,3,1000003,0.990189506074846,1.99853309733359,0.0783326790112663,0.98607542248795,1.90577030478822,0.0959226898562724,0.987769894842712,1.99545931484495,0.0787162602085383,0.97840814663676,1.9875679015262,0.0974993693482785
10000,0.8,0,0,100,15,3,1000003,0.990189506074846,1.99853309733359,0.0783326790112663,0.98607542248795,1.90577030478822,0.0959226898562724,1.06852004104451,-1.14151066207063,-4.7541484271865,1.07787277359054,1.47027176466171,0.0935183514451587
10000,0.8,1,1,100,15,3,1000004,0.996380351245358,2.02623858308716,0.113030616564546,1.04455812147124,1.79755297483569,0.12872443371121,1.01581441639002,1.96627966941209,0.127905624418965,1.03945990340845,1.9188063671239,0.130025449066201
10000,0.8,0,1,100,15,3,1000004,0.996380351245358,2.02623858308716,0.113030616564546,1.04455812147124,1.79755297483569,0.12872443371121,1.09521302439973,0.528996417586719,0.206812678634104,1.11654234710827,1.80224765286883,0.127520872297476
10000,0.8,1,0,100,15,3,1000004,0.996380351245358,2.02623858308716,0.113030616564546,1.04455812147124,1.79755297483569,0.12872443371121,1.01581441639002,1.96627966941209,0.127905624418965,1.03942699993135,1.92254557520216,0.13015655741933
10000,0.8,0,0,100,15,3,1000004,0.996380351245358,2.02623858308716,0.113030616564546,1.04455812147124,1.79755297483569,0.12872443371121,1.09521302439973,0.528996417586719,0.206812678634104,1.10740557871966,1.8611329832986,0.125479352674108
10000,0.8,1,1,100,15,3,1000005,0.994978238656204,2.04694297765159,0.0825927535302061,0.91511850794932,3.35336936540169,0.051054915139463,0.990949327736334,2.03772675279068,0.0794122745599899,0.959292684046901,2.67752755785208,0.0514078334221734
10000,0.8,0,1,100,15,3,1000005,0.994978238656204,2.04694297765159,0.0825927535302061,0.91511850794932,3.35336936540169,0.051054915139463,6.78036015234491,-53.8812292311123,-1.84729728577756,0.839938084160597,5.30612365008412,0.0566005987852486
10000,0.8,1,0,100,15,3,1000005,0.994978238656204,2.04694297765159,0.0825927535302061,0.91511850794932,3.35336936540169,0.051054915139463,0.990949327736334,2.03772675279068,0.0794122745599899,0.959688162211812,2.65250718929649,0.0508396973516781
