"n","q","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
10000,0.8,1,1,100,15,3,5000001,1.00007120288961,1.93789331595088,0.103811283356846,0.999540583403842,1.60100265415318,0.0952112827831225,0.97462383634089,2.06619809406442,0.0858318523160793,0.979960383515623,1.92223624308264,0.0968685516155387
10000,0.8,0,1,100,15,3,5000001,1.00007120288961,1.93789331595088,0.103811283356846,0.999540583403842,1.60100265415318,0.0952112827831225,-6.44153962215508,109.271727114824,-0.39451108748776,1.0417731881189,1.83003558900168,0.0911171712375727
10000,0.8,1,0,100,15,3,5000001,1.00007120288961,1.93789331595088,0.103811283356846,0.999540583403842,1.60100265415318,0.0952112827831225,0.97462383634089,2.06619809406442,0.0858318523160793,0.979659774622778,1.93662077318676,0.0969056384609017
10000,0.8,0,0,100,15,3,5000001,1.00007120288961,1.93789331595088,0.103811283356846,0.999540583403842,1.60100265415318,0.0952112827831225,-6.44153962215508,109.271727114824,-0.39451108748776,1.0358641569666,1.86558025286804,0.0899433115586894
10000,0.8,1,1,100,15,3,5000002,1.01639352390167,1.98087318004334,0.0988772899686986,0.995759661530896,2.32529661489478,0.133744424121208,1.02281792063033,1.97229434759002,0.106885164957363,1.00736306043572,2.09503718526669,0.13566218206953
10000,0.8,0,1,100,15,3,5000002,1.01639352390167,1.98087318004334,0.0988772899686986,0.995759661530896,2.32529661489478,0.133744424121208,1.07845068189425,0.592194131137733,0.176188054348743,1.06894864525487,1.98391013679018,0.12934895110746
10000,0.8,1,0,100,15,3,5000002,1.01639352390167,1.98087318004334,0.0988772899686986,0.995759661530896,2.32529661489478,0.133744424121208,1.02281792063033,1.97229434759002,0.106885164957363,1.00657449611432,2.10062346748119,0.135823605602172
10000,0.8,0,0,100,15,3,5000002,1.01639352390167,1.98087318004334,0.0988772899686986,0.995759661530896,2.32529661489478,0.133744424121208,1.07845068189425,0.592194131137733,0.176188054348743,1.06299809219003,2.02284519497026,0.128178516484473
10000,0.8,1,1,100,15,3,5000003,1.00618651374096,1.96873394266607,0.0788334451508937,1.0742063716727,1.51030934250641,0.0412301064068342,1.01939990687204,1.92331290614388,0.0935419169003493,1.06541228565235,1.79154514351901,0.040093474439667
10000,0.8,0,1,100,15,3,5000003,1.00618651374096,1.96873394266607,0.0788334451508937,1.0742063716727,1.51030934250641,0.0412301064068342,1.09144256794151,0.603665461458855,0.171255550907506,0.962333892051891,4.26827632021269,0.0596673382070841
10000,0.8,1,0,100,15,3,5000003,1.00618651374096,1.96873394266607,0.0788334451508937,1.0742063716727,1.51030934250641,0.0412301064068342,1.01939990687204,1.92331290614388,0.0935419169003493,1.0671162222568,1.79078960441493,0.0396493404048259
10000,0.8,0,0,100,15,3,5000003,1.00618651374096,1.96873394266607,0.0788334451508937,1.0742063716727,1.51030934250641,0.0412301064068342,1.09144256794151,0.603665461458855,0.171255550907506,0.961493209373338,4.22150991683739,0.0566980373330078
