"n","q","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
10000,0.8,1,1,100,15,3,9000001,1.00195310553602,1.97866295157913,0.105908907184932,1.03599139024216,1.87386762086491,0.0882229291813593,1.02410885640095,1.85084440777401,0.120684674828235,1.04393201731753,1.85430119357597,0.0839671129304521
10000,0.8,0,1,100,15,3,9000001,1.00195310553602,1.97866295157913,0.105908907184932,1.03599139024216,1.87386762086491,0.0882229291813593,1.08621239021244,0.506024220522594,0.185038350060078,1.11695078959676,1.77762989477639,0.0926863029473885
10000,0.8,1,0,100,15,3,9000001,1.00195310553602,1.97866295157913,0.105908907184932,1.03599139024216,1.87386762086491,0.0882229291813593,1.02410885640095,1.85084440777401,0.120684674828235,1.04599555789156,1.85066918676048,0.0831536039590031
10000,0.8,0,0,100,15,3,9000001,1.00195310553602,1.97866295157913,0.105908907184932,1.03599139024216,1.87386762086491,0.0882229291813593,1.08621239021244,0.506024220522594,0.185038350060078,1.10961322019945,1.82614340872153,0.0906163132631313
10000,0.8,1,1,100,15,3,9000002,1.0138470883881,1.99758248377531,0.088949914331463,0.979878971284744,2.19189702852248,0.0817077362119093,1.00195133865608,2.06215721960739,0.0832343836399986,0.98256409804149,2.14447483688611,0.0800479253643545
10000,0.8,0,1,100,15,3,9000002,1.0138470883881,1.99758248377531,0.088949914331463,0.979878971284744,2.19189702852248,0.0817077362119093,1.87131431786932,0.212293981293437,-4.44526282811352,1.0546445414434,1.89621398470125,0.0787101987519346
10000,0.8,1,0,100,15,3,9000002,1.0138470883881,1.99758248377531,0.088949914331463,0.979878971284744,2.19189702852248,0.0817077362119093,1.00195133865608,2.06215721960739,0.0832343836399986,0.982030097400458,2.15593023410058,0.0795449797152917
10000,0.8,0,0,100,15,3,9000002,1.0138470883881,1.99758248377531,0.088949914331463,0.979878971284744,2.19189702852248,0.0817077362119093,1.87131431786932,0.212293981293437,-4.44526282811352,1.04496401710133,1.95888046642069,0.0766711541038457
10000,0.8,1,1,100,15,3,9000003,0.993395330413297,2.04386584062118,0.0969556952078399,1.01913564859999,1.56432440435482,0.111438870312669,1.00281570246487,2.04822420994609,0.10642283725832,0.996250927997756,1.91702866221605,0.11215109216253
10000,0.8,0,1,100,15,3,9000003,0.993395330413297,2.04386584062118,0.0969556952078399,1.01913564859999,1.56432440435482,0.111438870312669,1.05928035260317,0.507147370688243,0.176929910309077,1.08324498518772,1.60141599911748,0.110563514554572
10000,0.8,1,0,100,15,3,9000003,0.993395330413297,2.04386584062118,0.0969556952078399,1.01913564859999,1.56432440435482,0.111438870312669,1.00281570246487,2.04822420994609,0.10642283725832,0.996119486559141,1.93807480938686,0.112080174062098
