"n","q","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
1000,0.6,1,1,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360341823,1.03800122894106,1.72847464418881,0.115865107405325,0.976781947820413,2.03765056081261,0.111215145916363,1.03369518073475,1.75883721577286,0.115471386966393
10000,0.6,1,1,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439360832,0.988908499301952,1.922704873969,0.0899134355738046,0.981064605285314,2.04965315332795,0.095653549560232,0.985268801627411,1.9516554837117,0.0894704252163637
1000,0.8,1,1,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360342101,1.03507760285294,1.95749530479148,0.107735072963043,1.03114520728025,1.81737836658982,0.155237029896485,1.04396928449921,1.92210416135129,0.107173103636245
10000,0.8,1,1,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439286623,0.991058161468445,1.75021723159647,0.0949957842765511,0.977345654620625,2.08995404425827,0.103445082439699,0.962609098274694,2.04744183558654,0.0916537394223629
1000,0.6,0,1,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360341823,1.03800122894106,1.72847464418881,0.115865107405325,0.983046800925991,2.00270729327169,0.109296181517917,1.03451679849138,1.7540019898611,0.115480891310154
10000,0.6,0,1,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439360832,0.988908499301952,1.922704873969,0.0899134355738046,0.997629222489209,1.95905752295575,0.0905394859917373,0.988293966014294,1.93274901065203,0.0895855546902423
1000,0.8,0,1,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360342101,1.03507760285294,1.95749530479148,0.107735072963043,1.02748595073182,1.84800981892703,0.156333967887349,1.04215679967175,1.94454673731277,0.107060668348752
10000,0.8,0,1,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439286623,0.991058161468445,1.75021723159647,0.0949957842765511,1.00304865769106,1.90371823580806,0.0991991379430254,0.975264340178602,1.90609442833824,0.0918529516319596
1000,0.6,1,0,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360341823,1.03800122894106,1.72847464418881,0.115865107405325,0.976781947820413,2.03765056081261,0.111215145916363,1.03416732534939,1.76213438069688,0.115616692697306
10000,0.6,1,0,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439360832,0.988908499301952,1.922704873969,0.0899134355738046,0.981064605285314,2.04965315332795,0.095653549560232,0.985401186256233,1.95581801034475,0.0893228699851544
1000,0.8,1,0,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360342101,1.03507760285294,1.95749530479148,0.107735072963043,1.03114520728025,1.81737836658982,0.155237029896485,1.04511517850829,1.9202838274755,0.107243337843572
10000,0.8,1,0,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439286623,0.991058161468445,1.75021723159647,0.0949957842765511,0.977345654620625,2.08995404425827,0.103445082439699,0.962474898013513,2.05434639048103,0.0912917180908612
1000,0.6,0,0,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360341823,1.03800122894106,1.72847464418881,0.115865107405325,0.983046800925991,2.00270729327169,0.109296181517917,1.03497344104408,1.75699725947716,0.115616756267999
10000,0.6,0,0,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439360832,0.988908499301952,1.922704873969,0.0899134355738046,0.997629222489209,1.95905752295575,0.0905394859917373,0.988384890488183,1.93609898643788,0.0894543629728067
1000,0.8,0,0,100,15,3,1,1.00674952853905,1.92999527997911,0.143291360342101,1.03507760285294,1.95749530479148,0.107735072963043,1.02748595073182,1.84800981892703,0.156333967887349,1.04332834409333,1.94275274643749,0.107128894973591
10000,0.8,0,0,100,15,3,1,0.981689409655214,2.00784976437431,0.0905919439286623,0.991058161468445,1.75021723159647,0.0949957842765511,1.00304865769106,1.90371823580806,0.0991991379430254,0.975049646167935,1.91305755262929,0.091545877471409
1000,0.6,1,1,100,15,3,2,0.966959137789909,2.04578413206489,0.123756093730297,1.01194982942649,1.9506480378519,0.15441369730947,0.960919034504378,2.07347746411174,0.134102432425266,1.01003254939711,1.96296407501997,0.155411349860918
10000,0.6,1,1,100,15,3,2,1.00041146470097,2.03100070803498,0.090682172932441,0.967287502081948,2.2114684872393,0.0689745938538969,0.988784600740104,2.0783442821984,0.0866512952742031,0.969632703948708,2.20562171376047,0.0686109345570729
