"n","q","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
1000,0.6,1,1,100,15,3,2000001,0.989951976718762,2.04441238143765,0.0477105494102976,0.957686782017169,2.32391841219598,0.0499555809718312,0.991974839235674,2.07649314978543,0.0793736692808855,0.961487537358258,2.30200294679861,0.0502412498914399
10000,0.6,1,1,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217157413,0.981582389152778,2.07387112453939,0.143901142421017,0.979978620656775,2.06421740786421,0.127814138797559,0.98071106530429,2.08225710097994,0.144181972517324
1000,0.8,1,1,100,15,3,2000001,0.989951976718762,2.04441238143765,0.047710549410287,0.899633687101263,1.98573933847794,0.00921970040489831,0.940440586205993,2.11755562680467,-0.00516183286168679,0.89160444599271,1.99137974134774,0.00952751098666678
10000,0.8,1,1,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217158253,0.950233650573984,2.11438918604771,0.145455768026378,0.968784374362433,2.0132937303072,0.100694768728062,0.952340974971311,2.04937846945502,0.147387943315443
1000,0.6,0,1,100,15,3,2000001,0.989951976718762,2.04441238143765,0.0477105494102976,0.957686782017169,2.32391841219598,0.0499555809718312,0.995227531921924,2.05831300230484,0.0783468237603714,0.961582343457591,2.30123015576872,0.0502512855970601
10000,0.6,0,1,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217157413,0.981582389152778,2.07387112453939,0.143901142421017,0.990308899869138,2.00710526736622,0.124854858405653,0.981965197760676,2.07422410435616,0.144227002153107
1000,0.8,0,1,100,15,3,2000001,0.989951976718762,2.04441238143765,0.047710549410287,0.899633687101263,1.98573933847794,0.00921970040489831,0.937465192735023,2.13928416607505,-0.00486947834157267,0.890299090891942,2.00556135152459,0.00948082770789426
10000,0.8,0,1,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217158253,0.950233650573984,2.11438918604771,0.145455768026378,0.976718460281376,1.95374352472894,0.0995159882781243,0.956478611565458,2.00496008486317,0.147514826830908
1000,0.6,1,0,100,15,3,2000001,0.989951976718762,2.04441238143765,0.0477105494102976,0.957686782017169,2.32391841219598,0.0499555809718312,0.991974839235674,2.07649314978543,0.0793736692808855,0.96156163202616,2.30184469558249,0.0502537143577526
10000,0.6,1,0,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217157413,0.981582389152778,2.07387112453939,0.143901142421017,0.979978620656775,2.06421740786421,0.127814138797559,0.980652376152333,2.08452278376543,0.144337311771034
1000,0.8,1,0,100,15,3,2000001,0.989951976718762,2.04441238143765,0.047710549410287,0.899633687101263,1.98573933847794,0.00921970040489831,0.940440586205993,2.11755562680467,-0.00516183286168679,0.891646911172623,1.99751513423284,0.0089453027547813
10000,0.8,1,0,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217158253,0.950233650573984,2.11438918604771,0.145455768026378,0.968784374362433,2.0132937303072,0.100694768728062,0.951343631619515,2.0605899269871,0.147380417984499
1000,0.6,0,0,100,15,3,2000001,0.989951976718762,2.04441238143765,0.0477105494102976,0.957686782017169,2.32391841219598,0.0499555809718312,0.995227531921924,2.05831300230484,0.0783468237603714,0.961650010840702,2.30104319242838,0.0502654179095412
10000,0.6,0,0,100,15,3,2000001,0.980134846129479,2.01320281172047,0.100949217157413,0.981582389152778,2.07387112453939,0.143901142421017,0.990308899869138,2.00710526736622,0.124854858405653,0.981879973672086,2.07599857801316,0.144391215149494
