"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
8000,0.1,10,1,0.5,1,2,40,40,5,5000001,1.06954162243427,9.94606929025719,1.94622456761411,-0.00064796342977053,1.05680047878223,9.97752897460266,1.95412906735287,0.00802977260215077,1.05312453047612,9.98060776173031,1.95946565879459,0.00832622291459484,1.05675848084907,9.97759927033323,1.95416390033921,0.00803070665906616
8000,0.2,10,1,0.5,1,2,40,40,5,5000001,1.03662185880467,9.9705523667314,1.99359534845843,0.00685811701337945,1.05444445240437,9.94750257492219,1.97788506343493,0.0103283783572456,1.04877005366845,9.94932028084074,1.98572953828765,0.0160973518381032,1.05410327290884,9.94827393717323,1.97806181987637,0.0103154891933019
8000,0.3,10,1,0.5,1,2,40,40,5,5000001,1.00508710151007,10.0161422158483,2.00922725164439,0.0101714580294151,1.05514147473222,9.909572462149,1.98131595940099,0.0207305965116256,1.02906989482987,9.96801779531394,1.99670140693416,0.0182886318312551,1.05418370151755,9.91210122631347,1.98168314669086,0.0208167429464019
8000,0.4,10,1,0.5,1,2,40,40,5,5000001,1.01154185987986,10.0362753453695,1.97575940544556,0.0111320852626897,1.02441495448435,10.0275652580834,1.95044540339202,-0.00188866229613264,0.992304500552331,10.0986337739638,1.97490772029812,0.00322219922420149,1.02299045321552,10.0308328569438,1.95126958997106,-0.00172085050573792
8000,0.5,10,1,0.5,1,2,40,40,5,5000001,1.01928300019923,9.99904637719903,1.99741221957257,0.0120311376990719,0.975841049840326,10.1170206583267,2.01554433347875,0.0160011531838568,0.987583291511383,10.0974487549722,2.00865286712774,0.00888617369307409,0.976062919661449,10.1165045826092,2.01529454747628,0.0158652607277019
8000,0.6,10,1,0.5,1,2,40,40,5,5000001,1.0589082605932,9.93460791486442,1.9796323143224,0.0119708833678025,0.992876526683092,10.0382305457479,2.00612788721373,-0.0119294589494897,1.01904138990712,10.0283513489369,1.97819762132659,1.38206528568853e-05,0.991323585492752,10.0428978553409,2.00672792306595,-0.0120202696936544
8000,0.65,10,1,0.5,1,2,40,40,5,5000001,0.962691297729991,10.0542565289229,2.05320828399985,0.00828894206170583,0.997296575719169,10.0263671477429,2.01410386033782,0.0233462880103042,1.01348076556151,10.0017413457699,1.99152355435564,0.0345663716958023,0.995838633449799,10.0302922219676,2.01483503361799,0.0230822306658203
8000,0.7,10,1,0.5,1,2,40,40,5,5000001,1.00619710201889,9.99028320907434,2.03113148843717,0.00997179575476853,1.0253111249534,9.84291640622529,2.07885464491065,0.0284765131236978,1.07982857998139,9.90387748308134,1.94146784202616,0.0346465804442521,1.01783790468669,9.87081369270705,2.08054631561366,0.0289122819404489
8000,0.75,10,1,0.5,1,2,40,40,5,5000001,0.985410126111417,10.0444285337068,2.02127931132096,0.0110950325050181,0.967179755003673,10.021516247566,2.05270153756672,0.0199153411082525,0.926897295781222,10.2006802745276,2.0787341022146,0.0274809436906746,0.956985446993225,10.0578712180014,2.05728180944196,0.0201096843103264
8000,0.8,10,1,0.5,1,2,40,40,5,5000001,1.00036342235918,10.0277246116673,2.01078173465788,0.00681289116258626,1.07478897431796,9.90820527932747,1.96056769742652,0.0170985797756839,1.13252356630821,9.87438085429531,1.85684098653449,0.0320504284661364,1.06238460282158,9.96078827057075,1.96231545917564,0.0157085346062822
