"n","q","x.shape","c.shape","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
10000,0.4,1,1,100,15,3,4000001,0.996472358933973,2.00640570923013,0.0977440609763834,1.0170324764767,1.98220294011183,0.0973645924111063,1.00688900552196,1.9885451919744,0.108709074430905,1.01836501750111,1.98335856449676,0.0970408606611836
10000,0.8,1,1,100,15,3,4000001,0.996472358933973,2.00640570923013,0.0977440609763739,1.01684948504058,2.00057962397738,0.0641171212023596,1.0011804017884,1.94342848981405,0.0993093003909545,1.02361890371974,2.02866203669885,0.0609526887121971
10000,0.4,2,1,100,15,3,4000001,1.03083336637656,1.96354145633402,0.0754847377418243,1.03459958524923,1.97515906247662,0.0968769889229713,1.18790604963151,1.71774735256152,0.0832920881441029,1.03332694939686,1.97621067310724,0.0971708200276435
10000,0.8,2,1,100,15,3,4000001,1.03083336637656,1.96354145633402,0.0754847377418258,1.05714319736897,1.9233434727533,0.0390335372369723,-52.0032731902136,113.679602802647,-39.628757515974,1.05290393446294,1.91794456704995,0.0412345479288572
10000,0.4,1,2,100,15,3,4000001,0.983976530987952,2.00819494662755,0.0786233742010292,0.97119104053929,2.02455012591883,0.0772722526114372,0.984644965224335,1.99401957423134,0.0774150599736933,0.97096311896413,2.02668018591558,0.0774207387541527
10000,0.8,1,2,100,15,3,4000001,0.983976530987952,2.00819494662755,0.0786233742010288,0.948340332313764,2.0914621843298,0.0827533336239816,0.977882649797352,2.00556567260357,0.0584443797587511,0.952998927948513,2.0713149585048,0.0810568303991978
10000,0.4,2,2,100,15,3,4000001,1.02771225073027,1.96666078481506,0.0993120082280459,1.02514721753268,1.98221583202717,0.11741197935013,1.22047823593559,1.64145805875468,0.110867405010498,1.02554770414691,1.98149916145176,0.117550876440624
10000,0.8,2,2,100,15,3,4000001,1.02771225073027,1.96666078481506,0.0993120082295057,1.06308423861466,1.97594869122519,0.0954181190551599,4.10473179385307,-2.90116113220458,-4.06875058228983,1.03587743301879,2.04190444537782,0.0968075378503463
10000,0.4,1,1,100,15,3,4000002,1.01547193941848,1.99022474383395,0.106675961052539,1.03197074714793,1.97960454932969,0.0964023570225317,1.02280680182721,1.97533600754691,0.105060274422935,1.03326272224185,1.98014692214263,0.0963384044893315
10000,0.8,1,1,100,15,3,4000002,1.01547193941848,1.99022474383395,0.106675961052539,1.09449808094068,1.69220576987684,0.112984618563319,1.03436165623541,1.92200831080511,0.12233051412672,1.07936149526208,1.82661259274789,0.110086661276135
10000,0.4,2,1,100,15,3,4000002,1.01171838989715,1.99581698487782,0.106750277044989,1.0255797171688,1.98408842735248,0.115424078705086,1.1580597024063,1.76938175751589,0.109394693384255,1.02546164289513,1.9839254801873,0.11558464219125
10000,0.8,2,1,100,15,3,4000002,1.01171838989715,1.99581698487782,0.106750277045991,1.03556200653375,2.00053020792344,0.144275591952973,-166.120353947948,294.583907444156,-7.98822212242843,1.03447138955031,1.9854482388702,0.147262711364269
10000,0.4,1,2,100,15,3,4000002,1.02325343034167,1.98373573328337,0.105687937809848,1.01827095995892,1.97711603295408,0.0950537035584209,1.01995337600882,1.9882947445282,0.0900730470081186,1.01845339666069,1.97870444930456,0.0951025276358833
10000,0.8,1,2,100,15,3,4000002,1.02325343034167,1.98373573328337,0.105687937810018,1.00718134707475,2.14949295714091,0.0660157890035263,1.03078236611554,1.98613027072379,0.0843836262696197,1.0088187048342,2.166712375937,0.0640116271186136
10000,0.4,2,2,100,15,3,4000002,1.00464058533442,2.0054022864286,0.103938660709592,0.998801843702934,2.0021776984277,0.115807863799166,1.17925665861529,1.70677715674509,0.112456183307749,0.999598553967957,2.00089128386581,0.11590684269396
10000,0.8,2,2,100,15,3,4000002,1.00464058533442,2.0054022864286,0.103938660709592,1.03163689157209,1.92761338923307,0.0959498287739546,0.192144798054929,4.34735804312027,-18.4859326301993,1.03960807659011,1.89635079630858,0.0977163807807535
10000,0.4,1,1,100,15,3,4000003,1.00274567786848,1.99771261777246,0.0912022398211746,0.994416594079309,2.00604541228032,0.0915680732638312,1.00390020433988,1.99247525227248,0.0869084665750638,0.99545197307162,2.00639227333593,0.0915227163597716
10000,0.8,1,1,100,15,3,4000003,1.00274567786848,1.99771261777246,0.0912022398251617,1.00308716085252,1.9515853601388,0.140539583908805,1.01778388751875,1.9420869134497,0.11647972492535,1.00231933609217,1.96516903234322,0.143308443425946
10000,0.4,2,1,100,15,3,4000003,1.00147713121808,1.99214016080743,0.110668159033327,1.00009522238743,2.00602346468398,0.117577571680007,1.1578885695745,1.74869529980246,0.105997767395878,1.00027413933396,2.00547454888052,0.117778155417798
10000,0.8,2,1,100,15,3,4000003,1.00147713121808,1.99214016080743,0.110668159041841,0.968354025414543,2.05749662829089,0.104446796940083,1.36290277740951,1.15108315995034,0.150944978194553,0.963914135970233,2.05064534276132,0.10660771990012
10000,0.4,1,2,100,15,3,4000003,1.01248680256841,1.98257499279396,0.110297398860542,0.984007707963488,2.0343654027443,0.109292127291754,1.00662791119336,1.98660409092353,0.104078243698674,0.984012087859692,2.03552764077115,0.109381098940283
10000,0.8,1,2,100,15,3,4000003,1.01248680256841,1.98257499279396,0.110297398852812,0.952579072304874,2.22739670360314,0.119355231294378,1.01216132693808,2.00002021051872,0.114046296221094,0.970823818763798,2.10404459533615,0.12010786075469
10000,0.4,2,2,100,15,3,4000003,0.995215365833174,2.00776256791804,0.091358464459008,1.02162951610923,1.98459802173351,0.0929863644436763,1.20887269885895,1.65954482842863,0.0925496904398561,1.0219156021432,1.98415786066957,0.0930804089661398
