"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","x.correct","c.correct","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4","Vor1","Vor2","Vor3","Vor4","Vcc1","Vcc2","Vcc3","Vcc4","Vml1","Vml2","Vml3","Vml4","Vsp1","Vsp2","Vsp3","Vsp4"
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,4000001,1.02272629626316,9.9876268347123,1.98832235775378,0.0261431146254878,1.06169148585945,9.95581852152262,1.97926190759362,0.0576543113756281,1.10099199514454,9.87321120050965,1.88766546508561,0.0717624524060987,1.05829301699986,9.96952889206887,1.97936470362413,0.0581227860430414,0.0342408654442303,0.050302326093284,0.0248415725192174,0.00769667948849811,0.0710924575898969,0.170512175572626,0.0599997508242885,0.0169384364204988,0.0430504957264274,0.0672883218684406,0.0372159564692539,0.0136574853304992,0.0706969988901681,0.168545789723298,0.0598812459485499,0.0169224196141181
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,4000001,1.02272629626316,9.9876268347123,1.98832235775378,0.0261431146254878,1.06169148585945,9.95581852152262,1.97926190759362,0.0576543113756281,1.95854313914868,8.25872413387518,0.936399031121886,0.276903524794379,1.0645980542504,9.92417162873569,1.98508866652615,0.0576443427147065,0.0342408654442303,0.050302326093284,0.0248415725192174,0.00769667948849811,0.0710924575898969,0.170512175572626,0.0599997508242885,0.0169384364204988,0.035728856328883,0.0514443637797531,0.0312278764473532,0.0117641050830868,0.0707399039858653,0.168981225704089,0.0598877682798717,0.0169314241076438
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,4000001,1.02272629626316,9.9876268347123,1.98832235775378,0.0261431146254878,1.06169148585945,9.95581852152262,1.97926190759362,0.0576543113756281,1.10099199514454,9.87321120050965,1.88766546508561,0.0717624524060987,1.0583618403058,9.96969192371503,1.97983538070541,0.0581349874590196,0.0342408654442303,0.050302326093284,0.0248415725192174,0.00769667948849811,0.0710924575898969,0.170512175572626,0.0599997508242885,0.0169384364204988,0.0430504957264274,0.0672883218684406,0.0372159564692539,0.0136574853304992,0.0707179723476692,0.1686380701845,0.0598914791000519,0.016923768595782
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,4000001,1.02272629626316,9.9876268347123,1.98832235775378,0.0261431146254878,1.06169148585945,9.95581852152262,1.97926190759362,0.0576543113756281,1.95854313914868,8.25872413387518,0.936399031121886,0.276903524794379,1.06541163122774,9.92163198669113,1.98545413061103,0.0576746836896956,0.0342408654442303,0.050302326093284,0.0248415725192174,0.00769667948849811,0.0710924575898969,0.170512175572626,0.0599997508242885,0.0169384364204988,0.035728856328883,0.0514443637797531,0.0312278764473532,0.0117641050830868,0.0707406505093846,0.168994762881941,0.0598872909644243,0.0169316955010561
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,4000002,1.00161887870806,9.98862171314015,2.00831827820375,0.015224003976134,1.04324208009439,9.86893117889566,2.01682846663207,-0.0130975920620043,1.00385842514658,10.0428588585882,2.01932984603565,0.0174435756085705,1.01621759899498,9.95931375776515,2.03013545071015,-0.0108746673914871,0.0356036465007331,0.0507150293340091,0.0256030001874,0.00776871911329246,0.070402194230122,0.164390054928147,0.0598857927976901,0.0176125739664517,0.0457166983179394,0.0698745605775504,0.0389983266796542,0.0140860293875429,0.0701071240877464,0.162518201026766,0.0598443468557428,0.0175934898880181
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,4000002,1.00161887870806,9.98862171314015,2.00831827820375,0.015224003976134,1.04324208009439,9.86893117889566,2.01682846663207,-0.0130975920620043,2.02430843294878,8.19574897234132,0.907843424553132,0.244173279668905,1.02900541370092,9.89621387200188,2.02898618635351,-0.0120786840129935,0.0356036465007331,0.0507150293340091,0.0256030001874,0.00776871911329246,0.070402194230122,0.164390054928147,0.0598857927976901,0.0176125739664517,0.037558371436491,0.0534639115986931,0.0318712617927593,0.0121755428136822,0.0701668466974103,0.163164182970659,0.0598419922279973,0.0176070842544723
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,4000002,1.00161887870806,9.98862171314015,2.00831827820375,0.015224003976134,1.04324208009439,9.86893117889566,2.01682846663207,-0.0130975920620043,1.00385842514658,10.0428588585882,2.01932984603565,0.0174435756085705,1.01634182521812,9.95841176622804,2.02951669986856,-0.0107195429529432,0.0356036465007331,0.0507150293340091,0.0256030001874,0.00776871911329246,0.070402194230122,0.164390054928147,0.0598857927976901,0.0176125739664517,0.0457166983179394,0.0698745605775504,0.0389983266796542,0.0140860293875429,0.0701308273240178,0.162622513886564,0.0598528873069744,0.0175954753010442
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,4000002,1.00161887870806,9.98862171314015,2.00831827820375,0.015224003976134,1.04324208009439,9.86893117889566,2.01682846663207,-0.0130975920620043,2.02430843294878,8.19574897234132,0.907843424553132,0.244173279668905,1.03045294794564,9.89220443244541,2.02897422598275,-0.0120928940304809,0.0356036465007331,0.0507150293340091,0.0256030001874,0.00776871911329246,0.070402194230122,0.164390054928147,0.0598857927976901,0.0176125739664517,0.037558371436491,0.0534639115986931,0.0318712617927593,0.0121755428136822,0.0701649952011146,0.163175673870678,0.0598419017715736,0.017607178501882
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,4000003,1.00841055173133,9.98729113045333,2.0304116139721,-0.00450777879324215,0.95042471921848,10.1449249101393,2.04576521965941,0.000961009207369468,1.04633296654503,9.87843410962384,1.98449415715501,0.0021327190899016,0.959470459058003,10.1137500607619,2.03964165822271,0.00321593907938299,0.0366521032103127,0.0519806225588214,0.0258332723780744,0.00789125402493355,0.0763468514935219,0.174504460212343,0.0625476645105677,0.0173540754416797,0.0487273399560414,0.0728133996704074,0.0410448284130566,0.014120935239591,0.0759753037151004,0.172584458870326,0.0624691472305639,0.0173327115415444
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,4000003,1.00841055173133,9.98729113045333,2.0304116139721,-0.00450777879324215,0.95042471921848,10.1449249101393,2.04576521965941,0.000961009207369468,2.07551268105355,7.94148840343999,0.87736761162445,0.245833974435506,0.956713031808126,10.0956207433504,2.05077910683815,0.00184808590849595,0.0366521032103127,0.0519806225588214,0.0258332723780744,0.00789125402493355,0.0763468514935219,0.174504460212343,0.0625476645105677,0.0173540754416797,0.0371104217358676,0.0505499862240038,0.032479296495983,0.0112792345990921,0.0760423718123232,0.173414752848171,0.0624126159631982,0.0173471321122481
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,4000003,1.00841055173133,9.98729113045333,2.0304116139721,-0.00450777879324215,0.95042471921848,10.1449249101393,2.04576521965941,0.000961009207369468,1.04633296654503,9.87843410962384,1.98449415715501,0.0021327190899016,0.959492991752354,10.1138070294414,2.04023677979223,0.00327365930985131,0.0366521032103127,0.0519806225588214,0.0258332723780744,0.00789125402493355,0.0763468514935219,0.174504460212343,0.0625476645105677,0.0173540754416797,0.0487273399560414,0.0728133996704074,0.0410448284130566,0.014120935239591,0.0759906957467065,0.172654260597975,0.0624737935148698,0.0173341067868139
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,4000003,1.00841055173133,9.98729113045333,2.0304116139721,-0.00450777879324215,0.95042471921848,10.1449249101393,2.04576521965941,0.000961009207369468,2.07551268105355,7.94148840343999,0.87736761162445,0.245833974435506,0.957681060224498,10.092567291148,2.05126922991674,0.00183879465606424,0.0366521032103127,0.0519806225588214,0.0258332723780744,0.00789125402493355,0.0763468514935219,0.174504460212343,0.0625476645105677,0.0173540754416797,0.0371104217358676,0.0505499862240038,0.032479296495983,0.0112792345990921,0.0760441813474079,0.173432749369935,0.0624098700785839,0.0173472296262045
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,4000004,0.960893070647451,10.0366184117854,2.03814963532043,-0.0162067478089851,0.946805406731331,10.0509170012245,2.0506230156899,-0.0439374228748338,0.871645224930773,10.2187220807224,2.09827584355628,-0.0197815771301693,0.93335509836518,10.0989517884506,2.05652063227054,-0.0436486504848667,0.0359307768291586,0.0518009037888276,0.0260928893831372,0.00802959601617831,0.0743326508958641,0.172901409013755,0.0631244700998854,0.0179391104886287,0.0471100341181714,0.0723284360045573,0.0407130369434075,0.0147083802320066,0.0740552893367387,0.171298059031327,0.0630740323221016,0.0179280912518325
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,4000004,0.960893070647451,10.0366184117854,2.03814963532043,-0.0162067478089851,0.946805406731331,10.0509170012245,2.0506230156899,-0.0439374228748338,1.9315165457406,8.22857794881804,0.931138142883998,0.214218909192265,0.949078177923555,10.0255663113795,2.05499566217532,-0.0438050030321122,0.0359307768291586,0.0518009037888276,0.0260928893831372,0.00802959601617831,0.0743326508958641,0.172901409013755,0.0631244700998854,0.0179391104886287,0.037831825474301,0.0530301891378172,0.033412268887401,0.0124912691897432,0.0740363774211319,0.171614671908678,0.0630243331967588,0.0179354214712018
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,4000004,0.960893070647451,10.0366184117854,2.03814963532043,-0.0162067478089851,0.946805406731331,10.0509170012245,2.0506230156899,-0.0439374228748338,0.871645224930773,10.2187220807224,2.09827584355628,-0.0197815771301693,0.934188647304133,10.0978397450267,2.05579976487661,-0.0437328630746797,0.0359307768291586,0.0518009037888276,0.0260928893831372,0.00802959601617831,0.0743326508958641,0.172901409013755,0.0631244700998854,0.0179391104886287,0.0471100341181714,0.0723284360045573,0.0407130369434075,0.0147083802320066,0.0740684695627172,0.171363523334531,0.0630799957189515,0.0179289592047522
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,4000004,0.960893070647451,10.0366184117854,2.03814963532043,-0.0162067478089851,0.946805406731331,10.0509170012245,2.0506230156899,-0.0439374228748338,1.9315165457406,8.22857794881804,0.931138142883998,0.214218909192265,0.950046780422862,10.0231197123368,2.05529085341856,-0.0439031112298702,0.0359307768291586,0.0518009037888276,0.0260928893831372,0.00802959601617831,0.0743326508958641,0.172901409013755,0.0631244700998854,0.0179391104886287,0.037831825474301,0.0530301891378172,0.033412268887401,0.0124912691897432,0.0740354916186193,0.171622850437813,0.0630224597085578,0.0179354988411598
