"n","q","x.shape","c.shape","mx","mc","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,21,21,7000001,0.995226733220632,1.98916888264484,0.988031193145653,2.03180973500687,0.993571308813628,1.96871049828218,0.987544989726577,2.04743476523445
10000,0.8,1,1,21,21,7000001,0.995226733220632,1.98916888264484,1.01349335560617,1.91472043626119,0.982494521210385,1.87659809437376,1.04380003162701,1.87912053463341
10000,0.4,4,1,21,21,7000001,1.00267515212886,1.9455119867503,1.00256419036091,2.00125469037677,1.08139518570363,1.48805627618524,1.00218230377862,2.00294722574905
10000,0.8,4,1,21,21,7000001,1.00267515212886,1.9455119867503,0.986739296318796,2.03483930068357,1.11129249257519,1.3185931574251,1.0187689063128,1.8169157433033
10000,0.4,1,4,21,21,7000001,0.983092200764412,2.07580441831967,0.953713202557206,2.38368141787361,0.992683958044692,2.0336802327188,0.953158578209688,2.39582107142528
10000,0.8,1,4,21,21,7000001,0.983092200764412,2.07580441831967,0.939123060697182,2.38909165248124,0.980694714414032,2.0040243446802,0.930313014126906,2.14538876161107
10000,0.4,4,4,21,21,7000001,0.978690602330708,2.03441577280705,0.972030801842064,2.03789421094902,1.05062766957702,1.52577514135394,0.97388669731715,2.0293497402481
10000,0.8,4,4,21,21,7000001,0.978690602330708,2.03441577280705,1.00548520139408,1.79627960779722,1.07393675708572,1.36693751273985,1.03307341425861,1.58256385230504
10000,0.4,1,1,31,31,7000001,0.995226733220632,1.98916888264484,0.988031193145653,2.03180973500687,0.994857794741581,1.98066276602033,0.987690613692951,2.03978681249749
10000,0.8,1,1,31,31,7000001,0.995226733220632,1.98916888264484,1.01349335560617,1.91472043626119,0.993177042910338,1.91454209043469,1.026705077152,1.92522994817464
10000,0.4,4,1,31,31,7000001,1.00267515212886,1.9455119867503,1.00256419036091,2.00125469037677,1.08107489522543,1.49255311204453,1.00271514649512,2.00040679456399
10000,0.8,4,1,31,31,7000001,1.00267515212886,1.9455119867503,0.986739296318796,2.03483930068357,1.1078607570987,1.33968548957308,1.0114677670606,1.86185742724493
10000,0.4,1,4,31,31,7000001,0.983092200764412,2.07580441831967,0.953713202557206,2.38368141787361,0.990556157320201,2.04854413494474,0.954508860828336,2.37805119871238
10000,0.8,1,4,31,31,7000001,0.983092200764412,2.07580441831967,0.939123060697182,2.38909165248124,0.993403299769436,2.02205111057574,0.925677610970472,2.15616273087632
10000,0.4,4,4,31,31,7000001,0.978690602330708,2.03441577280705,0.972030801842064,2.03789421094902,1.04849103136995,1.53603540392475,0.97377095065363,2.02856803056419
10000,0.8,4,4,31,31,7000001,0.978690602330708,2.03441577280705,1.00548520139408,1.79627960779722,1.07314679544808,1.37314614338018,1.03004962135686,1.60236242810501
10000,0.4,1,1,21,21,7000002,0.988886789254297,2.01435187747676,0.984219184034625,2.02805573965949,0.982891952211971,1.98604196409229,0.984112210516721,2.04246514389884
10000,0.8,1,1,21,21,7000002,0.988886789254297,2.01435187747676,0.951632269795883,2.55693443455598,0.96163904546471,1.92743197037045,1.0019854128395,2.04616841677264
10000,0.4,4,1,21,21,7000002,1.00561266149108,1.93839708085022,1.02081519433881,1.86693940930279,1.08197654800807,1.48246806938378,1.02023371663476,1.870748044441
10000,0.8,4,1,21,21,7000002,1.00561266149108,1.93839708085022,0.975129816234444,2.15710146287039,1.12657624369157,1.2487037092874,1.006821077634,1.91708040551609
10000,0.4,1,4,21,21,7000002,1.00086754449327,1.98863726477696,1.00009209618059,1.97183908997673,1.0035788432519,1.95057597322199,0.995955789275928,2.02980594654634
10000,0.8,1,4,21,21,7000002,1.00086754449327,1.98863726477696,0.970984894242795,3.47328969736461,NA,NA,1.06197624338332,1.95997645437053
10000,0.4,4,4,21,21,7000002,0.973250318382776,2.10584082420676,0.999319149724383,1.94327076703584,1.08108810193091,1.46015059230686,1.00006369499239,1.94053206041256
10000,0.8,4,4,21,21,7000002,0.973250318382776,2.10584082420676,0.981334331449627,2.22198964590655,1.11205729306451,1.26346593046543,1.05239273442216,1.68459829219334
10000,0.4,1,1,31,31,7000002,0.988886789254297,2.01435187747676,0.984219184034625,2.02805573965949,0.985363155185771,1.99745993939023,0.984199478473716,2.0359499453037
10000,0.8,1,1,31,31,7000002,0.988886789254297,2.01435187747676,0.951632269795883,2.55693443455598,0.976291071272999,1.96457281892643,0.980977397163536,2.13098045424484
10000,0.4,4,1,31,31,7000002,1.00561266149108,1.93839708085022,1.02081519433881,1.86693940930279,1.08070291353668,1.49141265863869,1.02085290185349,1.8671083545622
10000,0.8,4,1,31,31,7000002,1.00561266149108,1.93839708085022,0.975129816234444,2.15710146287039,1.12538908982619,1.25991594078771,1.00269089431721,1.95658931113301
10000,0.4,1,4,31,31,7000002,1.00086754449327,1.98863726477696,1.00009209618059,1.97183908997673,1.0009652432494,1.96905747904098,0.997923343023927,2.00464543928179
10000,0.8,1,4,31,31,7000002,1.00086754449327,1.98863726477696,0.970984894242795,3.47328969736461,10.3926336702198,-193.592501031948,1.0354656303122,2.0450678027066
10000,0.4,4,4,31,31,7000002,0.973250318382776,2.10584082420676,0.999319149724383,1.94327076703584,1.07936022651076,1.46796632417585,1.00041205280845,1.9373751346019
10000,0.8,4,4,31,31,7000002,0.973250318382776,2.10584082420676,0.981334331449627,2.22198964590655,1.11020146358806,1.27277450364172,1.04354110821644,1.74826336705453
10000,0.4,1,1,21,21,7000003,1.00497465423696,1.97534583025221,0.9843372325203,2.14627448707794,1.00634492221282,1.96217635751322,0.984640822517612,2.15558899226412
10000,0.8,1,1,21,21,7000003,1.00497465423696,1.97534583025221,0.978104635430665,1.97106458899375,0.98891343345184,1.927425232184,0.987453203518026,2.04109961649587
10000,0.4,4,1,21,21,7000003,0.983871709762649,2.06139708240389,1.00731584218343,1.92900385286014,1.06989181302404,1.55378340656102,1.00586428588085,1.93516392054335
10000,0.8,4,1,21,21,7000003,0.983871709762649,2.06139708240389,1.04135249361775,1.78934067303098,1.13395134780001,1.26811459575234,1.0626772501657,1.65207831342988
