"n","q","x.shape","c.shape","mx","mc","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,21,21,2000001,0.984936595446138,1.99740515559819,0.972755185588071,2.08789600477795,0.979865570671771,1.97940797851667,0.97227903403869,2.10344773446881
10000,0.8,1,1,21,21,2000001,0.984936595446138,1.99740515559819,0.963073717137719,2.4351039595684,0.941048163079564,1.97335575647523,1.02971320919235,2.02740396913564
10000,0.4,4,1,21,21,2000001,0.973414103664023,2.06719691018476,0.981735094597525,1.94042401108958,1.03323039224769,1.68471576745185,0.979579600871927,1.94958609424354
10000,0.8,4,1,21,21,2000001,0.973414103664023,2.06719691018476,1.06130043872314,1.78625452160946,1.16111192509548,1.17280390315841,1.08078041873,1.67011514008593
10000,0.4,1,4,21,21,2000001,0.974609557906072,2.06071419454934,0.996301488816077,1.88741832112354,0.970796655081544,2.0733333689536,0.987934259298382,1.99629938559071
10000,0.8,1,4,21,21,2000001,0.974609557906072,2.06071419454934,1.0234355290706,0.802276274020385,NA,NA,1.02136872210667,1.99554847887338
10000,0.4,4,4,21,21,2000001,0.993512983665507,2.03783113017505,0.995554348258982,2.0508197094567,1.07204745342221,1.53365593161193,0.996536280104402,2.04555639168465
10000,0.8,4,4,21,21,2000001,0.993512983665507,2.03783113017505,0.978824700399085,1.9914932555493,1.07130164894231,1.45315071263766,1.00457333923195,1.77372031025914
10000,0.4,1,1,31,31,2000001,0.984936595446138,1.99740515559819,0.972755185588071,2.08789600477795,0.983396966767339,1.99433134078333,0.972201970171767,2.09780671932575
10000,0.8,1,1,31,31,2000001,0.984936595446138,1.99740515559819,0.963073717137719,2.4351039595684,0.957465364101799,2.02483342374905,0.999133958934838,2.14495788917684
10000,0.4,4,1,31,31,2000001,0.973414103664023,2.06719691018476,0.981735094597525,1.94042401108958,1.03378272352561,1.68645862029579,0.980862783878197,1.94410577328596
10000,0.8,4,1,31,31,2000001,0.973414103664023,2.06719691018476,1.06130043872314,1.78625452160946,1.16113895601024,1.17905384620568,1.07624748053879,1.69388542762289
10000,0.4,1,4,31,31,2000001,0.974609557906072,2.06071419454934,0.996301488816077,1.88741832112354,0.966543072575066,2.10139102867382,0.990576370467965,1.96369431632435
10000,0.8,1,4,31,31,2000001,0.974609557906072,2.06071419454934,1.0234355290706,0.802276274020385,-10.6879273284695,221.395683634896,0.994883255300218,2.07215059214942
10000,0.4,4,4,31,31,2000001,0.993512983665507,2.03783113017505,0.995554348258982,2.0508197094567,1.0700475130438,1.54395576623581,0.996834536494532,2.04324992237848
10000,0.8,4,4,31,31,2000001,0.993512983665507,2.03783113017505,0.978824700399085,1.9914932555493,1.06875427300314,1.46592258392716,1.00187211461027,1.79791631324982
10000,0.4,1,1,21,21,2000002,1.00846450899298,1.98194370945532,1.00147136209824,1.93401295132309,1.00204171763345,1.96606527026499,1.00043602976137,1.95348832814202
