"n","q","x.shape","c.shape","mx","mc","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,21,21,9000001,1.00886470873099,2.01167675160925,0.9955383079603,2.13494734730422,0.995793187548777,2.02945127302604,0.995864080540166,2.14558296612739
10000,0.8,1,1,21,21,9000001,1.00886470873099,2.01167675160925,0.985335774532625,1.70576093406219,0.965003635959258,2.00772583129346,0.990402150138896,2.04363602219765
10000,0.4,4,1,21,21,9000001,1.01171688931826,2.00086909411969,1.02847500384956,1.93395621729247,1.10180812421612,1.50106778872391,1.02777175484787,1.93746236640872
10000,0.8,4,1,21,21,9000001,1.01171688931826,2.00086909411969,1.07062892583482,1.7780290172782,1.15570201298357,1.24384847314655,1.09903099866567,1.61099759765763
10000,0.4,1,4,21,21,9000001,1.00745694847674,2.02056990238226,1.0366649352654,1.81520679273626,1.02087283137941,1.93966657553496,1.03094730984235,1.88998111345809
10000,0.8,1,4,21,21,9000001,1.00745694847674,2.02056990238226,1.01864447745814,1.89185596599708,1.00651916349273,1.94008674175274,1.03322945076392,1.98671979759248
10000,0.4,4,4,21,21,9000001,1.02118565405004,1.91847864682847,0.985464529984476,2.14249283878238,1.1280618254294,1.30675628899194,0.985991964893895,2.135471917601
10000,0.8,4,4,21,21,9000001,1.02118565405004,1.91847864682847,0.98494506015694,2.3602093944324,1.13353921591088,1.2127081794929,1.07317919563447,1.6883665425648
10000,0.4,1,1,31,31,9000001,1.00886470873099,2.01167675160925,0.9955383079603,2.13494734730422,0.99757167492067,2.03861455404948,0.995822386753335,2.13975042811459
10000,0.8,1,1,31,31,9000001,1.00886470873099,2.01167675160925,0.985335774532625,1.70576093406219,0.974373753566442,2.04401064119702,0.975919560151504,2.06379995851917
10000,0.4,4,1,31,31,9000001,1.01171688931826,2.00086909411969,1.02847500384956,1.93395621729247,1.10051188644551,1.50953347580461,1.02843772216808,1.93398155072736
10000,0.8,4,1,31,31,9000001,1.01171688931826,2.00086909411969,1.07062892583482,1.7780290172782,1.15783204531094,1.24373075582391,1.0920144008176,1.64706538792357
10000,0.4,1,4,31,31,9000001,1.00745694847674,2.02056990238226,1.0366649352654,1.81520679273626,1.01831503447956,1.95738191199657,1.03284146973628,1.86532492850872
10000,0.8,1,4,31,31,9000001,1.00745694847674,2.02056990238226,1.01864447745814,1.89185596599708,1.01658312561423,1.94516396817552,1.0200221453677,1.99833448755682
10000,0.4,4,4,31,31,9000001,1.02118565405004,1.91847864682847,0.985464529984476,2.14249283878238,1.12827027759655,1.30823790251129,0.986614287373209,2.13264003848138
10000,0.8,4,4,31,31,9000001,1.02118565405004,1.91847864682847,0.98494506015694,2.3602093944324,1.13575260965173,1.2085995621674,1.05982356817282,1.78378646084404
10000,0.4,1,1,21,21,9000002,1.01319829536507,1.98825442380005,1.00814683701033,1.90637637625615,1.01283569655645,1.9400436315819,1.00696610032608,1.92822934582508
10000,0.8,1,1,21,21,9000002,1.01319829536507,1.98825442380005,1.00844610593765,2.01039287462105,0.996797972441469,1.89188669093682,1.03928428866801,1.94406066980904
10000,0.4,4,1,21,21,9000002,1.02039986074609,1.90889983841173,1.00915444284014,1.9561901732938,1.08015667125632,1.53920852778966,1.00843718488468,1.95954607707977
10000,0.8,4,1,21,21,9000002,1.02039986074609,1.90889983841173,0.987545811234645,2.11595887198003,1.13489914319218,1.28615722662649,1.01385754554788,1.92510954731921
10000,0.4,1,4,21,21,9000002,1.01989709499528,1.90884243862153,1.01602811956394,1.90695349713828,1.02389635691949,1.87887132804947,1.0123538684751,1.95722943868668
10000,0.8,1,4,21,21,9000002,1.01989709499528,1.90884243862153,1.03028070297109,2.18593248640052,1.0193718948052,1.8323609100034,1.07500463123366,1.84440516808485
10000,0.4,4,4,21,21,9000002,0.984154823201803,2.09811002372596,0.979032651568285,2.16383502454487,1.08411060938352,1.5045015856133,0.980099126371205,2.15640040260095
