"n","q","B2","s2","x.mean","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.42784556755176,1.00138462755143,0.211064727612383,-2.44012716409437,1.00290346189459,0.192772997919401,-2.43017167673309,1.00147457709863,0.211575372060837,-2.44010250818168
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.4278455675539,1.00643523617785,0.195863928900245,-2.46259541066683,1.00186736216487,0.189645550246861,-2.43418251767826,1.00670766926969,0.201893283127334,-2.46289712114219
10000,0.6,0.2,0.09,0.5,1.1,1.1,0,1,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.42784556755176,1.00138462755143,0.211064727612383,-2.44012716409437,1.00448806436411,0.181155073604243,-2.43339959482931,1.00167798026461,0.210587420909702,-2.44010610926308
10000,0.8,0.2,0.09,0.5,1.1,1.1,0,1,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.4278455675539,1.00643523617785,0.195863928900245,-2.46259541066683,1.00339855323811,0.173685875069083,-2.43707254179312,1.00777292704484,0.192377444139352,-2.46287724660949
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,0,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.42784556755176,1.00138462755143,0.211064727612383,-2.44012716409437,1.00290346189459,0.192772997919401,-2.43017167673309,1.00148870829497,0.212140104069979,-2.44009664606136
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,0,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.4278455675539,1.00643523617785,0.195863928900245,-2.46259541066683,1.00186736216487,0.189645550246861,-2.43418251767826,1.00675634967664,0.203332335770861,-2.46299904386766
10000,0.6,0.2,0.09,0.5,1.1,1.1,0,0,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.42784556755176,1.00138462755143,0.211064727612383,-2.44012716409437,1.00448806436411,0.181155073604243,-2.43339959482931,1.00171628912706,0.210977471924103,-2.44010009796784
10000,0.8,0.2,0.09,0.5,1.1,1.1,0,0,100,15,3,4000001,1.00466198049682,0.188394434230913,-2.4278455675539,1.00643523617785,0.195863928900245,-2.46259541066683,1.00339855323811,0.173685875069083,-2.43707254179312,1.00784149725291,0.193484617640448,-2.46297213360861
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,4000002,0.995233173701257,0.205021543947041,-2.4157103692368,0.9998878494921,0.21027762999742,-2.40344188063288,1.00064260639084,0.193536179828359,-2.40759516314421,1.00000756362776,0.210642557893338,-2.40337568518957
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,4000002,0.995233173701257,0.205021543947041,-2.41571036923671,0.992768273890287,0.297448650753601,-2.41151232490286,1.00164834448167,0.182398025139021,-2.40709672260564,0.999563110502556,0.247217333402042,-2.41146378444055
