"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","x.correct","c.correct","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4","Vor1","Vor2","Vor3","Vor4","Vcc1","Vcc2","Vcc3","Vcc4","Vml1","Vml2","Vml3","Vml4","Vsp1","Vsp2","Vsp3","Vsp4"
8000,0.4,10,1,0.5,1,2,1,1,40,40,5,6000001,0.999791017179175,10.0174013317554,1.97693630946951,-0.00685958511915517,0.936633325235754,10.0844356840005,2.04551287484257,-0.00524273380327197,0.973418936407504,10.0725216145894,1.98715018123668,-0.00911440298939994,0.93713793886385,10.083654194368,2.04500738516471,-0.00541277476505244,0.0357456512720727,0.0514338875110486,0.0258117446334005,0.00775194063469102,0.0473414578461234,0.0817187943445,0.0360355585970509,0.00979643406721654,0.0401324823429249,0.060627757465241,0.0306915134238623,0.00908039865563042,0.0473362964997837,0.0816960313536951,0.0360337473133355,0.00979611569094294
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,6000001,1.0522346663603,9.91718191868933,1.96091623810469,-0.00201664292994577,0.932492385531138,10.11671145258,2.05370039456398,-0.0073569824346706,1.00219047241811,9.98672671394545,2.00846619924696,-0.0299967946364052,0.932182761510017,10.120613102688,2.05016322284971,-0.00667808011461659,0.0358637755319688,0.0509788275424169,0.0257310167266278,0.00778807763079432,0.0758424970744751,0.177447291920578,0.0635394671144259,0.0167190916661645,0.0480125650103901,0.0730118738539045,0.0416988658542903,0.0142836523405748,0.0754577687078608,0.175502998902569,0.0634360841780336,0.0167097259854291
8000,0.4,10,1,0.5,1,2,0,1,40,40,5,6000001,0.999791017179175,10.0174013317554,1.97693630946951,-0.00685958511915517,0.936633325235754,10.0844356840005,2.04551287484257,-0.00524273380327197,1.2350709425654,9.63925883147393,1.7483650016351,0.00259463129884262,0.937543296592181,10.0824136427113,2.04502493478032,-0.00538086877914177,0.0357456512720727,0.0514338875110486,0.0258117446334005,0.00775194063469102,0.0473414578461234,0.0817187943445,0.0360355585970509,0.00979643406721654,0.0398483797973672,0.0599782221930903,0.0309646340278698,0.00909461307861435,0.0473344498868545,0.0816971383253995,0.0360318639403695,0.00979623533876322
8000,0.8,10,1,0.5,1,2,0,1,40,40,5,6000001,1.0522346663603,9.91718191868933,1.96091623810469,-0.00201664292994577,0.932492385531138,10.11671145258,2.05370039456398,-0.0073569824346706,2.05660767885212,7.98143166131425,0.871592875629697,0.241365306826151,0.933989152885216,10.0826874978151,2.0611289021835,-0.00692442167916801,0.0358637755319688,0.0509788275424169,0.0257310167266278,0.00778807763079432,0.0758424970744751,0.177447291920578,0.0635394671144259,0.0167190916661645,0.0369056779080022,0.0506039975041136,0.0329311876666117,0.0115077740909201,0.0755100174398653,0.176129374178561,0.0633954772483408,0.0167146172625237
8000,0.4,10,1,0.5,1,2,1,0,40,40,5,6000001,0.999791017179175,10.0174013317554,1.97693630946951,-0.00685958511915517,0.936633325235754,10.0844356840005,2.04551287484257,-0.00524273380327197,0.973418936407504,10.0725216145894,1.98715018123668,-0.00911440298939994,0.936728793684367,10.0849462278238,2.04523627033924,-0.00550873568870466,0.0357456512720727,0.0514338875110486,0.0258117446334005,0.00775194063469102,0.0473414578461234,0.0817187943445,0.0360355585970509,0.00979643406721654,0.0401324823429249,0.060627757465241,0.0306915134238623,0.00908039865563042,0.0473361523484522,0.081691049725527,0.0360347060028686,0.00979590241404836
8000,0.8,10,1,0.5,1,2,1,0,40,40,5,6000001,1.0522346663603,9.91718191868933,1.96091623810469,-0.00201664292994577,0.932492385531138,10.11671145258,2.05370039456398,-0.0073569824346706,1.00219047241811,9.98672671394545,2.00846619924696,-0.0299967946364052,0.931470223819489,10.1217663734479,2.05196950942704,-0.0068464521601645,0.0358637755319688,0.0509788275424169,0.0257310167266278,0.00778807763079432,0.0758424970744751,0.177447291920578,0.0635394671144259,0.0167190916661645,0.0480125650103901,0.0730118738539045,0.0416988658542903,0.0142836523405748,0.0754728839020081,0.175571361062086,0.0634402779287188,0.016710408980119
8000,0.4,10,1,0.5,1,2,0,0,40,40,5,6000001,0.999791017179175,10.0174013317554,1.97693630946951,-0.00685958511915517,0.936633325235754,10.0844356840005,2.04551287484257,-0.00524273380327197,1.2350709425654,9.63925883147393,1.7483650016351,0.00259463129884262,0.937008661375687,10.0836448219164,2.04544256624971,-0.00540361074387135,0.0357456512720727,0.0514338875110486,0.0258117446334005,0.00775194063469102,0.0473414578461234,0.0817187943445,0.0360355585970509,0.00979643406721654,0.0398483797973672,0.0599782221930903,0.0309646340278698,0.00909461307861435,0.047337150222525,0.0817010148390808,0.0360342924074002,0.0097961812440608
8000,0.8,10,1,0.5,1,2,0,0,40,40,5,6000001,1.0522346663603,9.91718191868933,1.96091623810469,-0.00201664292994577,0.932492385531138,10.11671145258,2.05370039456398,-0.0073569824346706,2.05660767885212,7.98143166131425,0.871592875629697,0.241365306826151,0.934615214606754,10.0800677877273,2.06217633436698,-0.00699730243244987,0.0358637755319688,0.0509788275424169,0.0257310167266278,0.00778807763079432,0.0758424970744751,0.177447291920578,0.0635394671144259,0.0167190916661645,0.0369056779080022,0.0506039975041136,0.0329311876666117,0.0115077740909201,0.0755111142042795,0.176141729730711,0.0633925071712288,0.0167146755658518
8000,0.4,10,1,0.5,1,2,1,1,40,40,5,6000002,1.04606592128928,9.92450977118451,1.96629572977624,-0.0163195701267351,1.05947478712914,9.88754271318607,1.94725543293547,0.00111300015800541,1.04317031687419,9.91867950926303,1.9783795663333,0.0011059022891282,1.05889073321622,9.88848595962686,1.94760648709149,0.00172338767517643,0.0363735704687544,0.0517943793222214,0.0261793988125946,0.00796090768511655,0.047101691847495,0.0813285065691236,0.0354095641257892,0.0101431151246555,0.0397607865901475,0.0590089516170062,0.0302868199372168,0.00921655330922381,0.0470930533853343,0.0812863111831787,0.0354078768255579,0.0101416493815867
8000,0.8,10,1,0.5,1,2,1,1,40,40,5,6000002,0.998421342195241,10.0038790549343,1.98222190728801,-0.00884537725761526,0.995462466883431,9.9733960636197,1.96137982218707,-0.00825476565388598,0.947530988746227,10.061624771733,2.05554146181583,-0.0284375982627955,0.992328839318316,9.98373225696199,1.96370377171243,-0.00885170469862187,0.0369032116384942,0.0521995310646923,0.0261864276550787,0.00796272495753243,0.0749168728563689,0.172402486203108,0.0621611906494893,0.0181451962799905,0.0486284976294994,0.0735501293371417,0.0410090819886002,0.0152271086409043,0.0745389756034064,0.170434950142455,0.0620624597603026,0.0181313249444472
