"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,100,15,2,1,0.997803511414185,1.97424617023646,0.98429237172125,2.08158140746399,0.994848119685029,1.98600501220986,0.984283113684209,2.08301530231855
10000,0.8,1,1,100,15,2,1,0.997803511414185,1.97424617023646,0.99961234631357,2.53841246986221,0.992677492072563,1.99637706948577,1.03360568743693,2.10986758067123
10000,0.4,4,1,100,15,2,1,1.02536418293747,1.90585805329633,1.02457793724834,1.93691815485814,1.1298418691059,1.33429018078294,1.02439749408522,1.9362142553204
10000,0.8,4,1,100,15,2,1,1.02536418293747,1.90585805329633,0.886379713600287,2.74046918544081,1.14180317653952,1.21988120886809,0.899420407917692,2.60161468431785
10000,0.4,1,4,100,15,2,1,1.0024490683235,1.99512920307544,1.00369108880107,2.02024101155334,1.00248766446023,1.99317690093507,1.00311840926473,2.02902264672239
10000,0.8,1,4,100,15,2,1,1.0024490683235,1.99512920307544,0.939562453809236,3.45859827253914,17.5730887228062,-281.540623894802,0.983749407792295,2.20036955011761
10000,0.4,4,4,100,15,2,1,1.01182049660674,1.99594199538275,1.01911229817971,1.95874572649408,1.12973414266773,1.30615472236434,1.0208732205462,1.9472457815997
10000,0.8,4,4,100,15,2,1,1.01182049660674,1.99594199538275,1.0287037532455,1.70879643319144,1.13375027515664,1.19420114518264,1.05301061875949,1.50660714615456
10000,0.4,1,1,100,15,2,2,0.997804646136792,2.0646978371354,1.01475651396286,1.94793388141283,1.00534727443628,2.0388146192178,1.01510409203241,1.9511356822215
10000,0.8,1,1,100,15,2,2,0.997804646136792,2.0646978371354,0.966734460340397,2.86390653937801,1.00897148664349,2.0058893096768,0.996769598742863,2.26854504384306
10000,0.4,4,1,100,15,2,2,1.03231120270506,1.85437517344552,1.01173595821399,1.91082508625169,1.08460697265279,1.51132672897905,1.01087407471216,1.912989520233
10000,0.8,4,1,100,15,2,2,1.03231120270506,1.85437517344552,0.972347900349795,1.9320114072751,1.1172751111099,1.33793113196829,0.971898695463926,1.90511731685762
10000,0.4,1,4,100,15,2,2,0.978618881363808,2.07748124812255,0.995736167092147,1.89774160884876,0.982986834132946,2.05088636936106,0.993943046228064,1.92131344547396
10000,0.8,1,4,100,15,2,2,0.978618881363808,2.07748124812255,0.987706885876933,1.93189348318149,0.980204201085677,2.06030563157534,0.986086394622513,2.06732511435955
10000,0.4,4,4,100,15,2,2,0.976016198186351,2.01998227863759,0.926088107966931,2.34256235255805,1.0695370242409,1.45519138804183,0.926548181634574,2.33716846916318
10000,0.8,4,4,100,15,2,2,0.976016198186351,2.01998227863759,0.941226873673302,2.13630176548909,1.03977419159796,1.47319922894155,0.966266858476137,1.92987944988681
