"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,100,15,2,5000001,0.990777323185268,2.06055162215043,0.998247142859422,2.0608837105554,0.992049513796154,2.07985466425205,0.998261969764392,2.06336575494421
10000,0.8,1,1,100,15,2,5000001,0.990777323185268,2.06055162215043,1.00554542115283,1.999103367716,0.985767298178108,2.12562119348417,1.00738111312913,2.08580813739447
10000,0.4,4,1,100,15,2,5000001,1.01739067750734,1.89966424783741,1.0090030007468,1.91621851063041,1.07619799579265,1.5508894170626,1.00849088049681,1.91750320455027
10000,0.8,4,1,100,15,2,5000001,1.01739067750734,1.89966424783741,0.980936206192078,2.02593302482201,1.13908674395971,1.27637271848358,0.982916335866245,1.98906281913962
10000,0.4,1,4,100,15,2,5000001,1.00533731160426,1.94515310592759,1.00502384740807,1.90316935540155,0.990866208298215,2.03271811166618,1.00376689997681,1.9190837124733
10000,0.8,1,4,100,15,2,5000001,1.00533731160426,1.94515310592759,1.01382292743013,1.1882678436031,0.994029421478793,2.03154773174189,0.985001266310556,1.97358035697347
10000,0.4,4,4,100,15,2,5000001,1.0515292140651,1.77644045987022,1.04186715102628,1.76655906187516,1.09887555048214,1.41577808688999,1.04217564025909,1.76383239439513
10000,0.8,4,4,100,15,2,5000001,1.0515292140651,1.77644045987022,1.09953083866421,1.44985014400287,1.14590280885261,1.19065667349366,1.10600427686739,1.3974344325627
10000,0.4,1,1,100,15,2,5000002,0.996449673569344,1.99605858966849,0.991113003202676,2.06405178034225,0.992825098223159,2.03567655542599,0.991076623493301,2.06637991898782
10000,0.8,1,1,100,15,2,5000002,0.996449673569344,1.99605858966849,1.00392038656351,1.2961444343707,0.990809719305383,2.03873859424548,0.971831561383897,1.909313665948
10000,0.4,4,1,100,15,2,5000002,0.995749095932174,1.99139083407762,1.00923429876272,1.93942201351944,1.07829891590373,1.51668312178572,1.00879246168801,1.94022956695285
10000,0.8,4,1,100,15,2,5000002,0.995749095932174,1.99139083407762,1.02417569036898,1.85394538304587,1.12768627203278,1.2703773832043,1.03437203846619,1.77702120783293
10000,0.4,1,4,100,15,2,5000002,0.994932968856915,2.00012485514449,1.00580926517598,1.88197497234239,0.997633881539472,2.00151926324775,1.00511866203418,1.89311848132489
