"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4","Vor1","Vor2","Vor3","Vor4","Vcc1","Vcc2","Vcc3","Vcc4","Vml1","Vml2","Vml3","Vml4","Vsp1","Vsp2","Vsp3","Vsp4"
4000,0.6,10,1,0.5,1,2,40,40,5,1,1.01334158406698,9.9068644186864,2.02171551725663,-0.0169991824205871,1.0174851173974,10.0092676129482,1.98283935218261,-0.0294239714271712,1.17043523136506,9.66442023743683,1.87308159348738,-0.0169557817432092,1.0190848903794,10.0060344180102,1.98064842984472,-0.0303778386933646,0.0509073860844121,0.0732931382696995,0.0365967824869469,0.0114550500951762,0.0815537870591298,0.16381304888653,0.0634436583506037,0.0187270356204999,0.0595302003359999,0.0919503220385891,0.0490239471036052,0.0159530699946877,0.081474632490349,0.163470419126926,0.0634244802660762,0.0187217673511564
8000,0.6,10,1,0.5,1,2,40,40,5,1,0.979170922435302,10.0188574782574,2.0241618755445,0.0168338281485587,0.953574981202998,10.1064095962414,2.07058959072102,0.00916331938913885,0.950326480150647,10.0910718553994,2.05035876957181,0.0284586553112556,0.953153094688462,10.1106834457804,2.07050094834953,0.00813706757854422,0.0351884915358944,0.050896192177539,0.02542157868392,0.00784970541574215,0.0552260664976401,0.109761143537682,0.0439877286208896,0.0128474789181339,0.0421592486764917,0.065399670004422,0.0340275659631433,0.0110309383295896,0.0551848472381651,0.109549716697203,0.0439784313155897,0.0128442129741394
4000,0.7,10,1,0.5,1,2,40,40,5,1,1.04073849521005,9.89836375827221,1.97088891836613,-0.0207040979322839,1.0617602871545,9.85488800566302,1.95359476791441,0.0180970496500303,0.938704647844581,10.0840160877628,2.08435553589196,0.0318742695178708,1.05237424979699,9.88787246601905,1.95866496341322,0.0163789959662156,0.0495352108074714,0.0720451263634692,0.0363532009241738,0.0116707010295029,0.0856573771207257,0.191877401232787,0.0686352527432019,0.0197315330744492,0.0597615838618093,0.0934798541492123,0.0495736358981976,0.0169395301813413,0.0854622764587789,0.190782512868421,0.0685862685932594,0.0197229228034106
8000,0.7,10,1,0.5,1,2,40,40,5,1,0.998689847748308,10.0089330224455,1.98998314077888,0.0201295111048941,1.00295942373926,9.98483615960104,1.96348370695048,0.00652906212238697,0.962649941388453,10.1237677901724,1.97595055473242,0.00777295868410172,0.989440184721987,10.031329008388,1.9679640477216,0.00662390535665058,0.0355140229662002,0.0506940439585295,0.0255947960702802,0.00780690528168262,0.0629493832313925,0.136911919048521,0.0505343013768884,0.0144916206508983,0.0441064218307173,0.0680898563169042,0.0367760497769765,0.0123470760598094,0.0628030768790925,0.136056617133598,0.0505117219870667,0.0144783899623281
4000,0.8,10,1,0.5,1,2,40,40,5,1,0.886476931152557,10.1367430052209,2.04424456297774,-0.0284837691739877,0.812713792131268,10.3582600980537,2.09233490867486,-0.015550093081831,0.833820574330926,10.4316080250071,1.99019646454312,0.0146350818681675,0.787490697359701,10.4664782088089,2.0978134534646,-0.0177997052239235,0.0509001122854521,0.0735625588140582,0.0371800102515648,0.0116220537165225,0.111093334931976,0.268000764153953,0.0942107718735732,0.0233460358305485,0.0663969965475361,0.102223962639713,0.0585853047277479,0.0195490576730389,0.110340788269109,0.264407585034322,0.0938949182549243,0.0233277887737374
8000,0.8,10,1,0.5,1,2,40,40,5,1,0.989927882396245,10.0401871933955,1.98897100208975,0.0220264003111723,1.12045649217189,9.81264454829011,1.83217466758839,0.066493906216086,0.84664456143698,10.4534851496423,2.05363386206734,0.108769453293255,1.08342122422014,9.97536250566088,1.85168539449185,0.061380281056946,0.035740108028331,0.0515709314426302,0.0256115551209649,0.00776614567655445,0.0751848018538863,0.17411919299928,0.0606970544596405,0.0164167856083085,0.0483418216233496,0.0748406157706935,0.0391215932189729,0.0132321160591411,0.0746558130336444,0.17132572614311,0.0605197284699433,0.0163926257269931
4000,0.6,10,1,0.5,1,2,40,40,5,2,0.893374984823069,10.1229474932605,2.06371391948267,0.0226237712187239,0.930551080075859,9.98024074310117,2.09910981355536,0.000808053806805131,0.811181005413972,10.2486709537328,2.14810323666043,0.0362756650796355,0.916815279349508,10.022119803494,2.10612648149972,0.000535722845764158,0.0511576510244185,0.0728514081578046,0.0368422814539264,0.0108852199400125,0.0799143209542461,0.151597852512234,0.0638628981943067,0.0183324293003885,0.0583225163497064,0.0877148131652365,0.0462122985712365,0.0155069608344164,0.0798930792172221,0.151347200471402,0.0638643958714093,0.0183264720689744
8000,0.6,10,1,0.5,1,2,40,40,5,2,0.980946474485646,10.006037035073,2.01984833195304,0.00431748052924272,0.985081040675414,9.98425843183749,2.01429140302504,-0.0280733006368397,0.951810743913071,10.0664854862285,2.03489694072265,-0.033695873521579,0.983486480456361,9.98775577147189,2.01595553457258,-0.0288139379937225,0.0359246030389549,0.0515011024967887,0.0255205486659038,0.00815024901238756,0.0568536179441167,0.111112724044667,0.0450746598520875,0.0131388397484491,0.0426407022193769,0.0666040867695877,0.0341016646606014,0.0117983400544582,0.0568106581010763,0.110929107084019,0.0450582168520025,0.0131370706639893
4000,0.7,10,1,0.5,1,2,40,40,5,2,1.01128964179448,9.94413873417206,1.99967961368582,0.02127688986784,0.923850091568987,9.9147872184539,2.09903172585096,-0.00629413674370038,0.698172421683893,10.2808864167613,2.34460127892967,0.12850592720529,0.867499169630849,10.049584070905,2.1554268366333,0.00351360385774953,0.0505367356357395,0.0732199691113007,0.0362115477098816,0.0109621075687939,0.091676496807767,0.18867119564771,0.0739550590365746,0.0209481129031961,0.0598893613675998,0.0887389871995651,0.0448177491293783,0.0160081811040354,0.0909510548069876,0.186605642467775,0.0734233827435177,0.0208780056926306
8000,0.7,10,1,0.5,1,2,40,40,5,2,0.970945854109853,10.0613961052838,1.98157022658724,-0.00129612709461326,0.981281273511243,10.0627845460925,1.99362485054511,-0.013123939720399,0.969699871887351,10.0993874273169,1.96158757991076,0.0255024216771442,0.968061142907158,10.0963649556898,2.00322434618311,-0.0117116967750689,0.0358620631275265,0.0513205758303836,0.025698987749068,0.00819225037788971,0.0646610944411418,0.14165187034038,0.0519968035321843,0.0153232151629643,0.0421599739980067,0.0640810309858726,0.0346180023055903,0.0124551966779569,0.0644350468908744,0.140700493654978,0.051890240885036,0.0153116848969724
