"n","q","ndistinct.Z","seed","B.or.B1","B.or.B2","B.or.B3","B.or.B4","B.cc.B1","B.cc.B2","B.cc.B3","B.cc.B4","B.sp.11.B1","B.sp.11.B2","B.sp.11.B3","B.sp.11.B4","B.sp.22.B1","B.sp.22.B2","B.sp.22.B3","B.sp.22.B4","V.or1","V.or2","V.or3","V.or4","V.cc1","V.cc2","V.cc3","V.cc4","V.sp.111","V.sp.112","V.sp.113","V.sp.114","V.sp.221","V.sp.222","V.sp.223","V.sp.224","time.xz.param","time.xz.nonpar","time.cz.param","time.cz.nonpar","time.est.or","time.var.or","time.est.cc","time.var.cc","time.est.sp","time.var.sp"
8000,0.8,2,6000001,0.999271254569837,9.98922483271095,1.99220375348235,-0.00207590574527005,0.983178740425207,10.1081085961229,1.98315667295582,0.0368771554535351,0.981555747965706,10.1096278850451,1.98552126514488,0.0371989493674598,0.992386658320795,10.0841752341126,1.97422539770411,0.0365172551564053,0.0365560472918898,0.0522760180733368,0.0259672749983373,0.0160742317394264,0.0789029258256035,0.173363761624895,0.0661173020902812,0.0387274043629212,0.0735844574780161,0.148210714868255,0.0636611487752387,0.0386384380619458,0.0759740953247324,0.155151834027369,0.0655695015373424,0.0386718030014771,0.38622522354126,22.7191889286041,0.288253307342529,10.1832935810089,0.0190269947052002,0.0672123432159424,0.0254254341125488,0.0113253593444824,45.9893183708191,16.5421671867371
8000,0.8,4,6000001,1.0619748045804,9.91146122688413,1.98324510471488,-0.00372463158494964,1.0918407425228,9.9263324764912,1.95786287538419,-0.0635391221842413,1.07269140997146,9.98024184273062,1.96323263116782,-0.0637016721570266,1.11416522750501,9.89867667157452,1.94850488888751,-0.0639508794625786,0.0361888252452334,0.0504089511248954,0.010787482419948,0.0161455929752298,0.0760889859907748,0.169026518326925,0.0242030277591072,0.0339813086556664,0.0670383213945776,0.136393244842252,0.0227087068135582,0.0338617933243382,0.0722267395144222,0.148606786461362,0.0240454333410635,0.0339216324531524,0.281696081161499,53.5430824756622,0.290138244628906,29.765946149826,0.0205979347229004,0.0494763851165771,0.0053246021270752,0.0112407207489014,105.647765874863,28.7167418003082
8000,0.8,8,6000001,1.00433760138394,9.93726255669997,2.00630583834912,-0.00451312534743155,0.973503108652501,10.0143281008561,2.01037926314314,0.0271079545920065,1.02016525617332,9.95407860784524,2.00106965727421,0.0274284044572028,0.981003842435811,9.9652965993337,2.01099786524707,0.0272180100128778,0.0382508446820092,0.0507484158910914,0.00522476037351617,0.0161403120608121,0.0816592022929488,0.176534843879107,0.0123742118627208,0.036934679457181,0.0697869465532505,0.139976715942235,0.0119543252050321,0.0369528899256621,0.0714955705785565,0.150659682264068,0.0119657261430174,0.0369665343805135,0.368306875228882,28.3287045955658,0.368911981582642,22.5935158729553,0.0193009376525879,0.0503818988800049,0.00527596473693848,0.0109195709228516,198.541215896606,54.7584595680237
8000,0.8,2,6000002,1.01274832427491,9.97855402546322,1.98020459421668,-0.00916071975463654,1.00207048305513,9.93125032731954,1.98463712098295,-0.0126982143134122,0.99709215622444,9.94188651715455,1.98789439852281,-0.0121747613879909,1.01324918333566,9.87972198139449,1.98382091887904,-0.0122897223770084,0.0356211554090997,0.0513365912626108,0.0256701251105087,0.0158516044507839,0.0719027600544468,0.171931557288513,0.0600315412018731,0.0359065643068885,0.0656134773218381,0.140908552505501,0.0579337968807189,0.0358497409988558,0.0664773049643894,0.147072253761311,0.0579328449317999,0.0359444343245753,0.258004426956177,21.2134187221527,0.280843496322632,9.687171459198,0.0194268226623535,0.050501823425293,0.00516796112060547,0.0107219219207764,45.3220653533936,16.1486713886261
8000,0.8,4,6000002,1.00800797178512,10.0005205905822,1.98929536067067,-0.0122907069179838,1.12026104097018,9.82553377999541,1.95616392662444,-0.0287395787394585,1.08915488983945,9.90661784744967,1.96539678138495,-0.0281908049925827,1.07860758882631,9.89265716313616,1.9740968022519,-0.0279261440277168,0.0358787831254258,0.0500160304688967,0.0106342964152145,0.0159348446755221,0.075656327984732,0.170156901850141,0.0250431165034158,0.0353298177639216,0.0658191131355853,0.133049430159016,0.0235757448395532,0.0351598250397518,0.065186587948392,0.135167535722104,0.0232705139039587,0.0352180321497663,0.294012308120728,46.5935091972351,0.316025972366333,8.86351919174194,0.0140101909637451,0.0571553707122803,0.00515294075012207,0.0108680725097656,105.835494279861,28.9088652133942
8000,0.8,8,6000002,0.93695841805243,10.1018710144221,2.0010438671557,-0.0170165114822001,0.734782566540807,10.3244671730412,2.03511637442593,-0.046790934857597,0.734951660560284,10.3380481666388,2.03432975405639,-0.0462888191676996,0.749974782134733,10.3031071058854,2.03230862152304,-0.046272861577243,0.0379682199649745,0.0503866701215065,0.00518022918986474,0.0159797435289215,0.0798341602234705,0.174206752486585,0.0120418308629764,0.0359469549504038,0.0662230518170475,0.132592290905012,0.0115045914730599,0.0358483501763848,0.0673347967211064,0.136889163774827,0.0115890642058786,0.0358961173384326,0.363487720489502,30.0529999732971,0.405968189239502,25.3268001079559,0.0137248039245605,0.0587460994720459,0.00517511367797852,0.010545015335083,164.646275281906,55.4756736755371
8000,0.8,2,6000003,1.01701639625857,9.9791883870219,1.98082703906048,0.00773272351722265,1.03648488213561,9.86244888736799,1.98234395940229,-0.028881307798295,1.01879457284144,9.92303343966993,1.99118171170328,-0.0288617157611318,1.04109948237649,9.84823243426501,1.97743435380864,-0.0289761546294628,0.0355731888834073,0.0515002485667449,0.0257478733465485,0.0160838192994743,0.0694212573913827,0.167136819451526,0.0589871649964824,0.0359456054607583,0.0626806622825129,0.134214947878854,0.0568939246926791,0.0357650167901627,0.0638192545669805,0.140179249744062,0.0573830612306925,0.0358930990690008,0.241587400436401,27.1432964801788,0.294122219085693,9.71106767654419,0.0206723213195801,0.0503864288330078,0.00504732131958008,0.0105800628662109,59.4116499423981,16.1185338497162
8000,0.8,4,6000003,1.00939027229133,9.99517062780672,1.99661477757336,0.00500119368065836,0.825768258955251,10.3523326999058,2.05029614309685,0.041681122628844,0.850883189505547,10.2817650519385,2.04283098684111,0.041797344027189,0.873233227279074,10.2354984199625,2.03510607992537,0.0422703635686045,0.036624381596297,0.0506765834925944,0.0109441428724566,0.0160981285316737,0.0777181272068932,0.173159012816808,0.0263664984339649,0.0363342858217276,0.0707641489486208,0.149423756309488,0.0252115597327696,0.0363673412125141,0.0737811592586315,0.157059386359941,0.026053115705641,0.0364308801549477,0.273513078689575,42.3937771320343,0.301686763763428,8.77719902992249,0.0227565765380859,0.0576128959655762,0.00521612167358398,0.0110194683074951,106.837197542191,29.0699429512024
8000,0.8,8,6000003,0.98376132731975,10.0126374710618,2.00326853210905,0.00629309538469676,0.97835831358398,10.1286665195879,2.00202919456811,0.013459443730112,0.934859474054344,10.1793974243334,2.01087919021023,0.0131539653150395,0.95730569727557,10.1527050644272,2.00629726864034,0.012781543455747,0.0373268037536178,0.0505536748139909,0.00519888952600088,0.016089032921032,0.0784945948705017,0.168301254478197,0.0120695907915395,0.0340921655774564,0.0635453156414196,0.129281352667515,0.0113180985724525,0.0339745171557947,0.0639745912699745,0.130725927556579,0.0112650427182687,0.0340084133911906,0.362700939178467,29.9634573459625,0.387901544570923,24.2343890666962,0.0197980403900146,0.0603790283203125,0.00530409812927246,0.0109870433807373,202.911008119583,55.3193595409393
8000,0.8,2,6000004,1.05679801590969,9.97299686332972,1.97296579702258,-0.0175839422577214,1.08215217351343,9.89699789300605,1.95625754875209,-0.0740760840111243,1.07916519910738,9.90599391717763,1.95965715830098,-0.072592445774066,1.09255475396709,9.85730081867906,1.95733110778099,-0.0731296812794806,0.0360543996175572,0.0516393687080091,0.0257626853058032,0.0160974188437528,0.0724007039444775,0.167374788350141,0.0593514991986495,0.0345336286882656,0.0668204329700259,0.13937922894373,0.0574720710994997,0.0344261326056107,0.0675182319548463,0.144181523282384,0.0574194560424838,0.0345175109956038,0.243878364562988,19.0851724147797,0.292143821716309,9.82583117485046,0.0134949684143066,0.058147668838501,0.0139744281768799,0.0113019943237305,46.4881801605225,16.3967695236206
