"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,50,15,2,2000001,0.984936595446138,1.99740515559819,0.972755185588071,2.08789600477795,0.982553441821346,2.01327955482433,0.972616668043988,2.09642899171975
10000,0.8,1,1,50,15,2,2000001,0.984936595446138,1.99740515559819,0.963073717137719,2.4351039595684,0.969690711829394,2.04004097415089,0.982685297847427,2.20379569714441
10000,0.4,4,1,50,15,2,2000001,0.973414103664023,2.06719691018476,0.981735094597525,1.94042401108958,1.03302571402718,1.69101025988156,0.980052959209957,1.94600742044183
10000,0.8,4,1,50,15,2,2000001,0.973414103664023,2.06719691018476,1.06130043872314,1.78625452160946,1.16366894912968,1.17382240809032,1.07116911077483,1.71420694500755
10000,0.4,1,4,50,15,2,2000001,0.974609557906072,2.06071419454934,0.996301488816077,1.88741832112354,0.966072714791577,2.11160440773485,0.991444401148004,1.94957478091294
10000,0.8,1,4,50,15,2,2000001,0.974609557906072,2.06071419454934,1.0234355290706,0.802276274020385,-64.0909346568523,597.390505081169,0.98881895708501,2.05674102017864
10000,0.4,4,4,50,15,2,2000001,0.993512983665507,2.03783113017505,0.995554348258982,2.0508197094567,1.07011106809862,1.54532171913328,0.996609205934711,2.04325474701896
10000,0.8,4,4,50,15,2,2000001,0.993512983665507,2.03783113017505,0.978824700399085,1.9914932555493,1.06646806592248,1.47607354478783,1.00121843116758,1.80299969049302
10000,0.4,1,1,50,15,2,2000002,1.00846450899298,1.98194370945532,1.00147136209824,1.93401295132309,1.00474664666259,1.98587394663445,1.00110396951399,1.94333463960288
10000,0.8,1,1,50,15,2,2000002,1.00846450899298,1.98194370945532,1.00717123417046,1.63871988683835,1.00311470917903,1.98873895308208,0.991358097128252,1.98846523913991
10000,0.4,4,1,50,15,2,2000002,1.00960271862004,1.97101871203644,1.0131611450721,1.90379118811276,1.09332639755684,1.49484776089828,1.01245516155355,1.90525782438411
10000,0.8,4,1,50,15,2,2000002,1.00960271862004,1.97101871203644,1.02563175706269,1.90881103742545,1.18326547275454,1.11677003845784,1.04349335342785,1.76319698923497
10000,0.4,1,4,50,15,2,2000002,1.00817217615395,1.97888163172918,0.996476552930342,2.08691544417937,1.00883934151987,1.97812820594476,0.99643756998176,2.091972540645
10000,0.8,1,4,50,15,2,2000002,1.00817217615395,1.97888163172918,1.02321105639187,1.4623306359704,1.02538209514432,1.93104619849119,1.00305660841265,1.94686640630262
10000,0.4,4,4,50,15,2,2000002,0.965234469380373,2.10586491838171,0.98928063060137,1.94232628844582,1.06740760155301,1.47794783403622,0.991309509288472,1.92937757513416
10000,0.8,4,4,50,15,2,2000002,0.965234469380373,2.10586491838171,0.894120943133234,2.82054291090603,1.11114601470751,1.24385910940413,0.986947905516932,2.06858772695447
10000,0.4,1,1,50,15,2,2000003,1.00284680753597,2.04615310961355,1.01068086739151,1.9739484312452,0.999988487070436,2.06374212543182,1.01071488044734,1.98556328633234
10000,0.8,1,1,50,15,2,2000003,1.00284680753597,2.04615310961355,1.02442683748139,1.67001074396265,0.997046840085866,2.04347804344065,1.02171414866769,2.01908172438797
10000,0.4,4,1,50,15,2,2000003,1.01664317339319,1.94494357252144,1.02203169919367,1.93244155529561,1.09063673265693,1.52858104972393,1.02072546335236,1.93612268160166
10000,0.8,4,1,50,15,2,2000003,1.01664317339319,1.94494357252144,0.938390874606413,2.61308880634085,1.15336070185559,1.24386983788889,0.964046903825582,2.39528441249527
10000,0.4,1,4,50,15,2,2000003,1.0152863706927,1.94398451561708,0.992456003979517,2.06773439791776,0.99617068424334,2.03393314403012,0.990463326072292,2.09261586827709
10000,0.8,1,4,50,15,2,2000003,1.0152863706927,1.94398451561708,0.979831914280135,1.54552705437899,0.987938497452447,2.07255509984477,0.952155378218031,2.1353536213674
10000,0.4,4,4,50,15,2,2000003,1.05999759843188,1.78992975330249,1.04592054655779,1.91757227374474,1.15104577547869,1.25802173049472,1.04743386882987,1.90607607750447
10000,0.8,4,4,50,15,2,2000003,1.05999759843188,1.78992975330249,1.07045580190492,1.78238001601638,1.15403855044708,1.17781921266178,1.10999457091976,1.47161331053709
10000,0.4,1,1,50,15,2,2000004,1.00614760409218,2.00131854467469,1.00873199034587,2.00563709260929,1.00795207366314,1.99229528766767,1.00846623592478,2.01449858141842
10000,0.8,1,1,50,15,2,2000004,1.00614760409218,2.00131854467469,0.990730525510062,2.53263292318918,1.00106659383639,2.00303752179506,1.02739252942993,2.12125151765186
10000,0.4,4,1,50,15,2,2000004,1.02271738981015,1.9294516580914,1.01614555909962,2.02963237931851,1.10254349691429,1.48827110991891,1.0150657737016,2.03176387588393
10000,0.8,4,1,50,15,2,2000004,1.02271738981015,1.9294516580914,0.987071956589852,2.28419402547201,1.13391245763085,1.32150415407229,1.01367009594496,2.08812769290358
10000,0.4,1,4,50,15,2,2000004,1.01614948199884,1.95329210650471,1.01915828444498,1.88968934866715,1.01500188787741,1.95730517573749,1.01776117016064,1.91194910739726
10000,0.8,1,4,50,15,2,2000004,1.01614948199884,1.95329210650471,1.095276725786,0.38691642918147,1.0337770319477,1.89571859436276,1.10880517638447,-0.00409018088133796
10000,0.4,4,4,50,15,2,2000004,1.06207781703833,1.81545443765549,1.04316108713552,1.89595386820151,1.14487686741517,1.31040714798303,1.0442056393413,1.88732462166887
10000,0.8,4,4,50,15,2,2000004,1.06207781703833,1.81545443765549,1.00908418467666,2.00045633235313,1.1315542630433,1.28204723971313,1.04230272754061,1.72363986611446
10000,0.4,1,1,50,15,2,2000005,1.00711352581085,1.97342466539485,1.00841132653605,1.93661770709073,0.996070974987998,2.00018522976075,1.00814295325024,1.94557864502573
10000,0.8,1,1,50,15,2,2000005,1.00711352581085,1.97342466539485,1.01381454596324,1.85700325390979,0.987672255612634,1.99315492092437,1.01645356812455,1.96490935420162
10000,0.4,4,1,50,15,2,2000005,0.994494652395306,2.02825101006236,0.994848730001528,1.99239893675748,1.08450052671023,1.50968642813043,0.993888500420964,1.99441554462383
10000,0.8,4,1,50,15,2,2000005,0.994494652395306,2.02825101006236,0.98819101758953,2.00451691471563,1.15351854509759,1.19397434467937,1.00777489989366,1.83388339359925
10000,0.4,1,4,50,15,2,2000005,0.993636212894036,1.99614261121593,1.00275948244773,1.91608932355826,0.992647597245207,1.97393295354376,1.00102471700076,1.94011249750453
10000,0.8,1,4,50,15,2,2000005,0.993636212894036,1.99614261121593,0.949026450973425,2.5691957661951,0.978898391393032,2.03087057820684,0.958369773021873,2.08138008826156
10000,0.4,4,4,50,15,2,2000005,1.03421926078136,1.90095613138018,1.04299427479028,1.8603239685466,1.13317488919892,1.30197028104814,1.04516544017948,1.84600810468056
10000,0.8,4,4,50,15,2,2000005,1.03421926078136,1.90095613138018,1.02956342256665,1.8577424325806,1.1473799047366,1.17699657400801,1.06793149533151,1.54145653208363
10000,0.4,1,1,50,15,2,2000006,1.01526312612294,2.01340164534302,1.01206656148582,2.02228450660533,1.00587681091175,2.0492634317187,1.01150617337396,2.03321585203664
10000,0.8,1,1,50,15,2,2000006,1.01526312612294,2.01340164534302,0.986772237578949,2.66968583710915,1.00222121374851,2.045942298125,1.01871388842722,2.21917543448772
10000,0.4,4,1,50,15,2,2000006,1.02185668177183,1.95315089332827,1.02422454571965,1.91583859386095,1.09570178625007,1.49991640336377,1.02337737679131,1.91779320849522
10000,0.8,4,1,50,15,2,2000006,1.02185668177183,1.95315089332827,1.00514572756386,1.98457665066532,1.14849850152389,1.25353521271761,1.02151741398021,1.8441844123971
10000,0.4,1,4,50,15,2,2000006,1.03075831743313,1.91755098171549,1.077087328058,1.60022581667068,1.04771837309273,1.83923522533432,1.07041930611908,1.67356180982575
10000,0.8,1,4,50,15,2,2000006,1.03075831743313,1.91755098171549,1.08566499891718,0.960389045351731,1.03696294798022,1.90196195728378,1.06231871429689,1.86063903386122
10000,0.4,4,4,50,15,2,2000006,0.999680856782135,2.04614176418099,0.993104878525653,2.09692857250945,1.11794195590389,1.36957520377028,0.995558203319074,2.07948582073256
10000,0.8,4,4,50,15,2,2000006,0.999680856782135,2.04614176418099,0.974965820300431,2.14851176434471,1.13281799917532,1.23059727628726,1.03318957746299,1.66648129769451
10000,0.4,1,1,50,15,2,2000007,0.999522167599425,2.02875327985821,0.996637735060729,2.09162047607529,1.00455629704254,1.99827292602826,0.997213342532389,2.09312420536693
10000,0.8,1,1,50,15,2,2000007,0.999522167599425,2.02875327985821,0.977901704819252,1.92165628301502,1.00922250535668,1.96800432723673,0.966097256177069,2.06222041629026
10000,0.4,4,1,50,15,2,2000007,1.00421729652171,2.02398680700099,1.02226239762238,1.94004488770159,1.08052892086787,1.57992473505758,1.02142987366763,1.9421340796053
10000,0.8,4,1,50,15,2,2000007,1.00421729652171,2.02398680700099,1.02550021007947,1.98747099552614,1.17022877746819,1.20260218222454,1.04078330374007,1.85098913783577
10000,0.4,1,4,50,15,2,2000007,0.99030632095158,1.99772965360888,0.989904345407652,2.05637611927688,0.99811634089795,1.96971880579088,0.98870258423837,2.07153040313859
10000,0.8,1,4,50,15,2,2000007,0.99030632095158,1.99772965360888,1.05284093808822,0.2074674135044,0.992696021643955,1.98422548444744,1.06009222351743,-0.00247740031653107
10000,0.4,4,4,50,15,2,2000007,0.970502299987295,2.04507158579059,0.967012861699853,2.04535092058997,1.04868366605507,1.52669092930005,0.967693876910076,2.03920655334922
10000,0.8,4,4,50,15,2,2000007,0.970502299987295,2.04507158579059,0.959133790498062,1.99293479183131,1.05669277792297,1.4112532666993,0.989425285503043,1.74030565535196
10000,0.4,1,1,50,15,2,2000008,0.980127431799707,2.04357588755534,0.983161886851904,2.04981592628649,0.980342642093238,2.04408953030047,0.982938936007527,2.05849456581473
10000,0.8,1,1,50,15,2,2000008,0.980127431799707,2.04357588755534,0.949976767889177,2.95046427745441,0.97258171321665,2.05654134662212,0.996917129816591,2.27761047975938
10000,0.4,4,1,50,15,2,2000008,1.01215568650872,2.04000393791832,0.972940080412538,2.21249141550626,1.08012077090777,1.63880007048735,0.970913184602093,2.2178297282377
10000,0.8,4,1,50,15,2,2000008,1.01215568650872,2.04000393791832,0.972421691017861,1.99478266468148,1.12160105656762,1.44098725524761,0.966467161105178,1.97977894759077
10000,0.4,1,4,50,15,2,2000008,0.975574633812602,2.02570263208881,0.980416519183126,2.12613292347939,0.979447121977593,2.00950881154524,0.979959146721676,2.13702884033127
10000,0.8,1,4,50,15,2,2000008,0.975574633812602,2.02570263208881,0.998484006626052,1.16721275887516,0.968789049921537,2.06634836427649,0.968313337046706,2.05275219731818
10000,0.4,4,4,50,15,2,2000008,0.998694760295185,2.05919872702281,0.96882364697211,2.29508668532991,1.0969104169334,1.48054103809538,0.970153594534785,2.28404836272657
10000,0.8,4,4,50,15,2,2000008,0.998694760295185,2.05919872702281,0.96918439293939,2.29087224721497,1.08710587317147,1.43797716182357,1.01492183874544,1.92536394205529
10000,0.4,1,1,50,15,2,2000009,0.97456313359516,2.07100217133763,0.973193910994856,2.06629540316562,0.982803626931169,2.00898174472639,0.973506478055926,2.06937627004798
10000,0.8,1,1,50,15,2,2000009,0.97456313359516,2.07100217133763,0.960081606038513,2.33240424142256,0.991910676004934,1.95146147805319,0.972959572175385,2.07345495742014
10000,0.4,4,1,50,15,2,2000009,1.0173247480008,1.984453151804,1.02732047570501,1.90810565431164,1.09560985572327,1.54386150755858,1.02620179185149,1.91139804841872
