"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,50,15,2,8000001,0.993101315338672,2.01416261621047,0.993458438440775,2.02980606188717,0.996667651882539,1.97804876766066,0.993928865816951,2.03234416860354
10000,0.8,1,1,50,15,2,8000001,0.993101315338672,2.01416261621047,0.977926129728138,2.30247995889579,0.999745090804703,1.93898887952415,0.995130719430933,2.05371190623309
10000,0.4,4,1,50,15,2,8000001,0.996639326654897,2.04312833258012,1.0058132672907,2.06599674815435,1.0971912812593,1.50167006738919,1.00476444301515,2.06831017369785
10000,0.8,4,1,50,15,2,8000001,0.996639326654897,2.04312833258012,0.990472074719076,2.08259623186338,1.11437827161771,1.37049480847842,1.01151061230527,1.91890580279918
10000,0.4,1,4,50,15,2,8000001,1.01834309825709,2.01870970498658,1.04786052592345,1.77428340709046,1.03260772196353,1.92814861598164,1.04474312302042,1.81424741793252
10000,0.8,1,4,50,15,2,8000001,1.01834309825709,2.01870970498658,1.0496424467398,1.80579071618641,1.03116603480999,1.94076344866348,1.05295732904745,1.94095622727284
10000,0.4,4,4,50,15,2,8000001,1.02713657561086,1.96274893687263,1.00487431736085,2.06696412951246,1.11282917589544,1.41722422477495,1.00620494233737,2.05652491942788
10000,0.8,4,4,50,15,2,8000001,1.02713657561086,1.96274893687263,0.955638476931502,2.47976539735892,1.12356946127803,1.29069932374091,1.02149093244994,1.94663904707865
10000,0.4,1,1,50,15,2,8000002,1.0136311260923,1.87180851507564,1.02509508835469,1.78278886441656,1.01642276906681,1.83890319998532,1.02516655550091,1.79019227384567
10000,0.8,1,1,50,15,2,8000002,1.0136311260923,1.87180851507564,1.04313418750938,1.41143171096774,1.00968840312479,1.8439209676447,1.03609124195349,1.79784573800952
10000,0.4,4,1,50,15,2,8000002,1.01106184873891,1.99126922322497,0.9903767640296,2.01661090190905,1.06487723998499,1.61164274257464,0.989716355214559,2.01803735062669
10000,0.8,4,1,50,15,2,8000002,1.01106184873891,1.99126922322497,0.931481776538157,2.48440243358546,1.11744945717896,1.35551270615193,0.967267551116015,2.22797160702784
10000,0.4,1,4,50,15,2,8000002,0.988960562721689,1.98909559513876,1.01951640478062,1.77313920625913,0.990389924411823,1.97617745710692,1.0148296820041,1.83232573379283
10000,0.8,1,4,50,15,2,8000002,0.988960562721689,1.98909559513876,1.07267265542378,0.158885323246535,-20.645231631786,315.161038054372,1.07811050931412,-0.00186280331091901
10000,0.4,4,4,50,15,2,8000002,1.00080200069169,1.94865903650068,1.02826837300939,1.81371057005303,1.09390606774819,1.36802285158867,1.03016940196698,1.80263516717165
10000,0.8,4,4,50,15,2,8000002,1.00080200069169,1.94865903650068,1.08265385119358,1.37347917657018,1.11510042220059,1.21516451541257,1.0889463245778,1.32363196534943
10000,0.4,1,1,50,15,2,8000003,1.00094620528258,1.9908391151376,0.990148217184257,2.11143207532258,0.992748617208896,2.01440340177885,0.990148258920989,2.1156029901977
10000,0.8,1,1,50,15,2,8000003,1.00094620528258,1.9908391151376,0.970673121241775,2.46098803675492,0.986100178655576,2.03743664758633,0.991464750624751,2.16069623344233
10000,0.4,4,1,50,15,2,8000003,0.999161737695706,2.03833753241569,0.996478818079499,2.0595298632511,1.07822374809199,1.57542429015205,0.995780655867921,2.06066421285857
10000,0.8,4,1,50,15,2,8000003,0.999161737695706,2.03833753241569,0.989457996150265,2.2078931400131,1.14682145804046,1.25408804389987,1.01226334031842,2.02262183253348
10000,0.4,1,4,50,15,2,8000003,0.986366341835628,2.03457379724761,1.00861180839795,1.87962660245852,0.991957206574131,2.00893275969105,1.0050546177625,1.92492960053677
10000,0.8,1,4,50,15,2,8000003,0.986366341835628,2.03457379724761,1.02042993653198,0.90803677996545,0.989205649028379,2.02603623460484,0.984023773025504,2.02047777155481
10000,0.4,4,4,50,15,2,8000003,0.998355562504896,2.05460441304431,0.978658380698804,2.19791098534786,1.09860111457097,1.44707246259205,0.980752754904359,2.18301505031943
10000,0.8,4,4,50,15,2,8000003,0.998355562504896,2.05460441304431,1.05871926183195,1.85561276716036,1.13320212540455,1.23630426683541,1.09715854560907,1.559575398986
10000,0.4,1,1,50,15,2,8000004,1.01748180432823,1.92266737702329,1.00941306725714,1.96293563187857,1.00951872776003,1.9311139777495,1.00922689180733,1.97345385743551
10000,0.8,1,1,50,15,2,8000004,1.01748180432823,1.92266737702329,0.987440417908244,2.50479067739824,1.00577730438618,1.895176437797,1.02260213863064,2.02233449522905
10000,0.4,4,1,50,15,2,8000004,1.02185158889569,1.99184247583873,1.04617294424034,1.90329844464593,1.13634118466014,1.38788218224228,1.04432072442756,1.90851540495347
10000,0.8,4,1,50,15,2,8000004,1.02185158889569,1.99184247583873,0.982001385409448,2.27989605057647,1.18420414630373,1.1574658034046,1.00363760740979,2.08971650300739
10000,0.4,1,4,50,15,2,8000004,1.00573412145918,2.01328596207116,0.979450884940132,2.21439999674923,0.99649395761789,2.03174153281662,0.979951621962001,2.21313108831767
10000,0.8,1,4,50,15,2,8000004,1.00573412145918,2.01328596207116,0.911797462641662,4.7664310261258,1792.13739958698,-28394.7040708741,0.993533838571706,2.10918060367415
10000,0.4,4,4,50,15,2,8000004,0.987617769586948,2.06530405805155,1.03783942863002,1.72831180439376,1.08295296951726,1.45645693740441,1.03929277337983,1.71995905381264
10000,0.8,4,4,50,15,2,8000004,0.987617769586948,2.06530405805155,1.06799489742177,1.55444006604932,1.15729489740235,1.1163890467596,1.0895310856123,1.36813523267055
10000,0.4,1,1,50,15,2,8000005,0.967861632361165,2.06706587120303,0.962900585996235,2.1476252590428,0.975574637352367,2.02076153687943,0.962163218390961,2.15801805874888
10000,0.8,1,1,50,15,2,8000005,0.967861632361165,2.06706587120303,0.953808004604129,2.79158528211723,0.956835777937281,2.04530331130289,1.01168144565466,2.17519628690017
10000,0.4,4,1,50,15,2,8000005,1.00157308043631,2.04123537473623,0.988113745022948,2.15626897226038,1.07402283833176,1.60143384652237,0.986556621176001,2.15987387359375
10000,0.8,4,1,50,15,2,8000005,1.00157308043631,2.04123537473623,1.00407803509903,2.17441375685403,1.13554094050007,1.31144845953782,1.02896720615611,1.98460321454598
10000,0.4,1,4,50,15,2,8000005,0.999562186452124,1.93501731139696,1.00200819769126,1.90143780330501,0.995819158443311,1.93176158576554,1.00035109906189,1.92754636379454
10000,0.8,1,4,50,15,2,8000005,0.999562186452124,1.93501731139696,0.968931581463975,2.26672211609744,0.993121645584388,1.92634789630363,0.974780731374406,1.97752026461053
10000,0.4,4,4,50,15,2,8000005,1.05105861460218,1.82289169818481,1.03029048829634,1.92315740858218,1.12525839183321,1.33959771678728,1.03174073284502,1.91242419527987
10000,0.8,4,4,50,15,2,8000005,1.05105861460218,1.82289169818481,0.975883666814359,2.35825266689618,1.13683815943393,1.21254200019865,1.04068363779435,1.832758052457
10000,0.4,1,1,50,15,2,8000006,1.01376786054917,1.93838056762256,1.01148597835315,1.92013137725772,1.01874306639376,1.91308522265985,1.01140433176098,1.92552371228502
10000,0.8,1,1,50,15,2,8000006,1.01376786054917,1.93838056762256,1.04944246289657,1.7927148444797,1.02844730923713,1.85677984605499,1.0609458155859,1.84000258897893
10000,0.4,4,1,50,15,2,8000006,0.965487231393865,2.10462983609776,0.98712534048331,1.97028058922288,1.0365126911136,1.6881206125882,0.986298673455927,1.9728848023897
10000,0.8,4,1,50,15,2,8000006,0.965487231393865,2.10462983609776,1.03819978462732,1.65409330481278,1.11550647701901,1.34531840204293,1.03563384652865,1.653388942877
10000,0.4,1,4,50,15,2,8000006,0.989486011428961,2.00759207889294,1.01415717099737,1.85295776150078,1.00190079543617,1.93589479351012,1.01162538317472,1.88691765616966
10000,0.8,1,4,50,15,2,8000006,0.989486011428961,2.00759207889294,1.01057709639529,2.39684174050981,1.00760636247854,1.93736120455241,1.03646705794337,1.96168096790168
10000,0.4,4,4,50,15,2,8000006,0.967235720347793,2.06531419190276,0.98338325505784,2.01215323684794,1.06166929582584,1.50205291582714,0.984019191174433,2.00671005372477
10000,0.8,4,4,50,15,2,8000006,0.967235720347793,2.06531419190276,0.972304715416002,1.97549144297721,1.09185756670436,1.32051211154141,0.998504165780781,1.74186054497548
10000,0.4,1,1,50,15,2,8000007,0.999889315758329,1.96527411186436,0.999566896731652,1.8795556454797,0.990633223248171,1.99039952025918,0.999516920970105,1.88949203851461
10000,0.8,1,1,50,15,2,8000007,0.999889315758329,1.96527411186436,1.03838241617982,0.952436205209514,0.985085102827987,1.99614503378749,1.00043322965462,1.87954069069069
