"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,50,15,2,3000001,0.998354422274238,1.99883039743372,0.994259678677231,2.08945529860252,0.995863475340798,2.01672819726403,0.99487859391755,2.09220739019883
10000,0.8,1,1,50,15,2,3000001,0.998354422274238,1.99883039743372,0.955208657547037,2.66538539838723,0.983721077834795,2.05207244294108,0.980055035349314,2.21341548070749
10000,0.4,4,1,50,15,2,3000001,1.02231774692358,1.89543639511826,1.03801868444334,1.84618635732615,1.08802315328127,1.50462447082573,1.0370416354119,1.84880553656466
10000,0.8,4,1,50,15,2,3000001,1.02231774692358,1.89543639511826,1.02157287179911,1.87698416917578,1.13514624620176,1.28340285014772,1.0288175521259,1.80097900228009
10000,0.4,1,4,50,15,2,3000001,1.00859722116894,1.951958610834,1.02158327323012,1.93600323622586,1.01919771533063,1.90402786366311,1.02028234021695,1.95549152969033
10000,0.8,1,4,50,15,2,3000001,1.00859722116894,1.951958610834,0.989892299690397,2.13933013901295,1.01130395062692,1.95264044598251,0.991751589197423,2.01578820088403
10000,0.4,4,4,50,15,2,3000001,1.02806507519652,1.91749244137081,1.0110359376683,1.99321541283618,1.09221991266053,1.46867070635582,1.01193040381614,1.98642766593175
10000,0.8,4,4,50,15,2,3000001,1.02806507519652,1.91749244137081,1.04481291285751,1.52550688125004,1.07854172746406,1.435473145908,1.04240465477203,1.53549133462483
10000,0.4,1,1,50,15,2,3000002,1.02067520219093,1.9548954483749,1.01693413330463,2.00034433852765,1.01780597062155,1.95443815851322,1.01712170436149,2.00844379529858
10000,0.8,1,1,50,15,2,3000002,1.02067520219093,1.9548954483749,1.03283523797753,1.62117537683686,0.995266401379722,2.02712087763514,1.03245992734285,1.98483291496462
10000,0.4,4,1,50,15,2,3000002,1.00113722394837,2.0386684186848,0.998837397382318,2.09370169961957,1.0914426363882,1.53108643797416,0.99687947178607,2.09910414921966
10000,0.8,4,1,50,15,2,3000002,1.00113722394837,2.0386684186848,1.03082494011311,1.86065332342342,1.12720470879049,1.33776978308667,1.04324385713565,1.75873096566332
10000,0.4,1,4,50,15,2,3000002,0.977664415407171,2.01479491404555,0.971950936290249,2.08681744243115,0.980011414950181,2.01279993305705,0.970999748986993,2.10359757931592
10000,0.8,1,4,50,15,2,3000002,0.977664415407171,2.01479491404555,1.02267600669336,0.785368053672478,-35.0674510887135,546.45990675866,0.990132850622668,1.99755288682263
10000,0.4,4,4,50,15,2,3000002,1.02841931608783,1.83636711448891,1.02716277018065,1.85406893114551,1.10940072772975,1.31414059692639,1.0291398522699,1.84175655656058
10000,0.8,4,4,50,15,2,3000002,1.02841931608783,1.83636711448891,1.00076436515226,2.03659735179917,1.10389860220174,1.26044519568064,1.05408252294166,1.621910966824
10000,0.4,1,1,50,15,2,3000003,1.01433804577007,1.96951260472648,1.00324659853371,2.05561443724779,1.02452482637451,1.91004634692549,1.00341902054434,2.05749793905375
10000,0.8,1,1,50,15,2,3000003,1.01433804577007,1.96951260472648,0.981740963684595,2.09955471620575,1.02059191807537,1.90502592178556,0.975148247842245,2.06705365613856
10000,0.4,4,1,50,15,2,3000003,0.973798094313051,2.05905168216726,0.980936622974372,2.02350421326546,1.05129856015532,1.60738574067107,0.979552750036376,2.02727111023595
10000,0.8,4,1,50,15,2,3000003,0.973798094313051,2.05905168216726,1.08148335630934,1.33654693195679,1.11340958435784,1.33637345897825,1.07006440256976,1.39936496208723
10000,0.4,1,4,50,15,2,3000003,1.00926469837212,1.9930274703817,1.0344795174937,1.81006690532943,1.01811153450601,1.9397474115321,1.03142920557383,1.85035670271319
10000,0.8,1,4,50,15,2,3000003,1.00926469837212,1.9930274703817,1.00559584549239,2.45010078085196,1.00430145351618,1.98842925111455,1.03168032745986,2.04789579349464
