"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4","Vor1","Vor2","Vor3","Vor4","Vcc1","Vcc2","Vcc3","Vcc4","Vml1","Vml2","Vml3","Vml4","Vsp1","Vsp2","Vsp3","Vsp4"
4000,0.4,10,1,0.5,1,2,40,40,5,5000001,0.924201927036954,10.0954576533314,2.04304432587758,0.0364785142310068,0.980584377831941,10.005689302902,2.01509236298917,0.0522248823911936,0.915869177734643,10.1258489334278,2.06048007929007,0.0507990735351277,0.980104295188974,10.0077619289594,2.01512726064971,0.0521239450650522,0.0476864348160827,0.0694551224349134,0.0349505412281231,0.0105300993636151,0.0623126057118089,0.111533219102692,0.047678919528862,0.0130633332225223,0.0530446525265388,0.0819679379899761,0.0409654758639384,0.0122406985689042,0.0623040691769436,0.111493503511523,0.0476764668768009,0.013063014448368
8000,0.4,10,1,0.5,1,2,40,40,5,5000001,1.01154185987986,10.0362753453695,1.97575940544556,0.0111320852626906,1.02441495448435,10.0275652580834,1.95044540339202,-0.0018886622961321,1.01360539201217,10.0625746390412,1.96176495519445,-0.00063557480166753,1.02387151848567,10.02909990535,1.95055469108268,-0.00163016299436032,0.0354881558745327,0.0506462834944872,0.0255866293289678,0.00777183274126615,0.0475842632338383,0.0834224183583448,0.0358312990465755,0.0100540324876317,0.0403373778801267,0.0610774125058008,0.0309187647854646,0.00927353390789013,0.0475766144781466,0.0833857491258023,0.0358299215311588,0.0100536385318893
4000,0.6,10,1,0.5,1,2,40,40,5,5000001,0.94487278332447,10.0294933404045,2.06718378367849,0.0365902024957712,0.936634322660756,10.0998637553223,2.04882814975596,0.0185264451298292,0.918182263727793,10.1009978678354,2.06333615169067,0.0183857869540852,0.940355522408187,10.092446409782,2.04664445636981,0.0187452837413682,0.0495248100602942,0.0719419745610062,0.035498929648352,0.0104781902470928,0.076889003618979,0.153240726116496,0.0617100679855832,0.016563583653509,0.0586450235759652,0.0917649458156884,0.0476161865747411,0.0148958500982298,0.0768189991730501,0.152926586114857,0.0616873644643994,0.0165600750756777
8000,0.6,10,1,0.5,1,2,40,40,5,5000001,1.05890826059389,9.9346079148633,1.97963231432213,0.0119708833681723,0.992876526683092,10.0382305457479,2.00612788721373,-0.0119294589494872,0.941380983856667,10.1454039692198,2.05408961552369,0.00632428798726943,0.989579151878428,10.0448153790715,2.0101157261001,-0.0123219893077003,0.0360358915811373,0.0511782756549908,0.0258027675092505,0.00776114725370663,0.0568773553839597,0.111291049655205,0.0452488044314595,0.0128237713884276,0.0426617593000856,0.0654836585824119,0.03387290046071,0.010891750802075,0.0568284628179637,0.111061757468961,0.0452343967831601,0.0128206794604796
4000,0.8,10,1,0.5,1,2,40,40,5,5000001,0.947295185567439,10.0998705439474,1.99858532241006,0.031862122209024,0.748115526449091,10.6085897447366,2.08942268283332,0.0424613330322768,0.752792465750521,10.5403475975637,2.10381051661324,0.0391876047773521,0.756635783576505,10.5916162396144,2.08679445878341,0.0398171158308194,0.0501152113132769,0.072129470412165,0.0361417297056554,0.0106896960460267,0.107426419055562,0.253201715538506,0.0884053398811843,0.0234067304717571,0.0702353462409702,0.10929100190695,0.0584793631938799,0.0197022643588964,0.106977041173075,0.250586229545865,0.0882910237593442,0.0233897574559865
8000,0.8,10,1,0.5,1,2,40,40,5,5000001,1.00036342235962,10.0277246116666,2.01078173465757,0.00681289116293914,1.07478897431796,9.90820527932747,1.96056769742652,0.0170985797757305,0.964666217818203,10.2279123302888,1.97377389094931,0.0588497103475428,1.03562194699619,10.0567178060264,1.98046946105108,0.0115313901650676,0.035880837686209,0.0512945760153933,0.0256555685626278,0.00782189812858358,0.0765737809669956,0.179653521497165,0.0631471588908872,0.0170924491071853,0.0474713809852649,0.071171835534816,0.0389728100325235,0.0140653537386111,0.0760385079516025,0.17712753464379,0.0628916882929737,0.0170812147780464
4000,0.4,10,1,0.5,1,2,40,40,5,5000002,0.986293420077224,9.93917833223189,2.02882663607144,0.0289807297212672,0.980634630243559,9.96377992244747,2.02682104367458,0.0225620676905692,0.97542689533923,9.96230561763894,2.04393497714607,0.00360088357592573,0.981707954182411,9.96162479615481,2.02619781944616,0.0223101306636872,0.0497492511533673,0.0717571780727505,0.0356697788002486,0.0110452626189621,0.0673001501011888,0.117971652577797,0.0509121872717571,0.0141686606426028,0.0565526343966811,0.0873811948637936,0.0432976564998458,0.0132516309853977,0.0672905529463827,0.117939922925117,0.0509083650931082,0.0141683421006096
8000,0.4,10,1,0.5,1,2,40,40,5,5000002,1.00542090515211,9.9693531830837,1.99416503291915,-0.00739060240162991,0.976593838559976,9.99587590193233,2.02662342631069,0.00240557598890238,1.02414282076754,9.91997511169906,1.98841602033106,0.00039573829144178,0.977465034174064,9.99323735084738,2.02631521621683,0.00258026890236751,0.0359673110287597,0.0514500948650947,0.0260346648724057,0.00813813704024626,0.0477136914377479,0.0827431031475557,0.0365606386599097,0.0104272520468108,0.040408824923156,0.060834990436852,0.0310640639571374,0.00957057549462059,0.0477072118814321,0.0827144617657518,0.0365586500869687,0.0104265426571083
4000,0.6,10,1,0.5,1,2,40,40,5,5000002,0.964914913745067,10.00514996168,2.0103424708295,0.0316930936820889,1.00768176637482,9.87400288891265,2.00426275489749,0.0136011258601307,0.824692460283223,10.3271382172111,2.09126579575655,0.064632122736001,0.98092359492194,9.93926752837816,2.02652389036724,0.0172107591825288,0.0490629776036841,0.0708333224949733,0.0355584343375297,0.0110405466128411,0.078493954658677,0.154411789313696,0.0638317061234202,0.0173627952382018,0.0542849896919661,0.0830755178261644,0.0427775768825004,0.0144065408712627,0.0783256287821062,0.153723166370716,0.0637147070968918,0.0173430171146015
8000,0.6,10,1,0.5,1,2,40,40,5,5000002,0.976424219776846,10.0155934991403,2.00388309332889,-0.00688562485399534,0.993127213369243,9.9658907071685,1.97606426758973,-0.0298856855377543,1.02120293488155,9.8793238415031,1.97558361534151,-0.0254082840978537,0.991556613821795,9.96909404186942,1.97698616520472,-0.0288892132539856,0.0362568666536967,0.051989888910363,0.0259640160838853,0.00813725842026603,0.0572292748411972,0.114247644787421,0.0454695739098169,0.0135872321300233,0.0425078662373699,0.064890309983395,0.0347343271548038,0.0116320174205581,0.0571373458593157,0.113833726221464,0.0454466650515867,0.0135804810683992
