"n","q","B2","s2","x.mean","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
4000,0.7,0.2,0.09,0.5,1.2,1.2,1,1,100,15,3,5000001,1.00527260479023,0.202788717584005,-2.38864132769052,1.02154288376415,0.134088651938291,-2.4599884039424,1.00626815399002,0.196975494051174,-2.39054150657711,1.01859365194251,0.152479100226087,-2.46001983821491
4000,0.7,0.2,0.09,0.5,1.2,1.2,0,1,100,15,3,5000001,1.00527260479023,0.202788717584005,-2.38864132769052,1.02154288376415,0.134088651938291,-2.4599884039424,1.00927578439871,0.168980056980454,-2.39863487078153,1.01940606528919,0.14783766109955,-2.46008338980522
4000,0.7,0.2,0.09,0.5,1.2,1.2,1,0,100,15,3,5000001,1.00527260479023,0.202788717584005,-2.38864132769052,1.02154288376415,0.134088651938291,-2.4599884039424,1.00626815399002,0.196975494051174,-2.39054150657711,1.01834507819363,0.155071907218667,-2.46004845691037
4000,0.7,0.2,0.09,0.5,1.2,1.2,0,0,100,15,3,5000001,1.00527260479023,0.202788717584005,-2.38864132769052,1.02154288376415,0.134088651938291,-2.4599884039424,1.00927578439871,0.168980056980454,-2.39863487078153,1.01924895239146,0.149757942844959,-2.46012717916337
4000,0.7,0.2,0.09,0.5,1.2,1.2,1,1,100,15,3,5000002,1.01487367146651,0.181481122394586,-2.42611419468958,1.01791584061399,0.143861456421808,-2.44821426991053,1.00925144407375,0.191632007621345,-2.43394929607858,1.0164617710683,0.152958152069244,-2.44825204246914
4000,0.7,0.2,0.09,0.5,1.2,1.2,0,1,100,15,3,5000002,1.01487367146651,0.181481122394586,-2.42611419468958,1.01791584061399,0.143861456421808,-2.44821426991053,1.01228774211386,0.16301005402613,-2.44072797248658,1.01717917207828,0.148833155652777,-2.44827281056698
4000,0.7,0.2,0.09,0.5,1.2,1.2,1,0,100,15,3,5000002,1.01487367146651,0.181481122394586,-2.42611419468958,1.01791584061399,0.143861456421808,-2.44821426991053,1.00925144407375,0.191632007621345,-2.43394929607858,1.01629215497583,0.154682820879377,-2.44825931094757
4000,0.7,0.2,0.09,0.5,1.2,1.2,0,0,100,15,3,5000002,1.01487367146651,0.181481122394586,-2.42611419468958,1.01791584061399,0.143861456421808,-2.44821426991053,1.01228774211386,0.16301005402613,-2.44072797248658,1.01707471180733,0.15007833890085,-2.44828600240216
4000,0.7,0.2,0.09,0.5,1.2,1.2,1,1,100,15,3,5000003,1.00654993475563,0.186107136657288,-2.41605830098668,0.997519248018277,0.205382984444577,-2.45583053128341,0.999674391079685,0.205539483724714,-2.42322122826503,0.997158952676635,0.208298876051049,-2.45594534403177
4000,0.7,0.2,0.09,0.5,1.2,1.2,0,1,100,15,3,5000003,1.00654993475563,0.186107136657288,-2.41605830098668,0.997519248018277,0.205382984444577,-2.45583053128341,1.00264319985998,0.178198533882928,-2.4292216685356,0.997950535017947,0.203941139196671,-2.45593079625578
