"n","q","x.shape","c.shape","mx","mc","my","seed","Bor.(Intercept)","Bor.W","Bor3","Bcc.(Intercept)","Bcc.W","Bcc3","Bml.(Intercept)","Bml.W","Bml3","Bsp.(Intercept)","Bsp.W","Bsp3"
10000,0.4,1,1,100,15,3,8000001,0.992764598486463,2.00371346929869,0.0862349456814601,0.993139152355836,2.00781521535909,0.0859072764480545,0.992903796442054,2.00170762627645,0.0870730278949651,0.994093917419132,2.00819265388319,0.0858039016426801
10000,0.8,1,1,100,15,3,8000001,0.992764598486463,2.00371346929869,0.0862349456814603,0.976848729545511,2.07931091432101,0.0986734428941927,0.989662014321745,2.02217351032197,0.0929683394324122,0.985002487567601,2.06568266989524,0.0977828040267746
10000,0.4,4,1,100,15,3,8000001,0.996475296059846,2.01130834420422,0.0807073840171888,1.00609700617127,2.01730449335368,0.0607427685818757,1.36546975089672,1.52521092474965,0.0845477103300444,1.00335265720451,2.01974691015935,0.0609400336758935
10000,0.8,4,1,100,15,3,8000001,0.996475296059846,2.01130834420422,0.0807073840174504,0.990007027660663,2.02165691470096,0.0307213561093302,-16.2343487582696,28.4079251694707,-0.303773072776196,0.926900927131829,2.10568834106124,0.0345564901487734
10000,0.4,1,4,100,15,3,8000001,1.01923840375489,2.00490572603414,0.0854089533960174,1.05019654306659,1.94081661004441,0.0966190314965278,1.03739798158399,1.96852044795012,0.0914587992400536,1.0498899573215,1.94311161156021,0.0966773916821255
10000,0.8,1,4,100,15,3,8000001,1.01923840375489,2.00490572603414,0.0854089533960174,1.05206543738552,1.94907789618488,0.0771003127815098,1.03099152723041,2.02006975267793,0.0829646166018451,1.04616968106255,2.02910192339201,0.0748288621192188
10000,0.4,4,4,100,15,3,8000001,1.02846108060971,1.99023268884707,0.0860362540551305,1.00511222717685,2.01755814288567,0.0874961624346361,1.49929466800706,1.31294662707474,0.102560183809064,1.00172943072972,2.02164829921939,0.0876314235161506
10000,0.8,4,4,100,15,3,8000001,1.02846108060971,1.99023268884707,0.0860362540551299,0.953473242087456,2.12579554844897,0.0649014485443921,1.57613723345253,0.898705123368627,0.13402704425852,0.762519433278045,2.48020596238499,0.0726235116968068
10000,0.4,1,1,100,15,3,8000002,1.01429644565613,1.96638790908781,0.0897915748211213,1.02631995071201,1.94304675976975,0.0855282243174069,1.01377421674722,1.95801933384074,0.0866663075400641,1.02727620655307,1.9441083550726,0.0854497287167199
10000,0.8,1,1,100,15,3,8000002,1.01429644565613,1.96638790908781,0.0897915748211062,1.04523951751847,1.84567609267765,0.0478975044247685,0.99774698011233,1.99026345254298,0.0678769870055512,1.03232501382696,1.96045561581769,0.0444021030892305
10000,0.4,4,1,100,15,3,8000002,1.01160176483449,1.99771077101674,0.13193122341691,0.989907064966214,2.00435541522458,0.132185647643248,1.41287299926425,1.46265953542762,0.132764050390549,0.987230277699226,2.00664697662256,0.132491703737199
10000,0.8,4,1,100,15,3,8000002,1.01160176483449,1.99771077101674,0.13193122341691,0.928137480972319,2.12701138960489,0.14217107250337,-2.44312332029212,6.86830335011036,-3.72391285283634,0.811459404062215,2.28348929292817,0.148788888388631
10000,0.4,1,4,100,15,3,8000002,0.988421740503688,1.99714084092438,0.100772566512985,1.02046897801839,1.94051659805542,0.0794950548875265,0.993778221864989,1.99471792641562,0.0850896197077983,1.01903967666358,1.94581591697184,0.0795417928600124
10000,0.8,1,4,100,15,3,8000002,0.988421740503688,1.99714084092438,0.100772566515569,1.07621972402848,1.51725565913126,0.0886344191888338,0.995460535440287,1.99498730010259,0.0919139114559076,1.0335068838752,1.87988685625833,0.0894899507684422
10000,0.4,4,4,100,15,3,8000002,1.00084114542169,1.98653828580208,0.106742920147514,1.02964811973562,1.95115449938776,0.0862010087672019,1.52106699271704,1.24499806037475,0.111534631946735,1.02602401752156,1.95566649356563,0.0863109215222504
10000,0.8,4,4,100,15,3,8000002,1.00084114542169,1.98653828580208,0.106742920147514,1.08668809046716,1.83572485420599,0.094162005867403,1.57195507452746,0.859653589516322,0.130077352153854,0.848637938913808,2.27333790066922,0.104785865918842
10000,0.4,1,1,100,15,3,8000003,1.00099238847256,1.99759799572481,0.0938596348516698,0.989667363012599,2.02921773664207,0.0850327297529555,0.994909882119368,2.00506450330485,0.0865819003680166,0.990505825966484,2.02964132079196,0.0850090268738007
10000,0.8,1,1,100,15,3,8000003,1.00099238847256,1.99759799572481,0.0938596348513531,0.96924171006916,2.12087208296229,0.0782102379609704,0.981300203177718,2.0589330278169,0.0940785474020018,0.972503450530499,2.13009773668163,0.0769489738770242
10000,0.4,4,1,100,15,3,8000003,0.999120823078168,2.01005218580365,0.083395181061742,0.996306953245763,2.01560886182703,0.0799100229078357,1.37772749680637,1.50787515346581,0.0958860807941681,0.994687415354039,2.01687926636211,0.0800663090050477
10000,0.8,4,1,100,15,3,8000003,0.999120823078168,2.01005218580365,0.0833951810623664,0.988943453084954,2.0545100411799,0.0853366945888328,-3.08667196265255,7.92161852722496,-5.72345109272512,0.911846100016126,2.15952062875459,0.0898718096997866
10000,0.4,1,4,100,15,3,8000003,0.985700898684279,2.00906532611703,0.0884322623192566,1.00903214084652,1.96843782889355,0.0897802050519722,0.996576201098353,1.99170097079275,0.0920593633485532,1.00819687999901,1.97204289691431,0.0898136909525491
