"n","q","x.shape","c.shape","mx","mc","my","seed","Bor.(Intercept)","Bor.W","Bor3","Bcc.(Intercept)","Bcc.W","Bcc3","Bml.(Intercept)","Bml.W","Bml3","Bsp.(Intercept)","Bsp.W","Bsp3"
10000,0.4,1,1,100,15,3,9000001,1.00929738495351,2.00306167010142,0.125008837278742,0.995320537910952,2.03538349297244,0.122940524397628,0.992926958384596,2.02631222500655,0.117055060706167,0.99588553440863,2.03630244825841,0.123039306276373
10000,0.8,1,1,100,15,3,9000001,1.00929738495351,2.00306167010142,0.1250088372785,0.984620030578255,1.92284986604177,0.0919019585866962,1.00051256488508,1.9179206802631,0.0975541872339312,0.988421556386392,1.91299046899996,0.092088746406468
10000,0.4,4,1,100,15,3,9000001,1.01228877719002,2.00022787840066,0.095012225086707,1.0298648359891,1.98268317408243,0.100982350894144,1.40034259816276,1.48980877661388,0.105613449366553,1.0281478943141,1.9840388490877,0.101171160668696
10000,0.8,4,1,100,15,3,9000001,1.01228877719002,2.00022787840066,0.095012225086734,1.07407624235232,1.94179871732109,0.107826623119119,-40.5772847885592,64.9857673142987,-0.969005578946358,1.00901548122288,2.02675715804284,0.111727573687183
10000,0.4,1,4,100,15,3,9000001,1.00782091354276,2.00539347390613,0.0944457982955239,1.03845450852394,1.95154681228501,0.0896957902122532,1.02366742215917,1.97195368875061,0.0958015291693399,1.0373612680337,1.95558757786534,0.089753102908526
10000,0.8,1,4,100,15,3,9000001,1.00782091354276,2.00539347390613,0.0944457982955953,1.01955449292761,1.97164439506523,0.160879703568578,1.02896324617331,1.88782094380866,0.0844117309466332,1.02416507938822,1.8864759909015,0.163442141240093
10000,0.4,4,4,100,15,3,9000001,1.02221970142196,1.97862492086973,0.0944448012438844,0.984755070435406,2.03736193752896,0.111401724966983,1.5020734635499,1.29575190412608,0.123271263782836,0.981530424794783,2.041260010912,0.111520486667046
10000,0.8,4,4,100,15,3,9000001,1.02221970142196,1.97862492086973,0.0944448012437568,0.984210245883932,2.09444770001868,0.128794982384796,1.56604780955441,0.921955434767436,0.147519223864973,0.768122830412872,2.50014590836783,0.137837119291501
10000,0.4,1,1,100,15,3,9000002,1.01384248895964,1.99692028393866,0.0843688300016022,1.00854447474103,1.97545167875492,0.0865188052323032,1.01464050571342,1.97929846269268,0.087854182448328,1.0099972121787,1.97627431862308,0.0863821780697122
10000,0.8,1,1,100,15,3,9000002,1.01384248895964,1.99692028393866,0.0843688300014318,1.00885835063999,2.00272503471512,0.0724045177499697,1.01296403748737,1.99206816313523,0.107697521010019,1.01097449059593,2.03901626392477,0.069016452241622
10000,0.4,4,1,100,15,3,9000002,1.02139555445194,1.97611333611412,0.0952872804775195,1.00960126065081,1.98851296652843,0.0964837151296677,1.37903955407834,1.50720638452701,0.0949788979969289,1.00819852673883,1.98945328209749,0.0967017700582797
10000,0.8,4,1,100,15,3,9000002,1.02139555445194,1.97611333611412,0.0952872804776417,0.986937936626115,2.03040467273912,0.10457085423719,40.2507891777263,-57.8045533517516,-1.22634301942986,0.924798215608001,2.11055847271451,0.108728967679662
10000,0.4,1,4,100,15,3,9000002,1.02086824928394,1.97609828576216,0.0921707911330091,1.01681043361819,1.97560300112683,0.0922494189853933,1.02132435554428,1.9762330147089,0.0955575166370687,1.01666065238325,1.97783665819568,0.0923084003293458
10000,0.8,1,4,100,15,3,9000002,1.02086824928394,1.97609828576216,0.092170791133009,1.03175866920489,2.04875190922479,0.0872715095172,1.0326943979672,1.96062492244048,0.1184783938071,1.03398249880342,2.09247439040988,0.0849300587752826
10000,0.4,4,4,100,15,3,9000002,0.983381438373231,2.02572466524449,0.0961739172452692,0.978009259442151,2.04295790584571,0.100419551769166,1.44237947532416,1.3736905767826,0.113797088062768,0.976037114482885,2.04525940055628,0.100520452050411
10000,0.8,4,4,100,15,3,9000002,0.983381438373231,2.02572466524449,0.0961739172452688,0.91601287140183,2.13690316899626,0.0671146901378134,3.81581462804684,-1.39863647980769,-5.29868152454138,0.736519593432393,2.47578541302053,0.0739391825242292
10000,0.4,1,1,100,15,3,9000003,1.00260832687349,2.0020945171998,0.105700282025156,0.993911613622206,2.00302483559021,0.100617381697763,0.993399612869829,2.00904363078843,0.108861271495856,0.996368544890346,2.00307359708441,0.100364960374714
10000,0.8,1,1,100,15,3,9000003,1.00260832687349,2.0020945171998,0.10570028202542,0.972650217462846,2.17723906565906,0.0814386785393565,0.993055102455409,1.97198496487017,0.114000006096444,0.98231502228738,2.16794658117421,0.0804879904372179
10000,0.4,4,1,100,15,3,9000003,0.9917806504854,2.01426393818931,0.108863930042171,0.980056519551979,2.02525829258206,0.113837785884375,1.34528602060414,1.54355968742702,0.121561726545268,0.9768963428006,2.02786132314058,0.114130044270204
10000,0.8,4,1,100,15,3,9000003,0.9917806504854,2.01426393818931,0.108863930042171,0.997618989559923,2.00250198229052,0.0955292321395951,5.0912243162506,-3.18996365381686,-4.36770943526619,0.947871309605433,2.06303624072823,0.0991050351404927
10000,0.4,1,4,100,15,3,9000003,0.993650575748887,2.00596747759482,0.084842194375795,0.969416573629794,2.03887366709567,0.0872383445552922,0.984973571140628,2.01319684235547,0.0805769011847505,0.969307672815658,2.0409569484486,0.0873245058840025
10000,0.8,1,4,100,15,3,9000003,0.993650575748887,2.00596747759482,0.0848421943834645,0.944188350895446,2.22508522572024,0.0518027442521374,0.97816594088118,1.9944478034054,0.0758799133310811,0.950651687610081,2.22051909159881,0.0495137862505132
10000,0.4,4,4,100,15,3,9000003,0.995090529799282,2.01181787197525,0.0859263315031782,1.02369803412854,1.96942065694758,0.0912573922286829,1.40860560069411,1.41165104637154,0.0910034813595383,1.02340119672825,1.96957199206819,0.0913695440609774
10000,0.8,4,4,100,15,3,9000003,0.995090529799282,2.01181787197525,0.085926331503162,0.988590407254252,2.05183057750978,0.133072339729982,1.49970680794996,0.999400491276285,0.157529313392036,0.775451956359237,2.4524997187189,0.142081589119617
10000,0.4,1,1,100,15,3,9000004,1.0009834153797,2.00181901167061,0.0819433088184651,1.01531487495049,1.98428910478115,0.0812148457086562,1.00525341838542,1.99458090901882,0.0874754322702671,1.01677739442403,1.98604993201768,0.0813141472156433
