"n","q","x.shape","c.shape","mx","mc","my","seed","Bor.(Intercept)","Bor.W","Bor3","Bcc.(Intercept)","Bcc.W","Bcc3","Bml.(Intercept)","Bml.W","Bml3","Bsp.(Intercept)","Bsp.W","Bsp3"
10000,0.4,1,1,100,15,3,4000001,0.996472358933973,2.00640570923013,0.0977440609763834,1.0170324764767,1.98220294011183,0.0973645924111063,1.00688900552196,1.9885451919744,0.108709074430905,1.01836501750111,1.98335856449676,0.0970408606611836
10000,0.8,1,1,100,15,3,4000001,0.996472358933973,2.00640570923013,0.0977440609763739,1.01684948504058,2.00057962397738,0.0641171212023596,1.0011804017884,1.94342848981405,0.0993093003909545,1.02361890371974,2.02866203669885,0.0609526887121971
10000,0.4,4,1,100,15,3,4000001,1.00735571867544,2.00315045999324,0.0843013542684644,1.03587366570463,1.97330304646936,0.0712486672273023,1.41191645865839,1.4697266941386,0.0914480780065781,1.03251225294969,1.97623445130229,0.071463677707958
10000,0.8,4,1,100,15,3,4000001,1.00735571867544,2.00315045999324,0.0843013542687956,1.05973012238276,1.99026806887496,0.0619588697471287,-3.40445742045213,8.29888284368181,-7.67365968065093,0.980292440046648,2.09817787066762,0.0664258916487181
10000,0.4,1,4,100,15,3,4000001,1.01453552004648,1.99441747677252,0.0868217832696357,1.00197177744831,2.04313387096308,0.0907088110951066,1.01744366996778,1.98903871371003,0.0951029573296956,1.00097939545943,2.04739690141886,0.0908083448605527
10000,0.8,1,4,100,15,3,4000001,1.01453552004648,1.99441747677252,0.086821783270177,0.999749986043023,1.97322494674708,0.0667977111847049,1.01019014382497,1.97202567652914,0.0730538521186491,0.99466310836111,2.02929901174986,0.0660539303320107
10000,0.4,4,4,100,15,3,4000001,1.01655962776106,1.98571770096588,0.101300325118755,1.00462112556344,2.00646670119741,0.099643633541482,1.50983114224825,1.28124838584494,0.120674259604492,1.00118658235694,2.01069339744227,0.0997723436126814
10000,0.8,4,4,100,15,3,4000001,1.01655962776106,1.98571770096588,0.101300325118755,1.01845390186621,1.98199346205577,0.121815468541418,1.56569056472956,0.886603811122162,0.14368359088952,0.791602574047267,2.4058143291874,0.132239059664186
10000,0.4,1,1,100,15,3,4000002,1.01547193941848,1.99022474383395,0.106675961052539,1.03197074714793,1.97960454932969,0.0964023570225317,1.02280680182721,1.97533600754691,0.105060274422935,1.03326272224185,1.98014692214263,0.0963384044893315
10000,0.8,1,1,100,15,3,4000002,1.01547193941848,1.99022474383395,0.106675961052539,1.09449808094068,1.69220576987684,0.112984618563319,1.03436165623541,1.92200831080511,0.12233051412672,1.07936149526208,1.82661259274789,0.110086661276135
10000,0.4,4,1,100,15,3,4000002,0.988736135029819,2.01536929670213,0.0803304009446573,0.990586216499557,2.01216180224495,0.0721118347634374,1.39652342759845,1.47718563301769,0.0905061676692177,0.987593867035135,2.01488715026426,0.072333416426403
10000,0.8,4,1,100,15,3,4000002,0.988736135029819,2.01536929670213,0.0803304009446573,0.987788514748799,2.00324061951312,0.0879079790530087,-5.46521928411685,10.9492800173201,-11.204555963111,0.913429012143793,2.09970414424459,0.0928209097195345
10000,0.4,1,4,100,15,3,4000002,1.00435956487252,1.99864431293326,0.079760368397114,1.0113119233262,1.95409923070401,0.0836447060517707,1.00962943514099,1.97280299890837,0.0708057173964394,1.01142656842132,1.95575497743022,0.0837576930388079
10000,0.8,1,4,100,15,3,4000002,1.00435956487252,1.99864431293326,0.0797603683971142,1.0210274391792,1.87910609881764,0.107186763553544,1.02811222101259,1.95617875118033,0.103262329337857,1.01518086124795,1.9422646093476,0.105260546804386
10000,0.4,4,4,100,15,3,4000002,1.01787213894814,1.97902303308372,0.0995823387378319,1.02625395799438,1.96999980495094,0.0994621279091938,1.52989564552587,1.257447643176,0.113469257884429,1.02283591664495,1.97418667482783,0.0995941575438967
10000,0.8,4,4,100,15,3,4000002,1.01787213894814,1.97902303308372,0.099582338737834,0.998040533951326,2.00997496800565,0.0927576671325327,1.60343045871704,0.837120694832996,0.13150366596984,0.794733848197624,2.38681229920357,0.101508193012941
10000,0.4,1,1,100,15,3,4000003,1.00274567786848,1.99771261777246,0.0912022398211746,0.994416594079309,2.00604541228032,0.0915680732638312,1.00390020433988,1.99247525227248,0.0869084665750638,0.99545197307162,2.00639227333593,0.0915227163597716
10000,0.8,1,1,100,15,3,4000003,1.00274567786848,1.99771261777246,0.0912022398251617,1.00308716085252,1.9515853601388,0.140539583908805,1.01778388751875,1.9420869134497,0.11647972492535,1.00231933609217,1.96516903234322,0.143308443425946
10000,0.4,4,1,100,15,3,4000003,0.995158787719902,2.00205618301904,0.0848002648346314,0.963640352200178,2.03778771996221,0.0805638424015481,1.31789156072482,1.57182316015637,0.0750206074606485,0.961979792493654,2.03891497066098,0.0807937556620598
10000,0.8,4,1,100,15,3,4000003,0.995158787719902,2.00205618301904,0.08480026483463,1.02529611424149,1.89499768481157,0.110871780090921,1.52138123844292,1.09430642518608,0.114799133892662,1.03175043227045,1.87000968720307,0.114826877434277
10000,0.4,1,4,100,15,3,4000003,1.00263353082497,1.99301282538511,0.097220236688521,0.974529734289605,2.05154893645928,0.0988048003599517,0.996299134492708,1.99550502107321,0.102290406425393,0.97460302819504,2.05280536449812,0.0988331173384923
10000,0.8,1,4,100,15,3,4000003,1.00263353082497,1.99301282538511,0.097220236688521,1.01332751908445,1.77468607440327,0.12273277576177,1.00497720960493,1.9811194328693,0.120780410881917,0.997094258041242,1.91218868160184,0.120941018893067
10000,0.4,4,4,100,15,3,4000003,1.0007989628879,1.98634488010502,0.0822862510925793,1.01441605644549,1.96071358992407,0.0906344920914724,1.39189980619815,1.4123684669959,0.0854877372538198,1.01545357919775,1.95912861252411,0.0907627391221091
