"n","q","x.shape","c.shape","mx","mc","my","seed","Bor.(Intercept)","Bor.W","Bor3","Bcc.(Intercept)","Bcc.W","Bcc3","Bml.(Intercept)","Bml.W","Bml3","Bsp.(Intercept)","Bsp.W","Bsp3"
10000,0.4,1,1,100,15,3,6000001,0.999514293519726,2.0012769510498,0.0803173527919566,1.00621286333893,1.98356140300201,0.0843477748408171,1.01429381091054,1.97743731042855,0.0800603679659424,1.00809250521031,1.98452045545692,0.0843853250479486
10000,0.8,1,1,100,15,3,6000001,0.999514293519726,2.0012769510498,0.080317352794855,1.06935776450711,1.77692211854428,0.1334498275825,1.0175312240379,2.02178339367744,0.120142334070536,1.05756499344641,1.89311725714326,0.130340567239199
10000,0.4,4,1,100,15,3,6000001,1.00157172088036,1.98736307205219,0.0881337173481339,0.989338494198157,2.00164565286731,0.0957021419282569,1.41051915887028,1.44960165772512,0.0979845951472904,0.983730551683498,2.00676108571049,0.096299462017522
10000,0.8,4,1,100,15,3,6000001,1.00157172088036,1.98736307205219,0.0881337173481974,0.931024682881303,2.06430163323491,0.0517531482050381,-4.05861073971071,9.03925767622629,-7.58265298661948,0.844139572894648,2.17983132422998,0.0567697640189493
10000,0.4,1,4,100,15,3,6000001,0.990831286056877,1.99827821303639,0.0908380390663059,0.998502577861686,1.98687679968482,0.0709243353503305,0.994877218568299,1.98893073186275,0.0834539456614139,0.997830470471211,1.99069449730376,0.0708882453563952
10000,0.8,1,4,100,15,3,6000001,0.990831286056877,1.99827821303639,0.0908380390663058,0.937942050643701,2.28139352632921,0.087437908047853,0.975560613168571,2.04221232217037,0.0536052154841471,0.947935873949305,2.21722538102491,0.08549783642785
10000,0.4,4,4,100,15,3,6000001,1.0039448555515,1.98989160958285,0.0921740042504868,1.02078387673521,1.96669404110293,0.093566936091279,1.55579572727646,1.20788403549715,0.113425497912782,1.01642405826488,1.972097291083,0.0937470506545421
10000,0.8,4,4,100,15,3,6000001,1.0039448555515,1.98989160958285,0.0921740042504872,1.13767875043055,1.7604650514965,0.0834095496264308,7.57828177769517,-14.3123028877961,-1305.7976619676,0.902737338077619,2.20401177671423,0.0946384500522499
10000,0.4,1,1,100,15,3,6000002,1.03015007399396,1.97626537168797,0.073574203371823,1.02709757849548,1.98050851069634,0.0698036602570426,1.02050984150043,1.99728493517798,0.0727923579536527,1.02834871863703,1.98118767958809,0.069690787683334
10000,0.8,1,1,100,15,3,6000002,1.03015007399396,1.97626537168797,0.0735742033718231,1.03477955431067,2.02366675512509,0.0822824573908963,1.00743496650593,2.03658581097307,0.0984045033550031,1.0394880109554,2.05312085177335,0.0801756849932356
10000,0.4,4,1,100,15,3,6000002,1.00809348509338,2.01019448183658,0.0780950917310842,0.963418001402876,2.05521650674061,0.0903043274205673,1.38957657924556,1.50061631916935,0.104855771267747,0.960376502783311,2.05788922924076,0.0905693919502394
10000,0.8,4,1,100,15,3,6000002,1.00809348509338,2.01019448183658,0.0780950917327435,0.909771855876921,2.10438102162996,0.0971041656243179,-15.2455588062688,26.5636811697446,0.173021493565401,0.830667533251283,2.20875527884833,0.101595637742982
10000,0.4,1,4,100,15,3,6000002,1.00595149004651,1.99307768052051,0.101124733707764,0.986620815219629,2.04523313574343,0.104495680135278,1.00059434980124,2.00072564757662,0.108453714325831,0.986452900877825,2.04725219245511,0.104526948073418
10000,0.8,1,4,100,15,3,6000002,1.00595149004651,1.99307768052051,0.101124733708338,0.980449956575183,2.03052636172686,0.104232869722824,0.980831786493998,2.06034514775561,0.0988002149564455,0.983694012968821,2.02938831962696,0.102330203080535
10000,0.4,4,4,100,15,3,6000002,0.964796372229873,2.04871115296707,0.095410946169068,0.944797742688819,2.06854805389147,0.0912618082641662,1.446389551563,1.35349501474217,0.105203981951174,0.941938644250551,2.07202287031127,0.0913922342179882
10000,0.8,4,4,100,15,3,6000002,0.964796372229873,2.04871115296707,0.0954109461732864,0.912613226760909,2.13200527923265,0.0784577257736629,-70.5801816180002,130.07055719924,-51.0608678425042,0.729110576674573,2.47534599519186,0.0854725543035348
10000,0.4,1,1,100,15,3,6000003,0.997191784305253,1.99771225638424,0.0879601136409919,1.03078574391364,1.94449278220737,0.0898932502709974,1.01216417865486,1.98208541826621,0.099031064883704,1.03182904151125,1.94608536565518,0.0898752752874002
10000,0.8,1,1,100,15,3,6000003,0.997191784305253,1.99771225638424,0.0879601136409919,1.05190411650041,1.77407673657504,0.0991460281854903,0.99663602398595,2.02213125090505,0.10829989724883,1.03330906800692,1.90559461483281,0.0985379704888723
10000,0.4,4,1,100,15,3,6000003,1.03360751279263,1.96147892332537,0.107382584117749,1.02272315301894,1.9667366032601,0.115793814078494,1.45159640809458,1.41243599304234,0.12723170921249,1.01942443455545,1.96953791924655,0.116085884451087
10000,0.8,4,1,100,15,3,6000003,1.03360751279263,1.96147892332537,0.107382584114596,1.08648718964084,1.89576463631455,0.136353486967341,-5.20847860958283,10.5427706491042,-10.7479534605979,1.01819397134994,1.98304689230461,0.14077759128183
10000,0.4,1,4,100,15,3,6000003,0.97027463384872,2.02335771046456,0.114919577076244,0.964815216062479,2.03924351092188,0.0951514968963152,0.966636782657943,2.02834635584751,0.100120145299205,0.964915777508911,2.04119661249093,0.0951823001413398
10000,0.8,1,4,100,15,3,6000003,0.97027463384872,2.02335771046456,0.114919577076244,0.979025825137367,1.96484225761027,0.116445273427236,0.966907875862469,2.00624776071701,0.115998946590526,0.976716905752748,2.02599844338322,0.113244126344484
