"n","q","x.shape","c.shape","mx","mc","my","seed","Bor.(Intercept)","Bor.W","Bor3","Bcc.(Intercept)","Bcc.W","Bcc3","Bml.(Intercept)","Bml.W","Bml3","Bsp.(Intercept)","Bsp.W","Bsp3"
10000,0.4,1,1,100,15,3,5000001,0.990327174952895,2.01587676927061,0.107589719188597,0.998161587921383,2.01596384358498,0.103907250697953,0.984712214711166,2.02547617866991,0.1190637779452,0.998441987238241,2.01759221632978,0.103749546019211
10000,0.8,1,1,100,15,3,5000001,0.990327174952895,2.01587676927061,0.107589719188597,1.00581608677191,1.99976490103175,0.0915234975864711,0.973487959933006,2.07261425009918,0.0972183674198943,1.00111914784252,2.05737710787481,0.0908124574119572
10000,0.4,4,1,100,15,3,5000001,1.01823949644538,1.97369174383602,0.0940882282356151,1.00944242684332,1.97803230815908,0.0986420951849067,1.34543419146721,1.53678678211876,0.092405019679213,1.00826472417678,1.97875737288793,0.0988450825417271
10000,0.8,4,1,100,15,3,5000001,1.01823949644538,1.97369174383602,0.0940882282356153,0.980005724374558,2.00679969647328,0.109471528144457,4.23851835734635,-1.71258516208044,-3.54406442785899,0.9314472520872,2.06532789832341,0.112870629096627
10000,0.4,1,4,100,15,3,5000001,1.00559781963598,1.98561902305055,0.0956462786398957,1.00526905561344,1.97461079079278,0.0923355946839721,0.990282688185667,2.01924403025716,0.0831134774138794,1.00476720845938,1.97754778765861,0.0924070986699347
10000,0.8,1,4,100,15,3,5000001,1.00559781963598,1.98561902305055,0.0956462786458548,1.01449760859633,1.78716203300668,0.0973843723754354,0.989035031749485,2.02161411342063,0.0912108586171074,0.99329948594506,1.95744974223117,0.0964780312953222
10000,0.4,4,4,100,15,3,5000001,1.05404429565073,1.94138219405476,0.0925533172673741,1.04391063844404,1.93879126964238,0.0903193405723468,1.44495485593392,1.36150907031683,0.0888987761727892,1.04395576883628,1.93846406809629,0.0904441309660313
10000,0.8,4,4,100,15,3,5000001,1.05404429565073,1.94138219405476,0.0925533172759768,1.10438882425682,1.85574949080267,0.0806545027094848,-7.89928293566287,16.6728729450211,-14.5484543623438,0.96890187388483,2.1035460811661,0.0847667799127271
10000,0.4,1,1,100,15,3,5000002,0.996276386225636,1.99896655349251,0.0840001003071782,0.990679239125307,2.016794518491,0.0838321497411035,0.984130816959276,2.03089879716243,0.0846329417212068,0.991603933102247,2.01791565655331,0.0838135585624481
10000,0.8,1,1,100,15,3,5000002,0.996276386225636,1.99896655349251,0.0840001003086902,1.00411173611606,1.81544751373355,0.0925190079168737,0.974513135208204,2.06712971054562,0.0898546088936809,0.987080310031911,1.92778712596609,0.0898256188452102
