"n","q","B2","s2","x.mean","x.shape","c.shape","specify.x.gamma","specify.c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bcc.B1","Bcc.B2","Bcc.B3","Bml.B1","Bml.B2","Bml.B3","Bsp.B1","Bsp.B2","Bsp.B3"
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801502831,0.990715662918841,0.248736421238611,-2.38859281872318,0.995496678614075,0.206451298325632,-2.3944866888952,0.991227300304157,0.247031529050279,-2.38853663664566
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801517891,0.99693285032056,0.148177020518266,-2.36822365060057,0.98932312891906,0.218004605212366,-2.40691457673167,0.992952188504392,0.183197982312966,-2.36807373685749
10000,0.6,0.2,0.09,0.5,1.1,1.1,0,1,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801502831,0.990715662918841,0.248736421238611,-2.38859281872318,1.01632411496927,0.0798786289276004,-2.3696881337837,0.989519609836243,0.259906527045782,-2.38897259334704
10000,0.8,0.2,0.09,0.5,1.1,1.1,0,1,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801517891,0.99693285032056,0.148177020518266,-2.36822365060057,0.9994919665385,0.0808847821446895,-2.37832135065329,1.00425442230796,0.0914488361993674,-2.36810918834146
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,0,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801502831,0.990715662918841,0.248736421238611,-2.38859281872318,0.995496678614075,0.206451298325632,-2.3944866888952,0.991310620102688,0.247133589303063,-2.38852299612115
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,0,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801517891,0.99693285032056,0.148177020518266,-2.36822365060057,0.98932312891906,0.218004605212366,-2.40691457673167,0.992757569396015,0.186568211543207,-2.36808950308715
10000,0.6,0.2,0.09,0.5,1.1,1.1,0,0,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801502831,0.990715662918841,0.248736421238611,-2.38859281872318,1.01632411496927,0.0798786289276004,-2.3696881337837,0.990914855561082,0.253745201608742,-2.38924239012359
10000,0.8,0.2,0.09,0.5,1.1,1.1,0,0,100,15,3,9000001,0.994827790838355,0.210186256048531,-2.39493801517891,0.99693285032056,0.148177020518266,-2.36822365060057,0.9994919665385,0.0808847821446895,-2.37832135065329,1.00430738452848,0.0924650999758607,-2.36826481540542
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,9000002,1.00183771887638,0.2022941215711,-2.41731706802888,1.00868462902639,0.159668678200699,-2.41994799645621,1.00340110368281,0.199516763047057,-2.41304103389291,1.00791357227434,0.163876042748482,-2.41992340873433
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,1,100,15,3,9000002,1.00183771887638,0.2022941215711,-2.41731706834664,1.00852021040055,0.193341617700996,-2.44607955239828,1.00681285593486,0.192398650765879,-2.40585396058864,1.00791075274481,0.20490850467719,-2.44641207323218
10000,0.6,0.2,0.09,0.5,1.1,1.1,0,1,100,15,3,9000002,1.00183771887638,0.2022941215711,-2.41731706802888,1.00868462902639,0.159668678200699,-2.41994799645621,1.01689133723354,0.0864331913454722,-2.40135412842636,1.01240989737735,0.144870797365543,-2.42009552809729
10000,0.8,0.2,0.09,0.5,1.1,1.1,0,1,100,15,3,9000002,1.00183771887638,0.2022941215711,-2.41731706834664,1.00852021040055,0.193341617700996,-2.44607955239828,3.21109270804588,-15.1016718494413,-6.46800846415662,1.02034665457173,0.110273148360225,-2.44555264629883
10000,0.6,0.2,0.09,0.5,1.1,1.1,1,0,100,15,3,9000002,1.00183771887638,0.2022941215711,-2.41731706802888,1.00868462902639,0.159668678200699,-2.41994799645621,1.00340110368281,0.199516763047057,-2.41304103389291,1.00774249719279,0.165383436953346,-2.41990808406415
10000,0.8,0.2,0.09,0.5,1.1,1.1,1,0,100,15,3,9000002,1.00183771887638,0.2022941215711,-2.41731706834664,1.00852021040055,0.193341617700996,-2.44607955239828,1.00681285593486,0.192398650765879,-2.40585396058864,1.00787917180337,0.207041601915263,-2.4465269658897
