"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bor3","Bcc1","Bcc2","Bcc3","Bml1","Bml2","Bml3","Bsp1","Bsp2","Bsp3"
10000,0.4,1,1,100,15,2,3000001,0.998274103520868,1.99877331047965,0.0996324004981349,0.99397950020534,2.09382150869002,0.0959459791195413,0.995776140102754,2.02223485957056,0.0969383013518339,0.994302814272986,2.09365189782029,0.0959436909948274
10000,0.8,1,1,100,15,2,3000001,0.998274103520868,1.99877331047965,0.0996324004981349,0.953022443713914,2.69786209327175,0.0596460682292274,0.976265318789822,2.136707924386,0.0807827746257224,0.97368983506311,2.35540500499515,0.0577636308712709
10000,0.4,4,1,100,15,2,3000001,1.02340705044467,1.89033276600347,0.0901318096105163,1.03987433263997,1.83867889059438,0.0713457142785968,1.09778072019604,1.41283610442051,0.0824892393983329,1.03987130751437,1.83775326879053,0.07134103870106
10000,0.8,4,1,100,15,2,3000001,1.02340705044467,1.89033276600347,0.0901318096105163,1.02262581882335,1.87097990816655,0.0830024189859513,1.12414770970154,1.04199624724329,0.0837181504913537,1.07077215056268,1.59133726938766,0.0836199497451946
10000,0.4,1,4,100,15,2,3000001,1.00901684163167,1.94961376596432,0.0834145809060492,1.02263672793623,1.93287962789942,0.0680085215475728,1.02032947601506,1.89536184951606,0.0906380938089082,1.02218651133781,1.93912656802767,0.0678709026918241
10000,0.8,1,4,100,15,2,3000001,1.00901684163167,1.94961376596432,0.0834145809060492,0.989398954480635,2.1461306826136,0.101142646606697,1.00036937635624,2.02856107367015,0.0764475908960542,0.990643334140326,2.02783898203141,0.101402502300892
10000,0.4,4,4,100,15,2,3000001,1.02943489919067,1.91346534246879,0.0981797534701391,1.01157458907437,1.9928842649514,0.0846933090513883,1.11267168688943,1.33430210043554,0.0897530096101139,1.01296535290575,1.9850600143031,0.0847438035724766
10000,0.8,4,4,100,15,2,3000001,1.02943489919067,1.91346534246879,0.0981797534701391,1.04700017951723,1.50234741865919,0.0592544070770951,1.07998170142181,1.1131029475617,0.0802041251350213,1.07473152552183,1.30396362232369,0.0595771650327432
10000,0.4,1,1,100,15,2,3000002,1.02168433499555,1.95269394716285,0.112820874643264,1.01776066884599,2.00036114529456,0.115252962899699,1.02433607238792,1.91807556402919,0.113566689508699,1.01789379584859,2.00149801580649,0.115368666798277
10000,0.8,1,1,100,15,2,3000002,1.02168433499555,1.95269394716285,0.112820874643264,1.03443788812261,1.60268538332178,0.0636561002191147,1.00254168108793,1.95473908019038,0.0945558359377168,1.03085327407578,1.90546161209816,0.0590221261060316
10000,0.4,4,1,100,15,2,3000002,1.0011927305394,2.04055577966135,0.107236689512866,0.998780652087667,2.09827517164958,0.104328795209463,1.11285411985305,1.38862689816985,0.100171681375382,0.998762894473455,2.09627895115266,0.104432151151072
10000,0.8,4,1,100,15,2,3000002,1.0011927305394,2.04055577966135,0.107236689512866,1.03232946993494,1.85385197264337,0.132871302982467,1.14250993483534,0.968952179787615,0.103261350309417,1.10204672455083,1.44127092795249,0.135180274783669
10000,0.4,1,4,100,15,2,3000002,0.976574241249989,2.01551703675889,0.0984301401621864,0.970581893798325,2.09105490179729,0.106101412265458,0.981527429424745,1.99118625130724,0.101926328039567,0.970985484809543,2.08866559972525,0.106026172043092
10000,0.8,1,4,100,15,2,3000002,0.976574241249989,2.01551703675889,0.0984301401621864,1.02378279646116,0.726083267421564,0.0943151956489216,0.987412827776704,1.94797734716339,0.106579757003995,0.98717561475357,1.90142097448356,0.0922647094883324
10000,0.4,4,4,100,15,2,3000002,1.02980643017186,1.82838038182436,0.116154762225758,1.02848855370627,1.84694620376249,0.115415252893767,1.13983928397337,1.137724500384,0.110392097499398,1.03107252842813,1.83299711283396,0.11543246629292
10000,0.8,4,4,100,15,2,3000002,1.02980643017186,1.82838038182436,0.116154762225758,1.00080167293492,2.03838362638656,0.116511834503337,1.13680061909195,0.855697448032289,0.110883633106217,1.10157304424368,1.29439067572459,0.118082494202317
10000,0.4,1,1,100,15,2,3000003,1.01503786926912,1.96802455007947,0.0767473819103523,1.00340506126861,2.05832891387149,0.0919394304616387,1.02366390071462,1.92406614610056,0.0833167126167879,1.00352339608406,2.05722881643675,0.0920408824669706
10000,0.8,1,1,100,15,2,3000003,1.01503786926912,1.96802455007947,0.0767473819103523,0.980849761153344,2.10441386723364,0.139928028840034,1.01457535182806,1.98216765365639,0.0762097470078992,0.971636145660083,2.02364663749921,0.141290842366853
10000,0.4,4,1,100,15,2,3000003,0.972519209476608,2.06193392675635,0.0924865917578434,0.980006161499517,2.0246514268421,0.0786990526185058,1.05993567003257,1.50823871146426,0.081858106115891,0.979953679715804,2.02344515743551,0.0787318534756712
10000,0.8,4,1,100,15,2,3000003,0.972519209476608,2.06193392675635,0.0924865917578434,1.08546046507584,1.30416455189064,0.0775496417577301,1.09706695763226,1.09023817145306,0.0862019257146772,1.10153399057345,1.21948084777381,0.0778789286338879
10000,0.4,1,4,100,15,2,3000003,1.00971689762831,1.9926871492422,0.106099584876974,1.03616242302803,1.80079648974917,0.105327632894208,1.02082704895721,1.9376395904897,0.11345688830035,1.03498616819899,1.81487014705538,0.105358970293601
10000,0.8,1,4,100,15,2,3000003,1.00971689762831,1.9926871492422,0.106099584876974,1.00586897226541,2.47206968152585,0.067208901159437,1.00574667502559,1.98593624101494,0.0994379457463735,1.02838562207767,2.10118998675978,0.0648555782960644
10000,0.4,4,4,100,15,2,3000003,1.01397401869574,1.9476684802075,0.118791766280473,0.963628706871037,2.18301692520631,0.0901899804323335,1.08692006473163,1.38974414553547,0.103658614108068,0.965430803064186,2.17312887169031,0.0902154032484742
10000,0.8,4,4,100,15,2,3000003,1.01397401869574,1.9476684802075,0.118791766280473,0.956602482324778,2.16613758907462,0.114187700776297,1.0787556778098,1.07790926737431,0.10282791255412,1.04297054474737,1.53584008262338,0.116364207672689
10000,0.4,1,1,100,15,2,3000004,0.992584375841827,2.03335003719257,0.0792546976239573,0.975991152221222,2.17885746583603,0.0695906315449893,0.980651930078924,2.08130120675341,0.0691372132461006,0.976264561037039,2.1779944207888,0.0696850204593537
10000,0.8,1,1,100,15,2,3000004,0.992584375841827,2.03335003719257,0.0792546976239573,0.942552587006207,2.61987855865776,0.0466796369043797,0.974997100838423,2.04764986019898,0.0630764680931564,0.961340017010509,2.25818373369874,0.0457500829038312
10000,0.4,4,1,100,15,2,3000004,1.0086192095204,1.97381570925334,0.0854982324764919,0.999188720990777,2.03565366890492,0.0889526516093799,1.10151284860553,1.4031312723515,0.0761283578484956,0.999447416159594,2.03290067935556,0.0890873932550709
10000,0.8,4,1,100,15,2,3000004,1.0086192095204,1.97381570925334,0.0854982324764919,1.00025477763064,2.01329816268156,0.0911086764184219,1.12807891743025,1.01108007595312,0.077715983784156,1.06826781072057,1.61828487922244,0.0934119697274132
10000,0.4,1,4,100,15,2,3000004,1.00949983063762,1.96656639427813,0.0855437586137358,1.0036228369786,1.99004148317352,0.0739276425828459,1.00240639761636,1.97981349656931,0.0777255175902858,1.00327716734394,1.99462337062976,0.0739269670813992
10000,0.8,1,4,100,15,2,3000004,1.00949983063762,1.96656639427813,0.0855437586137358,0.998539825722441,2.03140387074468,0.0501396859096564,0.993759890117319,2.01062919690561,0.0696918678427202,1.00197811132188,2.04675836860923,0.0503005316312147
10000,0.4,4,4,100,15,2,3000004,0.975134894671328,2.14294802513242,0.0916604695195726,0.976190128600169,2.13163259302764,0.0904551245774819,1.09872220746122,1.36795553131902,0.0853553547827969,0.977753133423146,2.12289749771568,0.0905455227713128
10000,0.8,4,4,100,15,2,3000004,0.975134894671328,2.14294802513242,0.0916604695195726,1.01154212144214,1.82529778117934,0.0831075627740382,1.09937656343959,1.01840416879794,0.0870232924667267,1.07742954867264,1.34096004344693,0.0846838240985627
10000,0.4,1,1,100,15,2,3000005,1.02003102392897,1.97325578966406,0.103419300589215,1.01351972779237,1.99480320008463,0.115768981102062,1.02465840821047,1.92141384668866,0.103404683027558,1.01370809583862,1.99451942125827,0.115820792951595
10000,0.8,1,1,100,15,2,3000005,1.02003102392897,1.97325578966406,0.103419300589215,1.02414308519285,1.48289747621525,0.129839713191862,1.02306215320393,1.85126038302751,0.0991846193687426,1.00256925547077,1.79073739794534,0.130863379941924
10000,0.4,4,1,100,15,2,3000005,1.02981664247035,1.95097247039047,0.0895209386327875,1.02918315617634,1.98616612183254,0.0994466182679223,1.13844585120212,1.30922610909753,0.079844225036838,1.02965618438546,1.98245928663132,0.0996520563785719
10000,0.8,4,1,100,15,2,3000005,1.02981664247035,1.95097247039047,0.0895209386327875,1.03974526537336,1.83658407345478,0.127187746438933,1.18637893551988,0.828310068506943,0.0891931967978809,1.12786520052319,1.31991860311992,0.130169218907194
10000,0.4,1,4,100,15,2,3000005,0.981853801971796,1.99813318091308,0.0983768541850081,0.990194161312666,1.90543422885145,0.100668678935591,0.98872585460249,1.94729652798599,0.0963442834859571,0.98991010643409,1.91021092031511,0.100562372678004
10000,0.8,1,4,100,15,2,3000005,0.981853801971796,1.99813318091308,0.0983768541850081,0.997721666302672,2.2608759682089,0.116475645244599,1.01022441881832,1.83337731303208,0.114138217887816,1.01203308061278,1.87277167782927,0.114860853871333
10000,0.4,4,4,100,15,2,3000005,1.00164884734939,2.04589194431307,0.105405249426413,1.0063302423711,2.05572187309437,0.0803864881811594,1.14437876339208,1.18915144390875,0.0999201627316992,1.0093469920146,2.03979215967126,0.080376471394659
10000,0.8,4,4,100,15,2,3000005,1.00164884734939,2.04589194431307,0.105405249426413,1.03886461560678,1.70904185595386,0.0504225386244427,1.11971936478805,0.906663627559653,0.0931597396520367,1.11320683508589,1.17686897895003,0.0505650350968668
10000,0.4,1,1,100,15,2,3000006,0.998424984118877,2.02060658101616,0.0930375098374513,0.994593106246823,2.00127165486842,0.0823001079163254,0.991186861349664,2.05447864420138,0.0888811069029205,0.994514683848968,2.00480322680925,0.0823728927898557
10000,0.8,1,1,100,15,2,3000006,0.998424984118877,2.02060658101616,0.0930375098374513,1.0197590377683,1.90050002731466,0.113207939947192,0.997416101892401,2.03371191860909,0.094438466546794,1.0163306301599,1.9992372566944,0.117003440430013
10000,0.4,4,1,100,15,2,3000006,0.948757351211144,2.18365026205918,0.113427669989685,0.938147714264232,2.23987202553511,0.111418458115437,1.01970897869269,1.68040527009373,0.0946854078622603,0.938189735664156,2.23825100459879,0.111589553035406
10000,0.8,4,1,100,15,2,3000006,0.948757351211144,2.18365026205918,0.113427669989685,0.927169116964005,2.3703245830885,0.125109635132608,1.0825370154565,1.13147528687716,0.107860086238073,1.00201272779676,1.9234418249319,0.127739626625722
