"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bor3","Bcc1","Bcc2","Bcc3","Bml1","Bml2","Bml3","Bsp1","Bsp2","Bsp3"
10000,0.4,1,1,100,15,2,2000001,0.984201368020343,1.99727850423175,0.0979764340243581,0.971425397578015,2.09218610752992,0.106703317548087,0.984876737825226,2.00763451445384,0.106161092508228,0.971317675601187,2.09430168144089,0.106890969471197
10000,0.8,1,1,100,15,2,2000001,0.984201368020343,1.99727850423175,0.0979764340243581,0.961271387804006,2.45634088266921,0.0922004587682463,0.975643294651878,2.06164411856837,0.0991800935936128,0.973431955488028,2.2382710637962,0.0909944896450658
10000,0.4,4,1,100,15,2,2000001,0.972116476686293,2.07047671397148,0.0981765362985974,0.980843605602894,1.93751617569227,0.101927106088139,1.03710864023105,1.61148997706951,0.0835946961950521,0.980304293203954,1.93862071407083,0.102029236002338
10000,0.8,4,1,100,15,2,2000001,0.972116476686293,2.07047671397148,0.0981765362985974,1.06429244252954,1.77582185100764,0.0702415152414955,1.18939388614573,0.855787274609543,0.121149716069423,1.1099965889552,1.52976278923195,0.0704675188133532
10000,0.4,1,4,100,15,2,2000001,0.973370279672936,2.06367758445287,0.097656974007104,0.996120968745245,1.88192333905252,0.0628861648307311,0.962686304002446,2.12859422883947,0.0917472576541646,0.993843345504756,1.9086991432485,0.06288069290501
10000,0.8,1,4,100,15,2,2000001,0.973370279672936,2.06367758445287,0.097656974007104,1.0245793902508,0.743816758529273,0.11340424982395,0.955380131526116,2.16348478309812,0.0850159480788619,0.982990035940072,1.98879539873775,0.117552840949382
10000,0.4,4,4,100,15,2,2000001,0.993196359870159,2.03967762406387,0.103101647920213,0.995337361118137,2.05330016093963,0.0978579740467719,1.09284972267393,1.40185289915839,0.0975102589986433,0.996676480284421,2.04576973079443,0.097873212421496
10000,0.8,4,4,100,15,2,2000001,0.993196359870159,2.03967762406387,0.103101647920213,0.977791158415905,1.99107805115099,0.104961857646302,1.07599196196446,1.13270930756104,0.0929871706754219,1.03988990051769,1.53145423323818,0.106426187644081
10000,0.4,1,1,100,15,2,2000002,1.00887765192725,1.98106240271161,0.0918570727508746,1.00154317758749,1.93079219948302,0.0860779250029308,1.00481347018994,1.97886046170902,0.0854393964645498,1.00143909409314,1.93380641308995,0.08606436768793
10000,0.8,1,1,100,15,2,2000002,1.00887765192725,1.98106240271161,0.0918570727508746,1.00752125385028,1.62108622064815,0.0425031033422611,1.00254397534584,2.00711143507364,0.0843051490343176,0.994838138545526,1.97006350502465,0.0391599304063543
