"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bor3","Bcc1","Bcc2","Bcc3","Bml1","Bml2","Bml3","Bsp1","Bsp2","Bsp3"
10000,0.4,1,1,100,15,2,1,0.997696303336293,1.97298915546973,0.121193131198128,0.98352570047748,2.0855633019944,0.139868351172223,1.00000996946315,1.95119462783269,0.121853816515525,0.983544168937039,2.08560090543252,0.140011764882485
10000,0.8,1,1,100,15,2,1,0.997696303336293,1.97298915546973,0.121193131198128,0.999593425383646,2.56469176235663,0.115784598529582,1.01370747397285,1.87519997481574,0.13416199205926,1.03675558669163,2.03687036220904,0.1148426494408
10000,0.4,4,1,100,15,2,1,1.02660217949142,1.90126309331323,0.10645137676732,1.02577755805583,1.93383920265632,0.118705625908636,1.15734921076136,1.16629636670294,0.10073251785098,1.02708788806614,1.92634469810572,0.118882200506537
10000,0.8,4,1,100,15,2,1,1.02660217949142,1.90126309331323,0.10645137676732,0.880834038292355,2.77661063348766,0.0955670152911117,1.15905156365236,0.819272768527421,0.0932856158317,1.04278560637265,1.81874282758144,0.103307751046048
10000,0.4,1,4,100,15,2,1,1.00256860452746,1.99489146508788,0.105375706791072,1.00387124659394,2.02122895201306,0.0975068537072148,1.00613807283235,1.96523408703073,0.10419628891007,1.00361020371333,2.0257962654865,0.0974722468823379
10000,0.8,1,4,100,15,2,1,1.00256860452746,1.99489146508788,0.105375706791072,0.936612566793434,3.52979077416475,0.0994937933747281,1.71831613431968,-1.23846453129989,-4.48288773019905,1.06415461480883,-0.0559339185716182,0.107860633701098
10000,0.4,4,4,100,15,2,1,1.01239744143091,1.99574392885152,0.111059166138549,1.02004514743975,1.95673215292215,0.135785490511836,1.16608187727424,1.10132474394422,0.106109658976417,1.0239883881529,1.93552146296362,0.135997700565015
10000,0.8,4,4,100,15,2,1,1.01239744143091,1.99574392885152,0.111059166138549,1.03010475037957,1.69458312251247,0.195416015996335,1.16180628098519,0.75092617271883,0.106250437824246,1.4655612154119,-1.27124351399276,0.215919452114549
10000,0.4,1,1,100,15,2,2,0.997697493443403,2.06785566404508,0.0913362207978541,1.01547676241239,1.9453925941359,0.0968912094629073,1.0048880011733,2.05705975936958,0.0968591987487422,1.01580820391606,1.94911012764035,0.0968912285626505
10000,0.8,1,1,100,15,2,2,0.997697493443403,2.06785566404508,0.0913362207978541,0.965110807665853,2.90607282249172,0.0959298937790826,1.01356398516309,2.03145408496363,0.106422452497933,0.994924325132403,2.30081854501108,0.0947817164184259
10000,0.4,4,1,100,15,2,2,1.03388827529208,1.84726739339641,0.10353836031456,1.01230877681659,1.90647256142597,0.100085968329124,1.09578656578666,1.40620770675788,0.0902864118097664,1.01207803832676,1.90556417666224,0.100138735042333
10000,0.8,4,1,100,15,2,2,1.03388827529208,1.84726739339641,0.10353836031456,0.970998233216382,1.92869296237548,0.101767914654875,1.09024653656313,1.0969769268206,0.082193370121987,1.02733554696385,1.58648725189304,0.103062903305268
10000,0.4,1,4,100,15,2,2,0.977575293590586,2.0812630185982,0.086175520094918,0.995528054319125,1.89275049456094,0.0695493916506712,0.9793155823979,2.07037276533219,0.0836025939952107,0.994020364079914,1.91137470393913,0.0694455612340937
