"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","x.correct","c.correct","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
8000,0.8,10,4,0.2,1,4,1,1,60,20,5,1000001,1.11785465174034,9.8781990617322,1.95794452057917,1.38423895072521,0.873334008425995,10.8929504127183,2.04089716483323,1.37167602373663,1.03753129141283,9.9579106226651,2.05735468838459,1.35920706023834,1.00955437082215,10.2307923486988,2.02024314693009,1.37351280559882
8000,0.8,10,4,0.2,1,4,0,1,60,20,5,1000001,1.11785465174034,9.8781990617322,1.95794452057917,1.38423895072521,0.873334008425995,10.8929504127183,2.04089716483323,1.37167602373663,1.39856483998432,9.48163116519245,1.54322574841224,1.37016345691288,1.09019095580524,10.011846064689,1.95055451440945,1.37757301098569
8000,0.8,10,4,0.2,1,4,1,1,60,20,5,1000002,1.00676287042482,9.98693592852582,1.98987596622024,1.39537058291027,0.98327178330885,9.98840990676742,2.02821402492782,1.41148508979893,1.04793274132298,10.0081663718141,1.90369279704954,1.39977697412881,0.964062465247359,10.0260055497155,2.03596555493499,1.43221440520109
8000,0.8,10,4,0.2,1,4,0,1,60,20,5,1000002,1.00676287042482,9.98693592852582,1.98987596622024,1.39537058291027,0.98327178330885,9.98840990676742,2.02821402492782,1.41148508979893,1.34830413143337,9.53063888722439,1.50316792998139,1.4180555313986,1.03816524671152,9.80318417447531,1.98236356204326,1.43315150498007
8000,0.8,10,4,0.2,1,4,1,1,60,20,5,1000003,1.05809244849752,9.86045421631578,2.02225518379627,1.39649699039035,1.13407370442132,9.46156700254896,2.01403006783092,1.39830451068308,1.10746657860759,9.97460910307415,1.92042703937496,1.39983260086949,1.08989429607357,9.7896155926009,1.98291940433585,1.39500420470892
8000,0.8,10,4,0.2,1,4,0,1,60,20,5,1000003,1.05809244849752,9.86045421631578,2.02225518379627,1.39649699039035,1.13407370442132,9.46156700254896,2.01403006783092,1.39830451068308,1.37785887462699,9.51563999564954,1.56123253813769,1.41034919435861,1.16314604014391,9.54426597655765,1.93475580714109,1.39977979959523
8000,0.8,10,4,0.2,1,4,1,1,60,20,5,1000004,1.03725106005485,9.91528600378996,2.00979379471509,1.41003880952595,1.02215620462209,10.0407993079862,2.02173334291547,1.36567451940965,0.984863567475183,10.0490494214342,2.06410467789116,1.3800937861819,1.01739633220957,10.0700735451939,2.0310441701777,1.35538430976698
8000,0.8,10,4,0.2,1,4,0,1,60,20,5,1000004,1.03725106005485,9.91528600378996,2.00979379471509,1.41003880952595,1.02215620462209,10.0407993079862,2.02173334291547,1.36567451940965,1.29266945561222,9.63749233397303,1.6012128395502,1.38936972492709,1.08802272355721,9.87873565483681,1.96374167905912,1.3578919844454
8000,0.8,10,4,0.2,1,4,1,1,60,20,5,1000005,1.0315304487332,10.016452083306,1.94447215572086,1.3859672911822,1.11744532429902,9.77340196921753,1.86702332133768,1.36848100786486,1.11364931491345,10.0615286032913,1.77546729946137,1.38396492950431,1.0474775126799,10.0355347071639,1.8911006523813,1.38776361136677
8000,0.8,10,4,0.2,1,4,0,1,60,20,5,1000005,1.0315304487332,10.016452083306,1.94447215572086,1.3859672911822,1.11744532429902,9.77340196921753,1.86702332133768,1.36848100786486,1.39211722214944,9.5641277408937,1.42691490670771,1.40041070500533,1.11532510363881,9.80238753174697,1.85418442916454,1.3855826563614
