"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,100,15,2,2000001,0.984936595446138,1.99740515559819,0.972755185588071,2.08789600477795,0.983338815854501,2.01759830812666,0.972671148735365,2.09025210837933
10000,0.8,1,1,100,15,2,2000001,0.984936595446138,1.99740515559819,0.963073717137719,2.4351039595684,0.975201493596535,2.04807324322511,0.974666074598806,2.21778403686575
10000,0.4,4,1,100,15,2,2000001,0.973414103664023,2.06719691018476,0.981735094597525,1.94042401108958,1.0328455086271,1.69359740816632,0.980884342859473,1.94312880609758
10000,0.8,4,1,100,15,2,2000001,0.973414103664023,2.06719691018476,1.06130043872314,1.78625452160946,1.16315072212507,1.17825407673451,1.06608273564479,1.74739091911878
10000,0.4,1,4,100,15,2,2000001,0.974609557906072,2.06071419454934,0.996301488816077,1.88741832112354,0.965435062882959,2.11578012300319,0.993901170624352,1.91783720598721
10000,0.8,1,4,100,15,2,2000001,0.974609557906072,2.06071419454934,1.0234355290706,0.802276274020385,0.962345710343553,2.13100919235278,0.986543848000699,1.99602930599783
10000,0.4,4,4,100,15,2,2000001,0.993512983665507,2.03783113017505,0.995554348258982,2.0508197094567,1.06904529869692,1.55069421109649,0.996212384736785,2.04605903514369
10000,0.8,4,4,100,15,2,2000001,0.993512983665507,2.03783113017505,0.978824700399085,1.9914932555493,1.06565753983077,1.48088020198742,0.993785769509979,1.86533211428811
10000,0.4,1,1,100,15,2,2000002,1.00846450899298,1.98194370945532,1.00147136209824,1.93401295132309,1.00542490413986,1.98822913133054,1.00137754019916,1.93683174220491
10000,0.8,1,1,100,15,2,2000002,1.00846450899298,1.98194370945532,1.00717123417046,1.63871988683835,1.00760044606498,1.99425020842414,0.991400275567899,1.92906457255929
10000,0.4,4,1,100,15,2,2000002,1.00960271862004,1.97101871203644,1.0131611450721,1.90379118811276,1.09269960956424,1.49809195508558,1.01284266168288,1.90416298716103
10000,0.8,4,1,100,15,2,2000002,1.00960271862004,1.97101871203644,1.02563175706269,1.90881103742545,1.18498658366806,1.11299074101273,1.03542599143117,1.82496263095607
10000,0.4,1,4,100,15,2,2000002,1.00817217615395,1.97888163172918,0.996476552930342,2.08691544417937,1.00880984374332,1.98086695217043,0.996797071739998,2.08455277849999
10000,0.8,1,4,100,15,2,2000002,1.00817217615395,1.97888163172918,1.02321105639187,1.4623306359704,1.02310877458074,1.93889867199786,1.00548410568917,1.91652167601933
10000,0.4,4,4,100,15,2,2000002,0.965234469380373,2.10586491838171,0.98928063060137,1.94232628844582,1.0668542759122,1.48121113320526,0.990501270738018,1.93435677337081
10000,0.8,4,4,100,15,2,2000002,0.965234469380373,2.10586491838171,0.894120943133234,2.82054291090603,1.11071377612133,1.24676067145896,0.94999547159747,2.36360211844466
10000,0.4,1,1,100,15,2,2000003,1.00284680753597,2.04615310961355,1.01068086739151,1.9739484312452,0.999895976324525,2.06987128728358,1.01079146211679,1.97800765083723
10000,0.8,1,1,100,15,2,2000003,1.00284680753597,2.04615310961355,1.02442683748139,1.67001074396265,1.00166086207042,2.0506788458134,1.01390106283386,1.96887320444129
