"n","q","x.shape","c.shape","mx","mc","my","seed","Bor1","Bor2","Bcc1","Bcc2","Bml1","Bml2","Bsp1","Bsp2"
10000,0.4,1,1,100,15,2,6000001,0.999536897041705,2.00487010021713,1.00592373276576,1.93730565097094,1.00358428995514,1.99214354424846,1.00565837238233,1.94372506765467
10000,0.8,1,1,100,15,2,6000001,0.999536897041705,2.00487010021713,1.06613002794799,1.14921445228676,1.01569294028811,1.96584586822798,1.03895760733198,1.78657628216815
10000,0.4,4,1,100,15,2,6000001,1.00149857706016,1.95180464783507,0.989834653072918,2.00627627377546,1.08266444777599,1.47069179748593,0.988724515423887,2.00870475962156
10000,0.8,4,1,100,15,2,6000001,1.00149857706016,1.95180464783507,0.934234615545971,2.24523680686751,1.12207541074121,1.25807310451783,0.944848020586811,2.13579287548943
10000,0.4,1,4,100,15,2,6000001,0.991257974263738,1.99343336217419,0.99857226401081,1.94995007779319,0.98928640468974,2.00911033808477,0.997603318457276,1.96383959695003
10000,0.8,1,4,100,15,2,6000001,0.991257974263738,1.99343336217419,0.940830066923471,3.07319280084319,0.982471353913311,2.05752900635136,NA,NA
10000,0.4,4,4,100,15,2,6000001,1.00376127218834,1.96144811159905,1.01981664892651,1.87297605677076,1.11055514249853,1.31713511087692,1.020948967103,1.86510087185587
10000,0.8,4,4,100,15,2,6000001,1.00376127218834,1.96144811159905,1.13127153786961,1.08644955114016,1.13371775481586,1.15592337652156,1.12468014016883,1.13683214431241
10000,0.4,1,1,100,15,2,6000002,1.02874696761622,1.90947967933931,1.02583652735458,1.92566237656111,1.02840909447128,1.93151995916438,1.02562447981713,1.9288638535888
10000,0.8,1,1,100,15,2,6000002,1.02874696761622,1.90947967933931,1.03316100390586,2.09026146248243,1.03147371254077,1.91508261879527,1.04041352772125,1.9731821831466
10000,0.4,4,1,100,15,2,6000002,1.00771683525316,2.03888022819168,0.965120432897808,2.21058749394401,1.09300251347461,1.54473257897961,0.964253544795918,2.2122746376121
10000,0.8,4,1,100,15,2,6000002,1.00771683525316,2.03888022819168,0.913970840081585,2.39809359660562,1.14319759798676,1.30258442878322,0.919461466073974,2.31505480577299
10000,0.4,1,4,100,15,2,6000002,1.00567452310962,1.97359930938201,0.987243447837313,2.17251241090251,1.00573217790032,1.9808080709461,0.987831199980976,2.16540555692782
10000,0.8,1,4,100,15,2,6000002,1.00567452310962,1.97359930938201,0.981359764976311,2.11642297556936,0.992982109214234,2.04792496288292,0.982149913449844,2.04865420680573
10000,0.4,4,4,100,15,2,6000002,0.966434657915457,2.18577704813248,0.94736671281188,2.26143201980441,1.05503671556572,1.60342572380233,0.948376313789141,2.25374240813661
10000,0.8,4,4,100,15,2,6000002,0.966434657915457,2.18577704813248,0.91667998092164,2.503448381325,1.06392235152092,1.47108235765168,0.957243957283743,2.17333472498583
10000,0.4,1,1,100,15,2,6000003,0.997322471392526,1.99127488819435,1.02935305510375,1.78830377760647,1.01034451820785,1.96716282551292,1.02918621209512,1.79470944088808
10000,0.8,1,1,100,15,2,6000003,0.997322471392526,1.99127488819435,1.04948863331098,1.13836248113609,1.00395207950273,2.00358713468711,1.01623194295308,1.80473075157507
10000,0.4,4,1,100,15,2,6000003,1.03204350616537,1.85308637797312,1.02166567631326,1.87313838246907,1.10608299290543,1.42120981701827,1.02108018339034,1.87424996435795
10000,0.8,4,1,100,15,2,6000003,1.03204350616537,1.85308637797312,1.08246229977153,1.60246192099807,1.17148235919644,1.1366128850888,1.09164792898786,1.53692231827015
10000,0.4,1,4,100,15,2,6000003,0.971657975423127,2.08908281239355,0.966452624804884,2.14966887813864,0.960802275637001,2.14987256626921,0.966025929307766,2.1561992838508
10000,0.8,1,4,100,15,2,6000003,0.971657975423127,2.08908281239355,0.980001908928185,1.86591363163622,0.955757311466956,2.19050636015882,0.974720806708809,2.12608239225321
10000,0.4,4,4,100,15,2,6000003,0.986742262017682,2.06318788345248,1.0016043405714,1.96831755261326,1.08378695727288,1.46526049969829,1.00262761376617,1.96130798746285
10000,0.8,4,4,100,15,2,6000003,0.986742262017682,2.06318788345248,1.00042147856272,1.94639508980822,1.08889025828272,1.35698617615985,1.02601035414164,1.74466854426342
10000,0.4,1,1,100,15,2,6000004,0.994474553172586,2.04768688430185,0.995061704776633,2.07829540287113,0.991471602568611,2.03955195356471,0.995069666694299,2.08056941596295
10000,0.8,1,1,100,15,2,6000004,0.994474553172586,2.04768688430185,0.949651487089238,2.16829238624461,0.9837353648369,2.04659672213948,0.943603261291383,2.13868701238215
10000,0.4,4,1,100,15,2,6000004,0.974791897671045,2.14286581502299,0.992336850099242,2.11224937227317,1.05073510311191,1.68792155746752,0.992082293126106,2.11256709045698
10000,0.8,4,1,100,15,2,6000004,0.974791897671045,2.14286581502299,0.987619103968629,2.175605530439,1.08978633299408,1.46933456727844,1.0010621412852,2.0756528654118
10000,0.4,1,4,100,15,2,6000004,1.00918023453639,1.98271112404422,1.03292183704006,1.80372156612507,1.01853562590255,1.92156939779688,1.03079764909175,1.82869253754384
10000,0.8,1,4,100,15,2,6000004,1.00918023453639,1.98271112404422,1.00659008611328,2.37818047481064,1.00913176357829,1.94563272897421,1.02140281147657,1.99956373465146
10000,0.4,4,4,100,15,2,6000004,0.987139237444896,2.05276495472814,1.02217551542533,1.92590076871601,1.10231237193652,1.40635824246222,1.02284412288652,1.92109064747056
10000,0.8,4,4,100,15,2,6000004,0.987139237444896,2.05276495472814,0.972504482967628,2.14718861316942,1.0867752190569,1.35927361002284,0.999882963297471,1.92234259870541
10000,0.4,1,1,100,15,2,6000005,1.00668293809066,1.96692817499411,0.995660820205428,1.98825024109926,0.995376993088393,2.00554797772444,0.995508214744036,1.9913984385973
10000,0.8,1,1,100,15,2,6000005,1.00668293809066,1.96692817499411,1.00449044653863,1.41971080881186,1.00333118433567,1.96952242451808,0.975495056208737,1.89929244697387
10000,0.4,4,1,100,15,2,6000005,1.02715352609554,1.94480453564034,1.03390950550412,1.88973749724501,1.11154209356901,1.46072847877528,1.03327156652003,1.89132582784327
10000,0.8,4,1,100,15,2,6000005,1.02715352609554,1.94480453564034,0.995070468255381,2.02206717783134,1.16312249548363,1.21400422507969,1.00182039112815,1.94816643048682
10000,0.4,1,4,100,15,2,6000005,1.00436000997369,1.97854846522077,0.987903153951955,2.04401773918375,1.00317282954487,1.97292690621688,0.988141436797773,2.04173817666987
10000,0.8,1,4,100,15,2,6000005,1.00436000997369,1.97854846522077,1.01624592759171,1.70976672157034,1.01616448813705,1.92080114403077,1.00881729637679,1.9368488002994
10000,0.4,4,4,100,15,2,6000005,1.00529515244305,1.98416717751766,0.996260357603709,2.01199974439658,1.09198486235337,1.42854681871291,0.997175673135602,2.00528329955834
10000,0.8,4,4,100,15,2,6000005,1.00529515244305,1.98416717751766,0.986839886989165,2.13369430369504,1.10692000449271,1.28966584955435,1.02105779651598,1.85913779012208
10000,0.4,1,1,100,15,2,6000006,1.0163652925467,1.95932287284363,1.03051131180253,1.91828470985662,1.0203215171761,1.95922823758468,1.03056251633592,1.92232132968269
10000,0.8,1,1,100,15,2,6000006,1.0163652925467,1.95932287284363,1.03040884704879,2.41837004865298,1.02665052593728,1.90961233233561,1.05727288252152,2.04656516462667
10000,0.4,4,1,100,15,2,6000006,0.996203163305544,2.03677703856875,1.00730273400043,1.95758585247185,1.06085772031402,1.64209808930541,1.00682084849326,1.9587247699194
10000,0.8,4,1,100,15,2,6000006,0.996203163305544,2.03677703856875,1.08353825201922,1.63832867841641,1.15311887591916,1.26296372060271,1.08597213084987,1.61648521939719
10000,0.4,1,4,100,15,2,6000006,1.00788396152319,1.97286911757803,1.00096535109762,2.00531108869922,1.00163169033554,2.00185813376185,0.999862302985752,2.01669962531199
10000,0.8,1,4,100,15,2,6000006,1.00788396152319,1.97286911757803,0.995102037185048,2.21324109256742,0.99302804872575,2.02792599000655,1.00332682634191,2.03586594392084
10000,0.4,4,4,100,15,2,6000006,1.00914531516077,1.99116413470809,1.02062050130404,1.95723913706444,1.09062031562329,1.48058623051624,1.02121057731074,1.95284056166823
10000,0.8,4,4,100,15,2,6000006,1.00914531516077,1.99116413470809,0.967477380378692,2.55633744109628,1.10221019309056,1.36066104497282,1.01115343481869,2.21542116552996
10000,0.4,1,1,100,15,2,6000007,1.00596543643235,1.93230961704258,1.00918434037887,1.91274300692481,0.998543350715773,1.97158418745157,1.00918458201385,1.91575653449735
10000,0.8,1,1,100,15,2,6000007,1.00596543643235,1.93230961704258,1.0294180259331,1.25249117295649,0.989525006775212,1.98416119964814,1.00394889034654,1.82098330552715
10000,0.4,4,1,100,15,2,6000007,0.988867869588564,2.02390696209417,1.01422244573326,1.94428223225091,1.06729270911666,1.57330888887264,1.0140053411645,1.94452838229259
10000,0.8,4,1,100,15,2,6000007,0.988867869588564,2.02390696209417,1.08345930192473,1.61079565960607,1.12142389417355,1.32317410284174,1.09013869327016,1.56784961399318
10000,0.4,1,4,100,15,2,6000007,1.00336667080802,1.96004043351593,1.00293390655048,2.03883624142314,0.998115422673291,1.96718727545061,1.00269543994262,2.0434811767672
10000,0.8,1,4,100,15,2,6000007,1.00336667080802,1.96004043351593,0.988481951597501,2.68936137198858,0.987895784656365,2.0128609991085,1.01576794223101,2.06070928839602
10000,0.4,4,4,100,15,2,6000007,0.985274191467875,2.05532610648389,0.971012739820603,2.10378078133177,1.06622509769058,1.52431043003289,0.971690644557591,2.09828384579941
10000,0.8,4,4,100,15,2,6000007,0.985274191467875,2.05532610648389,0.999790776910339,1.76216478624017,1.06141965922196,1.45368326143752,1.00807661701455,1.68982217724445
10000,0.4,1,1,100,15,2,6000008,1.00498077594137,1.9940069151908,1.00301163949623,1.98162888603394,1.00783373180364,1.99016925385435,1.00284320725172,1.98456485168119
10000,0.8,1,1,100,15,2,6000008,1.00498077594137,1.9940069151908,0.983790156760665,2.63161587061842,1.01385476913957,1.95917862383136,1.00794392322997,2.20688521657788
10000,0.4,4,1,100,15,2,6000008,0.995721322005564,2.01740060310228,0.981530529467721,2.06150776223265,1.06136380304087,1.6225703325516,0.980694109173387,2.0637118373681
10000,0.8,4,1,100,15,2,6000008,0.995721322005564,2.01740060310228,0.951008738950684,2.14671754584438,1.10232732744431,1.41456161021097,0.954375571189495,2.09883618929208
10000,0.4,1,4,100,15,2,6000008,1.00812315522059,1.96918805619402,1.00985924457793,2.0095763453406,1.01475396813954,1.94470540351434,1.009900518802,2.01024536524097
10000,0.8,1,4,100,15,2,6000008,1.00812315522059,1.96918805619402,1.04204262858239,1.43265334629512,1.01161512392124,1.95021846892765,1.03015418090224,1.90252071691017
10000,0.4,4,4,100,15,2,6000008,0.995450643728883,2.03119604068744,0.98764208722057,2.09125875959407,1.08967180552011,1.46477724012823,0.988307311060852,2.08559514496145
