"n","q","seed","B.or.B1","B.or.B2","B.or.B3","B.or.B4","B.cc.B1","B.cc.B2","B.cc.B3","B.cc.B4","B.ml.0.B1","B.ml.0.B2","B.ml.0.B3","B.ml.0.B4","B.ml.1.B1","B.ml.1.B2","B.ml.1.B3","B.ml.1.B4","B.ml.2.B1","B.ml.2.B2","B.ml.2.B3","B.ml.2.B4","B.sp.00.B1","B.sp.00.B2","B.sp.00.B3","B.sp.00.B4","B.sp.01.B1","B.sp.01.B2","B.sp.01.B3","B.sp.01.B4","B.sp.10.B1","B.sp.10.B2","B.sp.10.B3","B.sp.10.B4","B.sp.11.B1","B.sp.11.B2","B.sp.11.B3","B.sp.11.B4","B.sp.22.B1","B.sp.22.B2","B.sp.22.B3","B.sp.22.B4","V.or1","V.or2","V.or3","V.or4","V.cc1","V.cc2","V.cc3","V.cc4","V.ml.01","V.ml.02","V.ml.03","V.ml.04","V.ml.05","V.ml.06","V.ml.11","V.ml.12","V.ml.13","V.ml.14","V.ml.21","V.ml.22","V.ml.23","V.ml.24","V.sp.001","V.sp.002","V.sp.003","V.sp.004","V.sp.011","V.sp.012","V.sp.013","V.sp.014","V.sp.101","V.sp.102","V.sp.103","V.sp.104","V.sp.111","V.sp.112","V.sp.113","V.sp.114","V.sp.221","V.sp.222","V.sp.223","V.sp.224"
8000,0.4,1000001,0.982713362601039,10.0495901501718,2.01862874957154,1.4122386407969e-05,0.969411462037793,10.0952438876743,2.0156332167009,0.00152608317325727,1.27782759446627,9.57732557934719,1.74425341337939,0.0158857654777052,0.985162074767708,10.0560229111649,2.0114105847164,0.00880453904441998,0.966436665080436,10.0633830694959,2.03816372161513,0.0083917362739267,0.970181691041391,10.0931536299704,2.01542261733159,0.00151245289048003,0.971078575458453,10.0915057775041,2.0146887226642,0.00151670951221279,0.969655210576734,10.0946170039174,2.01555779815396,0.0014974251533692,0.969841038435754,10.0942154358035,2.01548053923401,0.0014941969023963,0.970109899695065,10.0924174416759,2.01608003481874,0.00148610711401722,0.0364121268255972,0.0521095321474131,0.0260143478229565,0.0159158682023494,0.0480200319684655,0.0833866089539865,0.0362139091703319,0.0208178882323224,0.0429197563137042,0.0664366109093208,0.0325974830530603,0.0191766113210155,0.0239975819690523,0.0276914022925195,0.0423742375896748,0.0655214802913318,0.0329565760341811,0.0190672084753224,0.0428140665371871,0.070252755889308,0.0326030351145836,0.0192152583874667,0.0479431472491766,0.0827668581957839,0.036259732625169,0.0208161639391122,0.0480053815203352,0.0830111111944805,0.0362916540542842,0.020818860175183,0.047772658096759,0.0821669503814426,0.0361781329437115,0.0208127003484249,0.0477112877892176,0.0822048652756594,0.0360975953142865,0.0208145270307937,0.0476949568869782,0.0822926149876934,0.0360585603969471,0.0208185916101517
8000,0.8,1000001,0.991566251575072,10.0515180702565,2.00344140473314,-0.0234322087997189,1.14175962169397,9.74866999842223,1.8549500816994,-0.0535097919945459,2.05323000780977,7.99125948696075,0.851647333316148,0.202939615074179,1.1008427573918,9.83439076492723,1.87164043876043,-0.021866127493868,1.23112968495309,9.44529395164728,1.81657028115129,-0.0377174184180808,1.14802675158628,9.71493254563349,1.85578756233519,-0.0530620229235399,1.14816494930888,9.71552029461321,1.85453100128114,-0.0530169707011529,1.12238794809855,9.82353885138081,1.86143613071508,-0.052708023798583,1.12274842285274,9.82305810601505,1.86083910842345,-0.0526484656307351,1.15328180545741,9.71108071998815,1.8463884804016,-0.0526483578784733,0.0355617207980297,0.0511102107183915,0.0254187385738418,0.0159455670005977,0.0767719707822467,0.176309298523819,0.0619255161291536,0.0349751996105834,0.092088240944223,0.231789242883609,0.0694497652065963,0.0442002284063583,0.0333202134290109,0.0407767174084701,0.0664294946927904,0.12117748760448,0.0681295419177861,0.0293849082508913,0.100899906697496,0.203551046300919,0.0918994727661916,0.0303423597180421,0.0758703114301494,0.167643565484635,0.0626250583293663,0.0349895952138784,0.0760247529248743,0.168131701586754,0.0627486878987322,0.0349883407887322,0.0700155271048566,0.142416501268533,0.0598015741981258,0.0347560979811216,0.0698254541501951,0.142010172133419,0.0595682762317419,0.0347616446146521,0.0712500419132679,0.150680664665408,0.0599659659165284,0.0349545820272886
8000,0.4,1000002,1.00075084749475,9.99268903337708,2.00146930649123,0.0103117064109745,1.01240297164003,9.97410699290007,1.9940389753291,0.0471613903222353,1.30235883643459,9.52194438984958,1.72179526543093,0.0451381337466461,1.01500584073204,9.98845883288081,1.98877857797535,0.0341203265137495,1.08938284767386,9.82944240870393,1.94870623233346,0.0238939933230443,1.01241044586594,9.97435228831283,1.99396995181252,0.0471936976069521,1.01308802925164,9.97304406960992,1.99344810286608,0.0471535619462884,1.01122472150566,9.9774010722428,1.99437905406698,0.0472256373204343,1.0112864604251,9.9771237156357,1.99442401648359,0.0471995082963272,1.01346913366658,9.97124817062965,1.99341257277303,0.0472085039076631,0.036595809180031,0.0523008336185152,0.0259374384262714,0.0157868974455622,0.0483283355670657,0.0841106963618269,0.0363004743516096,0.020174310520758,0.0427500390948887,0.0659378892325983,0.0324429403503231,0.0186586491460963,0.0235275245777105,0.0271848523837303,0.042170574779528,0.0650264398786132,0.0324573392088682,0.0184903662157569,0.0471996912771681,0.0766905910832895,0.0355486153678726,0.0185878240735837,0.0481941370853578,0.0833384028008837,0.0363169675080849,0.0201691115148626,0.0482206898276338,0.0835163508769163,0.0363279047550601,0.0201711918016284,0.0480632697223418,0.0828243371602604,0.0362615323991193,0.0201649464014457,0.0480021016143916,0.0828750842035053,0.0361811866010532,0.0201676843392808,0.0480805743886924,0.0831900221404748,0.0362225484658157,0.020174864398041
8000,0.8,1000002,0.967144117321773,10.0614222055392,2.00346035792899,0.00412585059665563,0.989542591161704,9.95905539557742,2.04354618059298,0.0289476567574031,1.95804602297722,8.23700238358317,0.902537614724805,0.272787346148014,0.936387310610547,10.0525984342277,2.03924264441911,0.0422262185220219,1.27527623695862,9.34696414694851,1.79570846463963,0.0536703059340644,0.997507765949268,9.9166431349374,2.04618804080723,0.0289643391378416,0.997589831341021,9.91728253017996,2.04565870029487,0.0289735240828169,0.982677665846782,9.98461585883803,2.04772793800221,0.0285835791290309,0.984030783209711,9.98163959861884,2.04830529821373,0.0285707247555028,1.01554588316826,9.87785036101548,2.02775711878147,0.0289322370638518,0.0366545810369497,0.0519993668472385,0.0261484156839348,0.0157220757044336,0.0820105896605264,0.18711899678292,0.0669339005804561,0.0343106413619422,0.0768965925278854,0.170031860168022,0.0611862800692513,0.0348393850162736,0.0338405399392222,0.0419272911492336,0.0665843042546179,0.119342798749332,0.0694282715357343,0.0285196775935441,0.108952921657862,0.211369118644338,0.0945050864630207,0.0355230661048515,0.0794065081585964,0.171909610826764,0.0669037640303672,0.0343245643894571,0.0796607730114489,0.172706842879122,0.0670864348990882,0.0343195053459456,0.074831525846274,0.152727812532004,0.0643941467225125,0.0341908568520548,0.0745913716745316,0.15221927172344,0.0639963053274687,0.0341926146256824,0.0769464304529417,0.162340458610915,0.0654555766157932,0.0343459831931507
8000,0.4,1000003,1.03773093361774,9.96813385068243,1.95635045171016,0.0100171647095996,1.05376295077761,9.9623314776717,1.9401499925059,-0.0109087620108125,1.32810250033241,9.50413894459964,1.6834756575713,0.0131953091757652,1.0433677248764,9.96576317230692,1.94517527240585,0.00681564141710333,0.987574582175695,10.0848238466718,1.97563438601077,0.0183245414708146,1.05331513918567,9.96353552217296,1.94043570766766,-0.0110352087488257,1.05362743359275,9.96290690200081,1.94022798609065,-0.0110426600666043,1.05271948528586,9.96566537018165,1.94039364513595,-0.0110686793116357,1.05274681674273,9.96532312603224,1.94057861899177,-0.0110214649617452,1.05145976733142,9.96890214617419,1.94134592850258,-0.0110229922057883,0.0364238021676043,0.0520484108304718,0.0260967188361922,0.0157503851215714,0.0472673148516835,0.0806938705687091,0.0355326876545635,0.0203500742517991,0.0423901067343354,0.0653890005295685,0.0322043799049667,0.0188103902480063,0.02463994407172,0.0269497783685057,0.0416063485797093,0.0639442103988977,0.0322055790175359,0.0186969366066759,0.0416150936922393,0.0635950618051649,0.0319787984694631,0.0187018889280329,0.0471220897071349,0.0799260421740281,0.0355426642950871,0.0203466398230001,0.0471640438190395,0.080125055465702,0.0355685469501432,0.0203485201715517,0.0470214685171497,0.0794918146915766,0.0355015765131445,0.0203437389442823,0.0469719254207662,0.0795559999278896,0.0354312015057441,0.0203463125234447,0.0469518957650883,0.0794877469433727,0.0354005479887746,0.0203428020877498
8000,0.8,1000003,1.04505133016538,9.92617321802466,1.97437473742964,0.0105896770094033,1.12124252253885,9.58659773780811,1.96969781721036,0.0546739091106872,2.10953651576661,7.92942237815609,0.818246865316672,0.269682116931817,1.12647911405661,9.81598911563942,1.88178353858649,0.0303557007569474,1.06177753092494,9.73846962842344,2.01724806697952,0.0169944668304601,1.121229976545,9.56864218101614,1.97635816876347,0.0537911535798486,1.12162056870659,9.56843502063245,1.9751007869603,0.053765587454495,1.09228978276097,9.6988643089709,1.9794301877147,0.0533785058472254,1.09398551389729,9.69438151020013,1.97842531980716,0.0532502194296396,1.11628576955846,9.59192437717942,1.98116679003635,0.0540469015132959,0.0364669984218842,0.0520176942303849,0.0258214273121233,0.0157435305785551,0.0807066812839297,0.190660756622227,0.0671369482905675,0.0367587765742141,0.0893731405495379,0.212910634985077,0.0678514747091052,0.038820700547443,0.0351797524087258,0.0418612412029671,0.068282011632184,0.123455851749537,0.0705088607752935,0.0298882519003895,0.0582506650069018,0.149998228954942,0.0539196719923717,0.0304579418391381,0.0761525809801041,0.167079574859912,0.0666590074916215,0.0367315909749284,0.0764182266187114,0.167878811636683,0.0668896217030645,0.0367279833686348,0.071403499526045,0.145563441047631,0.0641650181668352,0.0364898590345604,0.0711406949434945,0.144960411423504,0.0638180084273156,0.0364921938288414,0.0709192689824187,0.1494569503151,0.0626500817544444,0.0366710030849228
8000,0.4,1000004,1.00418667138821,9.9736285695151,2.01854166213994,0.023267239696764,1.0212868388315,9.94199523182946,2.02262113201038,0.0307125415468036,1.29248422374043,9.50503709963934,1.76640036402598,0.05133692057548,1.01510964887949,9.95213391005245,2.02567623325414,0.0441490959596667,1.02925516561845,9.90333289932322,2.02864653400927,0.0378981744823382,1.02108388070852,9.94268043633863,2.02269564819705,0.0307248859821116,1.02150030121451,9.94187766118142,2.02234046600348,0.0306933308978849,1.02011089898517,9.94515607561305,2.02298874605974,0.0307447044127413,1.020027517132,9.94526608761675,2.02308327018045,0.0307298829163503,1.02134841457825,9.94044996438299,2.02303912953282,0.0306998783235666,0.0363109729868218,0.0523135426958308,0.0257226144870709,0.0156199957593525,0.0481574816902353,0.0848512890654762,0.0359103935647639,0.0201044691591708,0.0426314121263243,0.0666317020761118,0.0321547225779167,0.0185693319960283,0.0250287888358501,0.028424866970918,0.0423771972341999,0.0662872941235897,0.0325225042015325,0.0184293528430758,0.0512531229013992,0.0849454311440127,0.0387342497298547,0.0188840265628583,0.0480089811651437,0.0840086886572724,0.0359317886834933,0.0200990587013445,0.0480418312234096,0.0842004297489023,0.0359478939684084,0.020100359776061,0.0478680677940356,0.0834704111216998,0.0358723590922578,0.0200962652964819,0.0478048091602133,0.0835100840300755,0.0357912521909984,0.0200977445854087,0.0477552265665003,0.0832285659474181,0.0358010348417295,0.0201047831085162
8000,0.8,1000004,1.0087194499329,9.97840528108563,1.97340497286088,0.0211734059474267,0.975401657865025,9.97503419283087,2.00432099353872,0.033682112090287,1.84222763730696,8.49006007488359,1.00614542794025,0.184640959224656,0.951274929400032,10.134605956905,2.00564811426737,-0.0151417883172396,1.06265550948378,9.83450458974255,1.96399660094346,-0.0283571747363783,0.985888105375772,9.92715981728328,2.00390947633354,0.034528193272768,0.984354855938159,9.9306099700389,2.00381981560124,0.0345206513886136,0.968808060308972,9.99698048622107,2.00792901813711,0.0342755731965181,0.967584482148209,9.99871695776861,2.00906084681105,0.0342772904706493,0.998901003776088,9.8954934890503,1.99543110097759,0.0342472066797919,0.0362704061299718,0.0526149768704641,0.0259863927951898,0.015527599396872,0.0759981422913389,0.1813235086831,0.0624878179416437,0.0347007512796278,0.0685537925815014,0.143319194130316,0.0548535350535098,0.0331373590818298,0.0368872266723724,0.0455327633874612,0.06527826013067,0.123103874864733,0.0665291447719711,0.0287511791017575,0.22872904127103,0.439560908673793,0.187864493535344,0.0317836832059687,0.0738269157616877,0.167936634818305,0.062690506495123,0.0347273660749959,0.0739656387434632,0.168516571034863,0.062825979191142,0.0347228400806644,0.0694905968188875,0.150102146543335,0.0603871941916677,0.0346120953747189,0.0692093295835335,0.149550178120358,0.0600477811420649,0.0346197431471389,0.0719006944960726,0.161037801963338,0.061195318791971,0.03471017243517
8000,0.4,1000005,1.08376059911998,9.88687087104513,1.95867513623627,-0.00232350512110898,1.03190170540797,9.98771646927869,1.98083831307711,-0.0166772645497732,1.34231185696139,9.48587627935536,1.70125047018644,-0.00340930844734388,1.03991548971149,9.97698950172217,1.97894664886411,-0.0132985159978013,1.03844449976928,9.96275141149185,1.98971112477103,-0.0175795152673891,1.03200312203226,9.98760262910442,1.98081027807051,-0.0166026957123427,1.03276078067772,9.98612645676165,1.98023129924377,-0.0166451643550719,1.03099379002939,9.99045698638631,1.9810227533763,-0.016577283245373,1.03130802175878,9.98971152637889,1.98089227395543,-0.016613393052306,1.03234872159536,9.9864011563536,1.9808472599598,-0.0166356607324561,0.0359911525766947,0.051967339965356,0.0260154090142607,0.0160769720775535,0.0476316540651206,0.0834297258648718,0.0359504215064475,0.0205308930253782,0.0427811786200835,0.0666045940104302,0.0325633675377308,0.0191931911627268,0.024457612939644,0.0279147153136766,0.0417812447897778,0.0651552233026906,0.0323053084569961,0.0190824692340513,0.0520319567443609,0.0864858039698186,0.0390336748991382,0.0196934000421161,0.0475365283238844,0.0827381463748843,0.035998157160763,0.0205247589935896,0.0476039971028396,0.0829796140926768,0.0360390827066802,0.0205268113474407,0.0473642925714478,0.0821298670066926,0.0359195994785397,0.0205208651970027,0.0473154633668395,0.0821783328595201,0.0358504105254045,0.020522998216175,0.0473418809522471,0.0823302915213044,0.0358499391056555,0.0205280852572679
8000,0.8,1000005,1.00950168362524,10.0098919939073,1.99564520982722,-0.0176671383982609,0.872734034141318,10.3790756073554,2.0448110018181,-0.0466166287142242,2.07390968654483,8.02835481608295,0.809775799798232,0.21193538235445,1.07870369246191,9.90020030701302,1.88438325041467,-0.0369979002605095,1.39784855718409,9.28207411427168,1.66027202921954,0.000368218888221113,0.877719384405312,10.3317843984361,2.05201055786679,-0.0460391812065422,0.876811636351,10.3350805506294,2.05158432308871,-0.0460378930015278,0.887522893175178,10.3239818740469,2.03651109877246,-0.0455596325711996,0.888591359031249,10.3220261269223,2.03484617638634,-0.0455352943441778,0.899022190983109,10.2852543160329,2.03124220875871,-0.0459700037111379,0.0353719768067483,0.0504930125393535,0.0256084717962718,0.0160211280757482,0.0717559070269035,0.167081660944687,0.0613490885089469,0.0373079976578249,0.0840432536070373,0.199302777378952,0.0649638686939323,0.0387278890191253,0.03413915510771,0.0416867289403822,0.0660704390582127,0.122246056994764,0.0695150354472129,0.0303633522217155,0.185654024755872,0.34763364071562,0.149562301905089,0.0527850557708762,0.0734638541477063,0.171469149325878,0.0627479883852322,0.037359216432551,0.0736838656825555,0.172160486263316,0.0629260745074679,0.0373545770686524,0.0681934969754077,0.148356560241005,0.060363894839207,0.0372776448234897,0.0680779596207074,0.148156323480274,0.0601768660672963,0.0372796274825868,0.0705094191078331,0.157810040268289,0.0614385143594437,0.0373430733488106
8000,0.4,1000006,1.03438242202624,9.9579293609555,1.97110233300369,0.0224161718253395,1.02157744112982,9.9673689491397,1.98597195713723,0.00859527647290736,1.2982289264569,9.54038263415178,1.71327083557942,0.0218008696663385,1.02787881632592,9.97782690797522,1.96622872354151,0.011595641412109,1.01708882836463,9.98983947020873,1.97555193683356,0.0108844311440019,1.02158909423376,9.96812602053809,1.98572352454151,0.0087449925518516,1.02233988685406,9.96649093590689,1.98515008169257,0.00869941792187717,1.02057480814096,9.97080028317314,1.98603956858175,0.00882378419097308,1.02086459601001,9.96992530817113,1.98592209458652,0.00874077318102173,1.02120463028869,9.96858960554361,1.98615275625504,0.00866547192342282,0.0357631540938804,0.0518735753607464,0.0256141862532891,0.0157566347240642,0.0461240224695201,0.081091392032231,0.0347618896232523,0.0202985248836891,0.0412530681236057,0.0642477025009643,0.0315263344714441,0.0188138306585947,0.0239637183349252,0.0274170445614552,0.04064308668259,0.0632363852661648,0.0315916943018929,0.0186385947480312,0.0478745362795251,0.0791543355675536,0.0365183290602537,0.0191017230599666,0.0460366715274844,0.0803973688111671,0.0348101300038175,0.0202902654344664,0.0460938671887554,0.0806451693374815,0.0348416482004776,0.0202933699080812,0.0458822905001651,0.0798411453908698,0.0347370996747813,0.020285823801632,0.0458402443844472,0.0799279618328952,0.0346722871588621,0.0202890762461757,0.0458770140194888,0.0801321731681972,0.0346593203706665,0.0202936275967275
